Date,2009-03,2008-03,2007-03,2006-03,2005-03
Cash and cash equivalents,1365000000.0,587000000.0,883000000.0,47000000.0,503000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,590000000.0,824000000.0,217000000.0,343000000.0,495000000.0
Inventories,3290000000.0,5362000000.0,8951000000.0,9658000000.0,7563000000.0
Total current assets,270000000.0,797000000.0,1304000000.0,8691000000.0,1082000000.0
Property, Plant & Equipment Net,25000000.0,78000000.0,136000000.0,183000000.0,162000000.0
Goodwill and Intangible Assets,10000000,52000000,219000000,219000000,253000000
Long-term investments,137000000.0,207000000.0,282000000.0,310000000.0,164000000.0
Tax assets,000000.0,191000000.0,490000000.0,234000000.0,178000000.0
Total non-current assets,3285000000.0,3774000000.0,5744000000.0,13594000000.0,13426000000.0
Total assets,5918000000.0,8137000000.0,13206000000.0,21365000000.0,20011000000.0
Payables,97000000.0,259000000.0,521000000.0,993000000.0,712000000.0
Short-term debt,,,,,
Total current liabilities,1716000000.0,2065000000.0,2349000000.0,2760000000.0,2305000000.0
Long-term debt,3224000000.0,3662000000.0,5567000000.0,6059000000.0,12968000000.0
Total debt,3224000000.0,3662000000.0,5567000000.0,6059000000.0,12968000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,3285000000.0,3774000000.0,5744000000.0,13594000000.0,13426000000.0
Total liabilities,5000000000.0,5839000000.0,8093000000.0,16353000000.0,15730000000.0
Other comprehensive income,000000.0,000000.0,000000.0,9000000.0,71000000.0
Retained earnings (deficit),967000000.0,2366000000.0,5251000000.0,5251000000.0,3982000000.0
Total shareholders equity,918000000.0,2299000000.0,5112000000.0,5012000000.0,4281000000.0
Investments,137000000.0,207000000.0,282000000.0,310000000.0,164000000.0
Net Debt,1859000000,3075000000,4684000000,6012000000,12465000000
Other Assets,503000000,836000000,2028000000,10371000000,10694000000
Other Liabilities,0,34000000,0,7002000000,0
