date,,2020-05-31_FY,2019-05-31_FY,2018-05-31_FY,2017-05-31_FY,2016-05-31_FY,2015-05-31_FY,2014-05-31_FY,2013-05-31_FY,2012-05-31_FY,2011-05-31_FY,2010-05-31_FY,2009-05-31_FY,2008-05-31_FY,2007-05-31_FY,2006-05-31_FY,2005-05-31_FY,2004-05-31_FY,2003-05-31_FY,2002-05-31_FY,2001-05-31_FY,2000-05-31_FY,1999-05-31_FY,1998-05-31_FY,1997-05-31_FY,1996-05-31_FY,1995-05-31_FY,1994-05-31_FY,1993-05-31_FY,1992-05-31_FY,1991-05-31_FY,1990-05-31_FY,1989-05-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,78796000.0,153455000.0,194794000.0,204515000.0,143715000.0,76785000.0,151300000.0,136442000.0,115595000.0,115066000.0,45241000.0,-108214000.0,107077000.0,113905000.0,145990000.0,179412000.0,86752000.0,75183000.0,6502000.0,35565000.0,94151000.0,54900000.0,118400000.0,93300000.0,91300000.0,116700000.0,84900000.0,66200000.0,55500000.0,44600000.0,53200000.0,64200000.0
,depreciationAndAmortization,92678000.0,95602000.0,103359000.0,86793000.0,84699000.0,85089000.0,79730000.0,66469000.0,55873000.0,61058000.0,64653000.0,64073000.0,63413000.0,61469000.0,59116000.0,57874000.0,67302000.0,69419000.0,68887000.0,70582000.0,70997000.0,78500000.0,61500000.0,51400000.0,39200000.0,34100000.0,32400000.0,29200000.0,26900000.0,23800000.0,20800000.0,20400000.0
,deferredIncomeTax,-1309000.0,17435000.0,-38237000.0,18443000.0,7354000.0,-39960000.0,-25916000.0,1798000.0,775000.0,7482000.0,-6110000.0,-25479000.0,-3228000.0,-3068000.0,-12645000.0,-1496000.0,-22508000.0,16411000.0,-16721000.0,9077000.0,-16345000.0,-18100000.0,22100000.0,3300000.0,10400000.0,15500000.0,7900000.0,5000000.0,1700000.0,800000.0,400000.0,300000.0
,stockBasedCompensation,11883000.0,11733000.0,13758000.0,14349000.0,15836000.0,17916000.0,22017000.0,13270000.0,11742000.0,6173000.0,4570000.0,5767000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,127048000.0,-126334000.0,-75959000.0,184804000.0,17581000.0,-141458000.0,191290000.0,161993000.0,-110657000.0,-35850000.0,175628000.0,-213220000.0,-108814000.0,43434000.0,112565000.0,34840000.0,169975000.0,37086000.0,7889000.0,-47859000.0,-5641000.0,-36400000.0,-114300000.0,22600000.0,52000000.0,40100000.0,15600000.0,36700000.0,12000000.0,-11300000.0,-3700000.0,2100000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,62126000.0,-33649000.0,-84654000.0,-34599000.0,66351000.0,54108000.0,-38010000.0,77115000.0,17310000.0,-24261000.0,-64499000.0,329892000.0,-144474000.0,19588000.0,-33788000.0,-59236000.0,-94073000.0,-13675000.0,7556000.0,63886000.0,-29106000.0,-5000000.0,8000000.0,-70300000.0,35200000.0,-16000000.0,-25900000.0,-21300000.0,-13500000.0,-4400000.0,7900000.0,-2100000.0
,accountsPayables,-142684000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,594941000.0,467893000.0,594227000.0,670186000.0,485382000.0,467801000.0,609259000.0,417969000.0,255976000.0,366633000.0,402483000.0,226855000.0,440075000.0,548889000.0,505455000.0,392890000.0,358050000.0,188075000.0,150989000.0,143100000.0,190959000.0,196600000.0,233000000.0,347300000.0,324700000.0,272700000.0,232600000.0,217000000.0,180300000.0,168300000.0,179600000.0,183300000.0
,otherNonCashItems,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21449000.0,8774000.0,21761000.0,7307000.0,1110000.0,-26609000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,-9600000.0,-25100000.0,-37700000.0,0.0,0.0,0.0,0.0,2000000.0,-1900000.0
,netCashProvidedByOperatingActivites,336726000.0,197859000.0,281345000.0,335672000.0,413384000.0,214375000.0,229046000.0,272977000.0,173649000.0,71895000.0,110419000.0,254326000.0,180521000.0,180431000.0,227066000.0,32271000.0,79367000.0,180721000.0,135257000.0,321454000.0,138910000.0,103700000.0,200900000.0,78400000.0,138400000.0,66400000.0,60900000.0,65900000.0,72900000.0,35000000.0,69700000.0,85100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-95503000.0,-84499000.0,-76088000.0,-68386000.0,-97036000.0,-96255000.0,-71338000.0,-44588000.0,-31713000.0,-22025000.0,-34319000.0,-64154000.0,-47520000.0,-57691000.0,-76563000.0,-46318000.0,-29599000.0,-24970000.0,-39100000.0,-62900000.0,-71541000.0,-141900000.0,-309400000.0,-172900000.0,-109000000.0,-61500000.0,-46600000.0,-29100000.0,-45100000.0,-63300000.0,-54600000.0,-43600000.0
,acquisitionsNet,-31000000.0,-10000000.0,-285000000.0,0.0,-34000000.0,-105000000.0,-12000000.0,-175000000.0,-240000000.0,-32000000.0,-63000000.0,-16000000.0,-2000000.0,-32000000.0,38000000.0,-65000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6161000.0,0.0,0.0,-47598000.0,-25562000.0,-493860000.0,-72875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5400000.0,-8300000.0,-10900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25562000.0,2173000.0,491687000.0,72875000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
