Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,0.0,0.0,0.0,0.0,103830000.0,39149000.0,4832000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,13996000.0
Cash and short-term investments,0.0,0.0,0.0,0.0,103830000.0,39149000.0,18828000.0
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,746000.0,2263000.0,2563000.0,3993000.0,3266000.0,2730000.0,1184000.0
Property, Plant & Equipment Net,0.0,2155000.0,2505000.0,3809000.0,3068000.0,2467000.0,1184000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current assets,41000.0,59000.0,100000.0,101000.0,241000.0,83796000.0,26219000.0
Total assets,0.0,60384000.0,64026000.0,89081000.0,108082000.0,46585000.0,20332000.0
Payables,268000.0,1049000.0,780000.0,1221000.0,1153000.0,1224000.0,1144000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,0.0,10281000.0,5480000.0,6655000.0,10278000.0,7446000.0,1745000.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,41000.0,59000.0,100000.0,101000.0,241000.0,83796000.0,26219000.0
Total liabilities,0.0,10340000.0,5580000.0,6756000.0,10519000.0,91242000.0,27964000.0
Other comprehensive income,80000.0,78000.0,83000.0,80000.0,89000.0,96000.0,88000.0
Retained earnings (deficit),-337428000.0,-295953000.0,-243825000.0,-202856000.0,-150833000.0,-103166000.0,-70448000.0
Total shareholders equity,0.0,50044000.0,58446000.0,82325000.0,97563000.0,-44657000.0,-7632000.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,13996000.0
Net Debt,0.0,0.0,0.0,0.0,-103830000.0,-39149000.0,-18828000.0
Other Assets,0.0,58121000.0,61463000.0,85088000.0,986000.0,4706000.0,320000.0
Other Liabilities,-268000.0,9232000.0,4700000.0,5434000.0,9125000.0,6222000.0,601000.0
