Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,12521739.1304,13793103.4483,12922077.9221,9411411.1653,6156153.5376,3439153.4392,4487463.9958,4864732.1983,6236329.8445
Stock-based compensation,9202898.5507,6896551.7241,3636363.6364,1202038.0008,7359480.9996,7022349.9361,2151021.2097,0.0,0.0
Operating Cash Flow,328188405.7971,61687749.0903,89983766.2338,-9985111.1202,92307424.0073,151714012.0416,121731441.4768,64313812.601,226106426.6849
Capital Expenditure,-10666666.6667,-5059781.667,-6298701.2987,-1202038.0008,-5127221.3599,-5351061.2419,-989722.4404,-2665993.538,-3060354.1035
Acquisitions and disposals,1695652.1739,-19649974.008,-162337.6623,42672349.0281,0.0,120294.3502,-2650890.2854,-466913.1353,4502070.4946
Investment purchases and sales,-4652173.913,5874198.5791,14220779.2208,10135365.8703,-18555658.255,-25426503.6794,-43995843.1527,15165527.5258,-43668231.765
Investing Cash flow,-19202898.5507,-28643216.0804,2922077.9221,48573262.8502,-27938124.5531,-36507328.3464,-49018656.7164,10543214.8627,-44067364.4397
Issuance (repayment) of debt,0.0,0.0,-32467.5325,-16309470.1471,1238206.5189,959131.5453,-487398.5336,808251.5223,289054.0937
Issuance (buybacks) of shares,0.0,0.0,0.0,0.0,53085924.5566,0.0,0.0,0.0,0.0
Dividend payments,0.0,-37220585.6871,-75129870.1299,-9548006.3927,-51289653.1278,-57200085.1426,-28334871.6942,-13194979.4955,-12074961.6877
Financing Cash Flow,-420289.8551,-37428521.9199,-75275974.026,-25857476.5398,3121675.5899,-56146840.6009,-28513747.0542,-14661861.5633,-12227754.41
Effect of forex changes on cash,17971014.4928,-5770230.4627,-23181818.1818,22019150.6509,37076437.4531,456486.0427,76427.0752,72294.0226,-420848.4137
Net cash flow / Change in cash,326536231.8841,-10154219.3727,-5551948.0519,30979797.5659,95184946.1991,51503770.6015,37075117.8319,59604821.6727,155854902.3444
Free Cash Flow,317521739.1304,56627967.4233,83685064.9351,-11187149.121,87180202.6473,146362950.7997,120741719.0364,61647819.063,223046072.5814
Net Cash/Marketcap,1.4577,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153,0.0153
