Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,18635000.0,5366000.0,4078382.0
Short-term investments,0.0,0.0,2233.0
Cash and short-term investments,18635000.0,5366000.0,4080615.0
Receivables,2070000.0,3193000.0,2712336.0
Inventories,0.0,0.0,0.0
Total current assets,22839000.0,7719000.0,6097748.0
Property Plant & Equipment Net,7575000.0,6845000.0,1438317.0
Goodwill and Intangible Assets,248000.0,216000.0,47098.0
Long-term investments,0.0,0.0,12414.0
Tax assets,1958000.0,0.0,0.0
Total non-current assets,11959000.0,8987000.0,2596775.0
Total assets,34798000.0,16706000.0,8694523.0
Payables,3978000.0,3177000.0,1729228.0
Short-term debt,2500000.0,500000.0,300000.0
Total current liabilities,7812000.0,5767000.0,3476200.0
Long-term debt,45947000.0,48156000.0,29073000.0
Total debt,48447000.0,48656000.0,29373000.0
Deferred revenue,530000.0,1062000.0,755000.0
Tax Liabilities,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,52453000.0,52072000.0,29458508.0
Total liabilities,-47797000.0,57839000.0,32934708.0
Other comprehensive income,89035000,0.0,0.0
Retained earnings (deficit),-6578000.0,0.0,0.0
Total shareholders equity,82595000.0,-41133000.0,-24240185.0
Investments,0.0,0.0,14647.0
Net Debt,29812000.0,43290000.0,25292385.0
Other Assets,0.0,-840000.0,-695203.0
Other Liabilities,-108062000.0,2090000.0,1446972.0
