Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,80206000.0,96120000.0,48920000.0,12758000.0,13070000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,80206000.0,96120000.0,48920000.0,12758000.0,13070000.0
Receivables,210428000.0,238018000.0,66277000.0,89176000.0,260971000.0
Inventories,35669000.0,33437000.0,15891000.0,36697000.0,68808000.0
Total current assets,722316000.0,667022000.0,391234000.0,217687000.0,544751000.0
Property Plant & Equipment Net,531319000.0,468000000.0,294209000.0,217687000.0,544043000.0
Goodwill and Intangible Assets,184428000.0,192247000.0,94493000.0,0.0,708000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,346818000.0,287870000.0,274996000.0,121115000.0,232831000.0
Total assets,1054579000.0,1043116000.0,536940000.0,366921000.0,906385000.0
Payables,106702000.0,92348000.0,48484000.0,133035000.0,198110000.0
Short-term debt,7704000.0,4436000.0,5145000.0,1960000.0,4995000.0
Total current liabilities,220580000.0,242154000.0,99692000.0,147972000.0,248567000.0
Long-term debt,343535000.0,278511000.0,272680000.0,119800000.0,229610000.0
Total debt,351239000.0,282947000.0,277825000.0,121760000.0,234605000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,346818000.0,287870000.0,274996000.0,121115000.0,232831000.0
Total liabilities,567398000.0,530024000.0,374688000.0,269087000.0,481398000.0
Other comprehensive income,-798000.0,-1728000.0,-2787000.0,0.0,0.0
Retained earnings (deficit),31494000.0,-27372000.0,-288771000.0,-101684000.0,
Total shareholders equity,487181000.0,513092000.0,-212436000.0,97834000.0,424987000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,271033000.0,186827000.0,228905000.0,109002000.0,221535000.0
Other Assets,5960000.0,8519000.0,14618000.0,10603000.0,18785000.0
Other Liabilities,106174000.0,145370000.0,46063000.0,12977000.0,45462000.0
