date,,2021-01-29_FY,2020-01-31_FY,2019-02-01_FY,2018-02-02_FY,2017-02-03_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2058000000.0,6412000000.0,2422000000.0,659000000.0,-5000000.0,1186000000.0,997000000.0,886000000.0,1014000000.0,745702000.0,723936000.0,357439000.0,197098000.0,290133000.0,218137000.0
,depreciationAndAmortization,1025000000.0,873000000.0,630000000.0,565000000.0,46000000.0,345000000.0,335000000.0,345000000.0,337000000.0,354868000.0,315871000.0,260551000.0,198486000.0,158628000.0,104027000.0
,deferredIncomeTax,-152000000.0,-5284000000.0,113000000.0,310000000.0,-258000000.0,-8000000.0,-31000000.0,-128000000.0,56000000.0,0.0,0.0,0.0,0.0,0.0,-78486000.0
,stockBasedCompensation,1122000000.0,1017000000.0,731000000.0,683000000.0,0.0,636000000.0,504000000.0,529000000.0,454000000.0,425995000.0,335153000.0,291691000.0,231456000.0,166516000.0,0.0
,changeInWorkingCapital,3859000000.0,-3588000000.0,-9071000000.0,3464000000.0,-219000000.0,550000000.0,97000000.0,746000000.0,1228195000.0,-116461000.0,767763000.0,620065000.0,378100000.0,577016000.0,216519000.0
,accountsReceivables,-37000000.0,-119000000.0,-178000000.0,-113000000.0,664000000.0,-224000000.0,-114000000.0,-267000000.0,-71000000.0,-267639000.0,-263366000.0,-77121000.0,-193610000.0,-52527000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,-69000000.0,35000000.0,104000000.0,-35000000.0,72000000.0,-9000000.0,-35000000.0,69000000.0,30000000.0,23692000.0,-16513000.0,8881000.0,-17886000.0,7713000.0,0.0
,otherWorkingCapital,226000000.0,-3633000000.0,-45000000.0,9026000000.0,5562000000.0,5781000000.0,5231000000.0,5134000000.0,4388000000.0,3159805000.0,3276266000.0,2508503000.0,1888438000.0,1510338000.0,933322000.0
,otherNonCashItems,0.0,9000000.0,-48000000.0,732000000.0,56000000.0,-2000000.0,2000000.0,-1000000.0,22000000.0,2355000.0,745356000.0,370522000.0,8675000.0,8663000.0,92239000.0
,netCashProvidedByOperatingActivites,4409000000.0,3872000000.0,3663000000.0,3218000000.0,361000000.0,2381000000.0,1899000000.0,2180000000.0,2535000000.0,1897524000.0,2025633000.0,1174389000.0,985616000.0,800131000.0,552436000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-329000000.0,-279000000.0,-245000000.0,-263000000.0,-18000000.0,-153000000.0,-333000000.0,-352000000.0,-345000000.0,-234458000.0,-381174000.0,-131695000.0,-103375000.0,-191596000.0,-316694000.0
,acquisitionsNet,0.0,-2419000000.0,-938000000.0,-671000000.0,0.0,-70000000.0,-34000000.0,-1168000000.0,-252000000.0,-1344000000.0,-304000000.0,-293000000.0,-356000000.0,-139000000.0,-215000000.0
,purchasesOfInvestments,-29000000.0,-30000000.0,-822000000.0,-1486000000.0,0.0,-3774000000.0,-3337000000.0,-3989000000.0,-3181000000.0,-3188684000.0,-2667888000.0,-2106707000.0,-34665000.0,-1750000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,6392000000.0,1573000000.0,0.0,3535000000.0,3297000000.0,2804000000.0,2316000000.0,2782288000.0,894864000.0,518953000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,22000000.0,60000000.0,-671000000.0,0.0,1000000.0,75000000.0,-89000000.0,-10000000.0,-49552000.0,920833000.0,-185374000.0,549000.0,928000.0,-4466000.0
,netCashUsedForInvestingActivites,-713000000.0,-2728000000.0,4447000000.0,-1512000000.0,7000000.0,-465000000.0,-336000000.0,-2785000000.0,-1472000000.0,-2034620000.0,-1610973000.0,-2261942000.0,-562380000.0,-421887000.0,-403695000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1257000000.0,-1901000000.0,398000000.0,-1225000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,273000000.0,308000000.0,188000000.0,122000000.0,0.0,109000000.0,126000000.0,164000000.0,197000000.0,253159000.0,337618000.0,431306000.0,227666000.0,190107000.0,1256293000.0
,commonStockRepurchased,-945000000.0,-1868000000.0,-211000000.0,-1678000000.0,57000000.0,-1739000000.0,-1299000000.0,-862000000.0,-634000000.0,-600636000.0,-526203000.0,-338527000.0,-31467000.0,-44483000.0,0.0
,dividendsPaid,0.0,0.0,-11000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,0.0,-1639000000.0,-365000000.0,3610000000.0,0.0,11000000.0,32000000.0,19000000.0,70000000.0,138139000.0,100716000.0,137278000.0,26214000.0,85776000.0,0.0
,netCashUsedProvidedByFinancingActivities,-1957000000.0,-1707000000.0,-11219000000.0,1058000000.0,62000000.0,-1619000000.0,-1141000000.0,371000000.0,-367000000.0,-209338000.0,-87869000.0,230057000.0,222413000.0,231400000.0,906293000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,-2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
