Date,2019-03-31,2018-03-31,2017-03-31,2016-03-31,2015-03-31,2014-03-31,2013-03-31,2012-03-31,2011-03-31
Cash and cash equivalents,37130354.5455,45934536.9301,42184811.4519,17249332.1222,23756784.2549,14623177.5592,13739108.2803,30125632.8046,8776619.6164
Short-term investments,9800.0,9604.2826,9964.4385,9653.0598,8864.9821,982310.1746,1070276.0085,0.0,0.0
Cash and short-term investments,37140154.5455,45944141.2127,42194775.8904,17258985.182,23765649.237,15605487.7338,14809384.2888,30125632.8046,8776619.6164
Receivables,23495909.0909,22297400.3709,28439040.0202,24897191.3514,12854824.4517,8360891.8782,12301104.034,11901487.3921,11081879.5995
Inventories,35254.5455,356346.8738,663122.5518,80163.1403,0.0,0.0,0.0,0.0,0.0
Total current assets,62429145.4545,70745434.0296,82026896.7634,48218146.6838,38632315.9036,26880875.5492,29407749.4692,43910852.9001,20218856.3156
Property Plant & Equipment Net,6657145.4545,6611752.5629,10625620.521,9980052.7178,6771445.2506,6832102.1733,8379235.6688,4541282.9661,1377801.9061
Goodwill and Intangible Assets,44496981.8182,40054879.1155,45585031.6804,46691066.4672,13198031.8572,9157799.0747,8896019.1083,5853707.6322,3066521.8965
Long-term investments,9946318.1818,9282346.6639,6541825.3696,7705483.7216,4272562.7554,3624577.1937,2832961.7834,3297996.7215,2692906.2613
Tax assets,530354.5455,0.0,5973193.4942,1739385.1963,730906.5132,2352649.5859,777250.5308,1332987.8019,1099698.3955
Total non-current assets,63412236.3636,57554013.1556,64602054.2629,66359888.1527,25525610.8748,21725545.2743,24491157.1125,16111277.1805,8416636.5062
Total assets,125841381.8182,128299447.1852,146628951.0262,114578034.8365,64157926.7784,48606420.8235,53898906.5817,60022130.0805,28635492.8218
Payables,4261145.4545,3661785.8018,6395481.7048,14555407.1383,3604269.8691,3148186.3069,5366220.8068,5329251.2415,2655495.2346
Short-term debt,29950836.3636,21668853.4341,16320640.1069,6732083.0662,4121783.0039,2778828.5836,1998312.1019,2422978.6413,1727240.9217
Total current liabilities,43822718.1818,37414366.1873,34659719.8404,31822504.8087,12550946.5432,8170872.0501,11363598.7261,21257111.5182,9913825.5519
Long-term debt,30554990.9091,44674740.212,53588578.8039,32387502.6715,6466016.1788,4327067.3769,4748237.7919,4821609.3727,3897213.1741
Total debt,60505827.2727,66343593.6461,69909218.9108,39119585.7377,10587799.1827,7105895.9605,6746549.8938,7244588.0141,5624454.0958
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,1468163.6364,2946634.1276,7910374.208,8586200.7551,1514869.4854,469625.9865,3057781.3163,11446422.5447,4719375.0754
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,36402054.5455,51623727.3014,66801081.286,43212287.1696,7837895.088,5234604.0201,6686348.1953,5744021.5033,4217577.5124
Total liabilities,80224772.7273,89038093.4887,101460801.1264,75034791.9783,20388841.6312,13405476.0701,18049946.9214,27001133.0216,14131403.0643
Other comprehensive income,-3713172.7273,-417042.7907,-744435.6193,-253659.9701,3008414.6443,1308454.1814,1292377.9193,1199472.0602,768995.0537
Retained earnings (deficit),-102736.3636,-7009831.7064,-963319.3133,7708288.8081,11588282.8788,11382702.8498,18886433.121,16015127.0431,-232573.2899
Total shareholders equity,45165727.2727,38916159.3366,44876220.734,39372283.9638,43656967.7258,34993857.1595,35673715.4989,32876139.0483,14418832.1872
Investments,9956118.1818,9291950.9464,6551789.8081,7715136.7814,4281427.7375,4606887.3683,3903237.7919,3297996.7215,2692906.2613
Net Debt,23346565.9574,20378261.2671,,,,,,,
Other Assets,2349681.8181,10005428.0189,,,,,,,
Other Liabilities,9610736.3637,12083726.9514,11943598.0287,10535014.6042,4824893.6702,2243857.1596,3999065.8174,13504881.6354,5531089.3956
