Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-03-31,2012-03-31
Cash and cash equivalents,933453092.7835,1375770764.1196,1381937346.4373,902511144.8835,619354111.9039,786256668.3442,557320295.9831
Short-term investments,1083204896.9072,1568511929.9305,396676904.1769,189893110.4357,56227938.4153,0.0,0.0
Cash and short-term investments,2016657989.6907,2944282694.0501,1778614250.6142,1092404255.3192,675582050.3192,786256668.3442,557320295.9831
Receivables,451180927.8351,463817577.7711,482753992.629,322597771.0233,778556139.6921,784557624.5596,659732558.1395
Inventories,184610824.7423,200260042.2833,193719901.7199,166388297.8723,132827638.0023,138750377.4534,79804968.2875
Total current assets,3082368556.701,3936555723.3464,2693184582.3096,1731314842.9585,1338755914.3823,1732951685.9587,1004128435.518
Property, Plant & Equipment Net,3200469587.6289,3528110842.6457,3294363636.3636,2483760638.2979,539200150.2065,593003019.6276,875343023.2558
Goodwill and Intangible Assets,4374364948.4536,5126430081.5464,5254741707.6167,4384419706.1803,3862701088.9974,4838901862.1037,776628964.0592
Long-term investments,2209162371.134,2710593476.2912,2762389742.0147,2841310536.9807,4197205407.4352,5897755410.1661,4860575581.3953
Tax assets,960791494.8454,997456961.643,889147113.0221,782065856.1297,155147953.436,192974836.4368,165250000.0
Total non-current assets,11443589175.2577,12863356991.8454,12807383599.5086,11503040526.849,9812707848.2914,12117578258.6814,7380692917.5476
Total assets,14525957731.9588,16799912715.1918,15500568181.8182,13234355369.8075,11151463762.6737,13850529944.6402,8384821353.0655
Payables,587600773.1959,834266988.8251,697233108.1081,549415400.2026,469357867.0672,448370407.6497,123526955.6025
Short-term debt,693685051.5464,1399632437.3301,978306511.0565,921963525.8359,396677806.9846,809447911.4243,44135835.0951
Total current liabilities,1608458247.4227,2724953186.3485,2035954238.3292,1753453140.8308,1115637626.7368,1503325113.236,318635835.0951
Long-term debt,5384501804.1237,5577876170.3413,5205688574.9386,4420642350.5572,2796202403.3045,3472386009.0589,1053832452.4313
Total debt,6078186855.6701,6977508607.6714,6183995085.9951,5342605876.3931,3192880210.2891,4281833920.4831,1097968287.5264
Deferred revenue,13277577.3196,20544850.4983,23456388.2064,52240881.459,0.0,0.0,0.0
Tax Liabilities,1167363144.3299,1360305345.817,1243434582.3096,1152745694.0223,905927525.3474,1448331152.4912,1390815539.1121
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,8286222164.9485,8922614919.9638,8547614864.8649,7380281661.6008,4970371010.1389,5700993960.7448,3083862579.2812
Total liabilities,9894680412.3711,11647568106.3123,10583569103.1941,9133734802.4316,6086008636.8757,7204319073.9809,3402498414.3763
Other comprehensive income,-151333247.4227,-119061310.7822,-147559582.3096,-121126393.1104,-62192264.3635,-29646703.5732,-93287526.4271
Retained earnings (deficit),1052570618.5567,961068559.3476,828009213.7592,602845744.6809,795245587.6831,1104202818.3191,1016721987.315
Total shareholders equity,1704743041.2371,1823846874.0562,1926432125.3071,1497902228.9767,2194726999.6245,3018278812.2798,2940948202.9598
Investments,3292367268.0412,4279105406.2217,3159066646.1916,3031203647.4164,4253433345.8505,5897755410.1661,4860575581.3953
Net Debt,4076817396.8143,,,,,,
Other Assets,9307550257.7319,,,,,,
Other Liabilities,327172422.6804,491053760.1933,360414619.1646,282074214.7923,249601952.685,245506794.162,150973044.3975
