Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,2272256.0,185717.0,14197.0,25074.0
Short-term investments,0.0,0.0,0.0,0.0
Cash and short-term investments,2272256.0,185717.0,14197.0,25074.0
Receivables,10540150.0,5192730.0,4936938.0,2994117.0
Inventories,6823930.0,3696330.0,3220968.0,2831833.0
Total current assets,20302666.0,10053205.0,8306067.0,5928794.0
Property, Plant & Equipment Net,1759086.0,1581814.0,720355.0,626490.0
Goodwill and Intangible Assets,11439468.0,3932533.0,4328177.0,1776770.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,2505632.0,1318447.0,901833.0,937656.0
Total non-current assets,15754152.0,6864009.0,5978104.0,3350454.0
Total assets,36056818.0,16917214.0,14284171.0,9279248.0
Payables,3708865.0,3904613.0,2626559.0,1642890.0
Short-term debt,1579875.0,4110890.0,3187363.0,2497681.0
Total current liabilities,9219458.0,9949480.0,7339040.0,4578688.0
Long-term debt,265038.0,347963.0,1124386.0,606800.0
Total debt,1844913.0,4458853.0,4311749.0,3104481.0
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,265038.0,347963.0,1124386.0,606800.0
Total liabilities,9484496.0,10297443.0,8463426.0,5185488.0
Other comprehensive income,1142.0,0.0,0.0,0.0
Retained earnings (deficit),-854855.0,281423.0,184803.0,369240.0
Total shareholders equity,26571822.0,6182929.0,5820745.0,4093760.0
Investments,0.0,0.0,0.0,0.0
Net Debt,-427343.0,4273136.0,4297552.0,3079407.0
Other Assets,666330.0,978428.0,133964.0,77770.0
Other Liabilities,3930718.0,1933977.0,1525118.0,438117.0
