Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,2745000000.0,2745000000.0,2079000000.0,2079000000.0,2880000000.0,2880000000.0,4470000000.0,4470000000.0,10598000000.0,10598000000.0,53528000000.0,3093000000.0,13362000000.0,6668000000.0
Short-term investments,405000000.0,000000.0,0.0,000000.0,0.0,000000.0,0.0,350000000.0,0.0,555000000.0,601000000.0,470000000.0,592000000.0,545000000.0
Cash and short-term investments,3150000000.0,000000.0,2079000000.0,000000.0,2880000000.0,000000.0,4470000000.0,350000000.0,10598000000.0,555000000.0,53528000000.0,3093000000.0,13954000000.0,7213000000.0
Receivables,25102000000.0,25102000000.0,23493000000.0,23493000000.0,17513000000.0,17513000000.0,13457000000.0,13457000000.0,13993000000.0,13993000000.0,12439000000.0,12576000000.0,11776000000.0,11781000000.0
Inventories,1336000000.0,1336000000.0,1034000000.0,1034000000.0,1202000000.0,1202000000.0,1252000000.0,1252000000.0,1153000000.0,1153000000.0,1020000000.0,1075000000.0,940000000.0,1131000000.0
Total current assets,34636000000.0,230193000000.0,29913000000.0,227230000000.0,26395000000.0,217785000000.0,22280000000.0,222360000000.0,29623000000.0,203085000000.0,70994000000.0,21235000000.0,30939000000.0,22348000000.0
Property Plant & Equipment Net,89286000000.0,89286000000.0,88568000000.0,88568000000.0,84751000000.0,84751000000.0,83541000000.0,83541000000.0,89947000000.0,89947000000.0,88956000000.0,88642000000.0,88434000000.0,87711000000.0
Goodwill and Intangible Assets,34389000000.0,128519000000,39419000000.0,127836000000,36102000000.0,122775000000,33669000000.0,120244000000,30367000000.0,105708000000,30434000000.0,30072000000.0,29235000000.0,27818000000.0
Long-term investments,0.0,671000000.0,1039000000.0,1039000000.0,0.0,1110000000.0,0.0,796000000.0,0.0,802000000.0,0.0,0.0,3448000000.0,3497000000.0
Tax assets,7888000000.0,,8995000000.0,,13930000000.0,,15409000000.0,,16011000000.0,,12565000000.0,17678000000.0,17089000000.0,13184000000.0
Total non-current assets,2.30193e+11,173754000000.0,2.2723e+11,181010000000.0,2.17785e+11,191316000000.0,2.2236e+11,193160000000.0,2.03085e+11,192346000000.0,2.03104e+11,2.03987e+11,1.99522e+11,1.97657e+11
Total assets,2.64829e+11,264829000000.0,2.57143e+11,257143000000.0,2.4418e+11,244180000000.0,2.4464e+11,244640000000.0,2.32708e+11,232708000000.0,2.74098e+11,2.25222e+11,2.30461e+11,2.20005e+11
Payables,22501000000.0,7232000000.0,21232000000.0,7063000000.0,19593000000.0,7084000000.0,19362000000.0,6391000000.0,16680000000.0,5598000000.0,16453000000.0,16182000000.0,14689000000.0,15702000000.0
Short-term debt,7190000000.0,7190000000.0,3453000000.0,3453000000.0,2645000000.0,2645000000.0,6489000000.0,6489000000.0,2735000000.0,2735000000.0,3933000000.0,4369000000.0,4849000000.0,7542000000.0
Total current liabilities,37930000000.0,37930000000.0,33037000000.0,33037000000.0,30340000000.0,30340000000.0,35052000000.0,35052000000.0,28064000000.0,28064000000.0,27050000000.0,26956000000.0,30761000000.0,30597000000.0
Long-term debt,1.05873e+11,105873000000.0,1.13642e+11,113642000000.0,1.05433e+11,105433000000.0,1.03705e+11,103705000000.0,1.10536e+11,110536000000.0,89658000000.0,47618000000.0,50303000000.0,45252000000.0
Total debt,1.13063e+11,105873000000.0,1.17095e+11,113642000000.0,1.08078e+11,105433000000.0,1.10194e+11,103705000000.0,1.13271e+11,110536000000.0,93591000000.0,51987000000.0,55152000000.0,52794000000.0
Deferred revenue,4207000000.0,4207000000.0,0.0,3084000000.0,0.0,2914000000.0,0.0,2969000000.0,0.0,3125000000.0,0.0,0.0,0.0,0.0
Tax Liabilities,1483000000.0,33795000000.0,1483000000.0,31232000000.0,1516000000.0,45964000000.0,2054000000.0,45484000000.0,1457000000.0,41578000000.0,1556000000.0,1196000000.0,1078000000.0,1157000000.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,1.72189e+11,173754000000.0,1.79419e+11,181010000000.0,1.63636e+11,191316000000.0,1.6083e+11,193160000000.0,1.57688e+11,192346000000.0,1.2395e+11,78387000000.0,80835000000.0,74332000000.0
Total liabilities,2.10119e+11,211684000000.0,2.12456e+11,214047000000.0,2.20148e+11,221656000000.0,2.26798e+11,228212000000.0,2.19032e+11,220410000000.0,1.78682e+11,1.39689e+11,1.44553e+11,1.33093e+11
Other comprehensive income,8369000000,2723000000.0,5969000000,3075000000.0,5876000000,3122000000.0,5622000000,978000000.0,9694000000,1535000000.0,90979000000,86735000000,83163000000,81198000000
Retained earnings (deficit),43542000000.0,43542000000.0,35635000000.0,35635000000.0,15059000000.0,15059000000.0,11246000000.0,11246000000.0,2447000000.0,2447000000.0,1782000000.0,-3734000000.0,1179000000.0,4368000000.0
Total shareholders equity,54710000000.0,53145000000.0,44687000000.0,43096000000.0,24032000000.0,22524000000.0,17842000000.0,16428000000.0,13676000000.0,12298000000.0,95416000000.0,85533000000.0,85908000000.0,86912000000.0
Investments,405000000.0,671000000.0,1039000000.0,1039000000.0,0.0,1110000000.0,0.0,796000000.0,0.0,802000000.0,601000000.0,470000000.0,4040000000.0,4042000000.0
Net Debt,1.10318e+11,110318000000,1.15016e+11,115016000000,1.05198e+11,105198000000,1.05724e+11,105724000000,1.02673e+11,102673000000,40063000000.0,48894000000.0,41790000000.0,46126000000.0
Other Assets,0.0,11717000000,0.0,9787000000,0.0,10031000000,0.0,18571000000,0.0,6628000000,0.0,0.0,0.0,0.0
Other Liabilities,0.0,36553000000,0.0,39813000000,26172000000.0,43599000000,30916000000.0,48789000000,33280000000.0,44378000000,27682000000.0,34346000000.0,32957000000.0,28164000000.0
