Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,63833578.5185,2775813.8256,2380718.75,4074187.274,5551039.5869,11920177.6316
Short-term investments,1137804.4444,895087.9811,195502.9762,169997.1077,640091.222,1155155.0752
Cash and short-term investments,64971382.9629,3670901.8067,2576221.7262,4244184.3817,6191130.8089,13075332.7068
Receivables,5560234.0741,2652326.0016,3603223.9583,496359.3637,721890.7057,1481705.8271
Inventories,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,70555411.8519,6358729.7722,5149511.9048,4763930.5857,6957951.8072,14663482.1429
Property, Plant & Equipment Net,1539585.1852,1800663.0008,1946952.381,2166305.1338,2694591.222,3963140.9774
Goodwill and Intangible Assets,0.0,1429934.7997,3536699.4048,4701291.3955,7071895.0086,9046799.812
Long-term investments,1165062.963,9030120.1885,4616235.119,4073942.8778,4669407.9174,5132038.5338
Tax assets,1188176.2963,0.0,0.0,0.0,0.0,0.0
Total non-current assets,14519789.6296,29580613.5114,30448371.2798,31840645.6978,39765019.7935,51194807.3308
Total assets,85075201.4815,35939343.2836,35597883.1845,36604576.2834,46722971.6007,65858289.4737
Payables,4701355.5556,1224485.4674,683501.4881,579469.9928,850450.9466,1300701.1278
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,4701355.5556,1224485.4674,683501.4881,579469.9928,850450.9466,1300701.1278
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,0.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,1429934.7997,3536699.4048,4701291.3955,7071895.0086,10066308.2707
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,0.0,1429934.7997,3536699.4048,4701291.3955,7071895.0086,10066308.2707
Total liabilities,4701355.5556,2654420.2671,4220200.8929,5280761.3883,7922345.9552,11367009.3985
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,0.0
Retained earnings (deficit),-30758857.7778,-81997442.2624,-72164702.381,-68189355.0253,-75240981.9277,-65772537.594
Total shareholders equity,80373845.9259,33284923.0165,31377682.2917,31323814.8952,38800625.6454,54491280.0752
Investments,2302867.4074,9925208.1697,4811738.0952,4243939.9855,5309499.1394,6287193.609
Net Debt,-63833578.5185,,,,,
Other Assets,-644020.0013,,,,,
Other Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
