Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,539000000.0,176000000.0,449000000.0,126000000.0,74000000.0
Short-term investments,525000000.0,844000000.0,554000000.0,811000000.0,788000000.0
Cash and short-term investments,525000000.0,844000000.0,554000000.0,811000000.0,788000000.0
Receivables,163000000.0,189000000.0,211000000.0,179000000.0,170000000.0
Inventories,205000000.0,196000000.0,171000000.0,171000000.0,160000000.0
Total current assets,508000000.0,532000000.0,520000000.0,528000000.0,531000000.0
Property Plant & Equipment Net,140000000.0,156000000.0,159000000.0,153000000.0,150000000.0
Goodwill and Intangible Assets,1000000,1000000,1000000,1000000,1000000
Long-term investments,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
Tax assets,0000000.0,1000000.0,1000000.0,1000000.0,1000000.0
Total non-current assets,44000000.0,43000000.0,54000000.0,55000000.0,65000000.0
Total assets,2003000000.0,1946000000.0,1915000000.0,1829000000.0,1739000000.0
Payables,97000000.0,119000000.0,123000000.0,131000000.0,110000000.0
Short-term debt,1000000.0,000000.0,000000.0,000000.0,000000.0
Total current liabilities,155000000.0,148000000.0,155000000.0,160000000.0,136000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,25000000.0,22000000.0,33000000.0,32000000.0,000000.0
Tax Liabilities,000000.0,2000000.0,3000000.0,2000000.0,1000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,44000000.0,43000000.0,54000000.0,55000000.0,65000000.0
Total liabilities,199000000.0,192000000.0,209000000.0,216000000.0,201000000.0
Other comprehensive income,-1000000.0,-1000000.0,-0000000.0,-0000000.0,000000.0
Retained earnings (deficit),1371000000.0,1321000000.0,1302000000.0,1210000000.0,1133000000.0
Total shareholders equity,1804000000.0,1754000000.0,1705000000.0,1614000000.0,1537000000.0
Investments,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
Net Debt,-538000000,-176000000,-449000000,-126000000,-74000000
Other Assets,330000000,285000000,269000000,288000000,294000000
Other Liabilities,43000000,32000000,32000000,34000000,74000000
