Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,91000000.0,615000000.0,287000000.0,201000000.0,681000000.0
Short-term investments,000000.0,000000.0,000000.0,15000000.0,199000000.0
Cash and short-term investments,000000.0,000000.0,000000.0,15000000.0,199000000.0
Receivables,233000000.0,242000000.0,223000000.0,247000000.0,235000000.0
Inventories,,,,,
Total current assets,515000000.0,1064000000.0,716000000.0,691000000.0,2344000000.0
Property, Plant & Equipment Net,1338000000.0,1347000000.0,1333000000.0,1879000000.0,1756000000.0
Goodwill and Intangible Assets,24723000000,24750000000,24693000000,25115000000,25114000000
Long-term investments,1596000000.0,1252000000.0,164000000.0,1648000000.0,1667000000.0
Tax assets,000000.0,000000.0,000000.0,000000.0,931000000.0
Total non-current assets,27777000000.0,27466000000.0,26335000000.0,29107000000.0,28863000000.0
Total assets,28292000000.0,28530000000.0,27051000000.0,29798000000.0,31207000000.0
Payables,854000000.0,934000000.0,828000000.0,758000000.0,712000000.0
Short-term debt,3000000.0,755000000.0,5000000.0,255000000.0,257000000.0
Total current liabilities,2800000000.0,3583000000.0,2674000000.0,2813000000.0,2650000000.0
Long-term debt,7855000000.0,6741000000.0,6102000000.0,6626000000.0,5595000000.0
Total debt,7855000000.0,6741000000.0,6102000000.0,6626000000.0,5595000000.0
Deferred revenue,1932000000.0,1882000000.0,1833000000.0,1797000000.0,1641000000.0
Tax Liabilities,1673000000.0,1447000000.0,1967000000.0,1667000000.0,2438000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,14893000000.0,14086000000.0,14292000000.0,16052000000.0,17159000000.0
Total liabilities,17693000000.0,17669000000.0,16966000000.0,18865000000.0,19809000000.0
Other comprehensive income,10599000000.0,10861000000.0,10085000000.0,-51000000.0,-21000000.0
Retained earnings (deficit),000000.0,000000.0,000000.0,10981000000.0,11416000000.0
Total shareholders equity,10599000000.0,10861000000.0,10085000000.0,10933000000.0,11398000000.0
Investments,1596000000.0,1252000000.0,164000000.0,1648000000.0,1667000000.0
Net Debt,7767000000,6881000000,5820000000,6680000000,5171000000
Other Assets,311000000,324000000,351000000,693000000,624000000
Other Liabilities,268000000,295000000,286000000,564000000,388000000
