Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-28,2012-12-28
Cash and cash equivalents,234939000.0,134129000.0,114514000.0,105277000.0,160888000.0,85797000.0,15784000.0
Short-term investments,0.0,0.0,0.0,0.0,,,
Cash and short-term investments,234939000.0,134129000.0,114514000.0,105277000.0,,,
Receivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total current assets,239270000.0,215002000.0,121408000.0,111795000.0,,,
Property, Plant & Equipment Net,83392000.0,62861000.0,45460000.0,22227000.0,21933000.0,23344000.0,2985000.0
Goodwill and Intangible Assets,199417000.0,63778000.0,46531000.0,27854000.0,29057000.0,28518000.0,14047000.0
Long-term investments,141000000.0,75000000.0,76000000.0,83000000.0,,,
Tax assets,8438000.0,8959000.0,18825000.0,15945000.0,15956000.0,20807000.0,5291000.0
Total non-current assets,,,,,,,
Total assets,4559779000.0,3499033000.0,2641067000.0,1691313000.0,1447898000.0,1288239000.0,301462000.0
Payables,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,0.0,0.0,,,
Total current liabilities,3754834000.0,2632836000.0,2026275000.0,1258267000.0,,,
Long-term debt,118000000.0,117000000.0,126000000.0,135000000.0,,,
Total debt,422497000.0,463939000.0,321964000.0,164004000.0,36705000.0,69074000.0,10500000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deposit Liabilities,3450349000.0,2621348000.0,2015785000.0,1248950000.0,1165229000.0,1044854000.0,225699000.0
Total non-current liabilities,,,,,,,
Total liabilities,3923172000.0,3107335000.0,2351722000.0,1423275000.0,1210389000.0,1127642000.0,237988000.0
Other comprehensive income,-1203000.0,-596000.0,-276000.0,277000.0,951000.0,133000.0,456000.0
Retained earnings (deficit),170486000.0,119356000.0,83910000.0,64097000.0,35744000.0,18992000.0,7086000.0
Total shareholders equity,636607000.0,391698000.0,289345000.0,268038000.0,237509000.0,133600000.0,56512000.0
Investments,3949076000.0,3072280000.0,2325030000.0,1447646000.0,1167995000.0,1074046000.0,253761000.0
Net Debt,-116939000.0,,,,,,
Other Assets,4331000.0,,,,,,
Other Liabilities,3754834000.0,2632836000.0,2026275000.0,1258267000.0,,,
