date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-12229000000.0,-10096000000.0,-1822000000.0,-4064000000.0,-1292000000.0,-4393000000.0,-2388000000.0,-1675000000.0,-637000000.0,-1492000000.0,-1182000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,4097000000.0,2465000000.0,1320000000.0,3124000000.0,786000000.0,597000000.0,278000000.0,265000000.0,38000000.0,74000000.0,456000000.0,240000000.0,226000000.0,479000000.0,664000000.0,839000000.0,990000000.0,2420000000.0,994000000.0,532000000.0,0.0,354300000.0,176200000.0,169700000.0,311700000.0,186700000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-259000000.0,0.0,0.0,-601000000.0,-900000000.0,0.0,0.0,-5768000000.0,-540000000.0,-276000000.0,0.0,0.0,-66000000.0,0.0,-1641000000.0,-372000000.0,-98500000.0,0.0,0.0,0.0,0.0
,dividendsPaid,-2983000000.0,-2185000000.0,-1931000000.0,-1727000000.0,-1536000000.0,-1409000000.0,-1319000000.0,-1225000000.0,-1146000000.0,-1093000000.0,-1056000000.0,-916000000.0,-931000000.0,-970000000.0,-923000000.0,-861000000.0,-825000000.0,-723000000.0,-649000000.0,-615000000.0,-493000000.0,-504200000.0,-478000000.0,-460100000.0,-448700000.0,-434700000.0
,otherFinancingActivites,1842000000.0,-278000000.0,-287000000.0,-25000000.0,63000000.0,-125000000.0,-1013000000.0,-14000000.0,-25000000.0,-2000000.0,-25000000.0,-18000000.0,24000000.0,-14000000.0,-51000000.0,-13000000.0,-42000000.0,-178000000.0,8000000.0,-57000000.0,-44000000.0,-90400000.0,324600000.0,-4500000.0,-35500000.0,-8000000.0
,netCashUsedProvidedByFinancingActivities,-704000000.0,-2209000000.0,1303000000.0,6230000000.0,2317000000.0,1744000000.0,93000000.0,-151000000.0,378000000.0,-2232000000.0,-112000000.0,615000000.0,-9801000000.0,-515000000.0,522000000.0,-1320000000.0,853000000.0,1317000000.0,1905000000.0,1334000000.0,141000000.0,-453300000.0,1828800000.0,304600000.0,-330100000.0,-239900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-122000000.0,206000000.0,-141000000.0,-346000000.0,289000000.0,2000000.0,68000000.0,146000000.0,40000000.0,12000000.0,-21000000.0,-216000000.0,145000000.0,-4000000.0,-215000000.0,263000000.0,-165000000.0,-195000000.0,126000000.0,80000000.0,-146000000.0,104000000.0,210800000.0,44100000.0,-80000000.0,44700000.0
,cashAtEndOfPeriod,269000000.0,391000000.0,120000000.0,261000000.0,607000000.0,318000000.0,316000000.0,248000000.0,102000000.0,62000000.0,50000000.0,71000000.0,287000000.0,142000000.0,146000000.0,389000000.0,126000000.0,291000000.0,486000000.0,360000000.0,280000000.0,425600000.0,321600000.0,110800000.0,66700000.0,146700000.0
,cashAtBeginningOfPeriod,391000000.0,185000000.0,261000000.0,607000000.0,318000000.0,316000000.0,248000000.0,102000000.0,62000000.0,50000000.0,71000000.0,287000000.0,142000000.0,146000000.0,361000000.0,126000000.0,291000000.0,486000000.0,360000000.0,280000000.0,426000000.0,321600000.0,110800000.0,66700000.0,146700000.0,102000000.0
,operatingCashFlow,5204000000.0,4773000000.0,4549000000.0,4127000000.0,4475000000.0,3439000000.0,3433000000.0,4137000000.0,2983000000.0,1825000000.0,3786000000.0,2659000000.0,-246000000.0,4005000000.0,2623000000.0,2839000000.0,2355000000.0,2448000000.0,2414000000.0,1343000000.0,1255000000.0,1206800000.0,1262200000.0,1032200000.0,1171300000.0,991800000.0
,capitalExpenditure,-4980000000.0,-4254000000.0,-5504000000.0,-6085000000.0,-5575000000.0,-5345000000.0,-4104000000.0,-4145000000.0,-3652000000.0,-3422000000.0,-3837000000.0,-3554000000.0,-3972000000.0,-4052000000.0,-3358000000.0,-2750000000.0,-3438000000.0,-2828000000.0,-2168000000.0,-1738000000.0,-804000000.0,-703700000.0,-773100000.0,-484000000.0,-577500000.0,-660900000.0
,freeCashFlow,224000000.0,519000000.0,-955000000.0,-1958000000.0,-1100000000.0,-1906000000.0,-671000000.0,-8000000.0,-669000000.0,-1597000000.0,-51000000.0,-895000000.0,-4218000000.0,-47000000.0,-735000000.0,89000000.0,-1083000000.0,-380000000.0,246000000.0,-395000000.0,451000000.0,503100000.0,489100000.0,548200000.0,593800000.0,330900000.0
