date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1358000000.0,2447000000.0,2999000000.0,2123000000.0,1899000000.0,1310000000.0,1697000000.0,302000000.0,1408000000.0,2808000000.0,1287000000.0,1834000000.0,2539000000.0,1380000000.0,1033000000.0,1249000000.0,318000000.0,1362000000.0,544000000.0,436000000.0,296000000.0,535600000.0,399200000.0,472100000.0,425000000.0,478200000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,216000000.0,517000000.0,-3000000.0,513000000.0,854000000.0,449000000.0,732000000.0,95000000.0,756000000.0,682000000.0,-494000000.0,269000000.0,-1285000000.0,510000000.0,64000000.0,554000000.0,452000000.0,714000000.0,241000000.0,22000000.0,64000000.0,22500000.0,13800000.0,84100000.0,26400000.0,68200000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-886000000.0,-241000000.0,-759000000.0,-486000000.0,95000000.0,-342000000.0,-206000000.0,426000000.0,-566000000.0,181000000.0,531000000.0,-977000000.0,21000000.0,193000000.0,-423000000.0,-347000000.0,-452000000.0,-811000000.0,-118000000.0,-350000000.0,-67000000.0,115900000.0,-17800000.0,-119000000.0,18300000.0,-106400000.0
,accountsReceivables,-71000000.0,-110000000.0,-103000000.0,-286000000.0,294000000.0,131000000.0,-98000000.0,292000000.0,365000000.0,-60000000.0,458000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-90000000.0,-29000000.0,15000000.0,1000000.0,-26000000.0,-43000000.0,-29000000.0,33000000.0,-185000000.0,35000000.0,-10000000.0,-116000000.0,52000000.0,3000000.0,-220000000.0,-24000000.0,-234000000.0,-55000000.0,-170000000.0,-62000000.0,-6000000.0,-24200000.0,15900000.0,6000000.0,61100000.0,-6500000.0
,accountsPayables,-225000000.0,67000000.0,-89000000.0,97000000.0,-199000000.0,-202000000.0,50000000.0,-61000000.0,-413000000.0,119000000.0,-156000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-197000000.0,-106000000.0,-584000000.0,-522000000.0,103000000.0,-211000000.0,-225000000.0,259000000.0,-98000000.0,-218000000.0,554000000.0,-593000000.0,-135000000.0,32000000.0,251000000.0,52000000.0,390000000.0,-128000000.0,-452000000.0,107000000.0,-118000000.0,165200000.0,28700000.0,-169400000.0,73400000.0,-74000000.0
,otherNonCashItems,181000000.0,100000000.0,-21000000.0,89000000.0,57000000.0,666000000.0,-129000000.0,-164000000.0,-204000000.0,-332000000.0,657000000.0,173000000.0,898000000.0,530000000.0,0.0,9000000.0,22000000.0,-204000000.0,172000000.0,-372000000.0,-56000000.0,826200000.0,905700000.0,694400000.0,633500000.0,610700000.0
,netCashProvidedByOperatingActivites,5204000000.0,4773000000.0,4549000000.0,4127000000.0,4475000000.0,3439000000.0,3433000000.0,4137000000.0,2983000000.0,1825000000.0,3786000000.0,2659000000.0,-246000000.0,4005000000.0,2623000000.0,2839000000.0,2355000000.0,2448000000.0,2414000000.0,1343000000.0,1255000000.0,1206800000.0,1262200000.0,1032200000.0,1171300000.0,991800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4980000000.0,-4254000000.0,-5504000000.0,-6085000000.0,-5575000000.0,-5345000000.0,-4104000000.0,-4145000000.0,-3652000000.0,-3422000000.0,-3837000000.0,-3554000000.0,-3972000000.0,-4052000000.0,-3358000000.0,-2750000000.0,-3438000000.0,-2828000000.0,-2168000000.0,-1738000000.0,-804000000.0,-703700000.0,-773100000.0,-484000000.0,-577500000.0,-660900000.0
,acquisitionsNet,48000000.0,-151000000.0,-405000000.0,-4421000000.0,-915000000.0,-19000000.0,426000000.0,0.0,0.0,4191000000.0,0.0,0.0,13877000000.0,0.0,-877000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1749000000.0,-1894000000.0,-1940000000.0,-1504000000.0,-1326000000.0,-1241000000.0,-1493000000.0,-1392000000.0,-1828000000.0,-2853000000.0,-1511000000.0,-1355000000.0,-1355000000.0,0.0,-854000000.0,-490000000.0,-777000000.0,0.0,-104000000.0,-235000000.0,-53000000.0,-143400000.0,-8500000.0,-351300000.0,0.0,0.0
,salesMaturitiesOfInvestments,1712000000.0,1804000000.0,1831000000.0,1422000000.0,1340000000.0,1235000000.0,1476000000.0,1356000000.0,1757000000.0,2814000000.0,1478000000.0,1394000000.0,1285000000.0,0.0,0.0,0.0,0.0,54000000.0,30000000.0,137000000.0,35000000.0,70000000.0,127700000.0,0.0,0.0,0.0
,otherInvestingActivites,936000000.0,2420000000.0,97000000.0,-125000000.0,-106000000.0,44000000.0,38000000.0,226000000.0,402000000.0,-311000000.0,218000000.0,-297000000.0,6000000.0,256000000.0,1134000000.0,1255000000.0,537000000.0,-776000000.0,123000000.0,1182000000.0,-576000000.0,-865000000.0,-251000000.0,-166700000.0,-215200000.0,14100000.0
,netCashUsedForInvestingActivites,-4622000000.0,-2358000000.0,-5993000000.0,-10703000000.0,-6503000000.0,-5181000000.0,-3458000000.0,-3840000000.0,-3321000000.0,419000000.0,-3695000000.0,-3490000000.0,10192000000.0,-3494000000.0,-3360000000.0,-1256000000.0,-3373000000.0,-3960000000.0,-4193000000.0,-2597000000.0,-1542000000.0,-649500000.0,-2880200000.0,-1292700000.0,-921200000.0,-707200000.0
