Date,2019-09-28,2018-09-29,2017-09-30,2016-10-01,2015-10-03,2014-09-27,2013-09-28,2012-09-29,2011-10-01,2010-10-02,2009-10-03
Cash and cash equivalents,7177000.0,5012000.0,1406000.0,7239000.0,9735000.0,8662000.0,8748000.0,8705000.0,7780000.0,2011000.0,5452000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,2699000.0,7438000.0,8139000.0
Cash and short-term investments,7177000.0,5012000.0,1406000.0,7239000.0,9735000.0,8662000.0,8748000.0,8780000.0,10479000.0,9449000.0,13591000.0
Receivables,2621000.0,3452000.0,3353000.0,3750000.0,3221000.0,3016000.0,2712000.0,3790000.0,3678000.0,3194000.0,2766000.0
Inventories,2222000.0,2094000.0,1992000.0,1892000.0,1956000.0,1832000.0,1579000.0,1567000.0,1612000.0,1652000.0,1547000.0
Total current assets,13709000.0,13212000.0,10083000.0,15996000.0,14912000.0,15425000.0,15216000.0,16548000.0,16713000.0,15382000.0,36522000.0
Property Plant & Equipment Net,47781000.0,45264000.0,45215000.0,29546000.0,27804000.0,29019000.0,25017000.0,26194000.0,23239000.0,24113000.0,25078000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5571000.0,5579000.0
Long-term investments,6821000.0,7036000.0,6979000.0,6701000.0,4886000.0,228000.0,774000.0,0.0,0.0,0.0,0.0
Tax assets,254000.0,721000.0,1491000.0,3416000.0,4453000.0,5214000.0,4806000.0,4960000.0,7253000.0,6149000.0,5216000.0
Total non-current assets,80943000.0,71525000.0,69984000.0,52259000.0,51655000.0,49938000.0,41242000.0,38616000.0,37548000.0,36249000.0,4303000.0
Total assets,94652000.0,84737000.0,80067000.0,68255000.0,66567000.0,65363000.0,56458000.0,55164000.0,54261000.0,51631000.0,55336000.0
Payables,3549000.0,5019000.0,4750000.0,2876000.0,3207000.0,2592000.0,2758000.0,2729000.0,2522000.0,2423000.0,2541000.0
Short-term debt,2701000.0,1251000.0,4174000.0,2617000.0,1617000.0,1794000.0,2063000.0,885000.0,78000.0,224000.0,209000.0
Total current liabilities,18082000.0,17840000.0,26155000.0,16654000.0,17633000.0,16728000.0,14910000.0,12487000.0,12633000.0,10485000.0,12931000.0
Long-term debt,23786000.0,19860000.0,7824000.0,5321000.0,3907000.0,5524000.0,1594000.0,1240000.0,3442000.0,78000.0,302000.0
Total debt,26487000.0,21111000.0,11998000.0,7938000.0,5524000.0,7318000.0,3657000.0,2125000.0,3520000.0,302000.0,511000.0
Deferred revenue,4549000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,285000.0,110000.0,151000.0,606000.0,2477000.0,1162000.0,162000.0,209000.0,388000.0,290000.0,655000.0
Deposit Liabilities,0.0,4439000.0,4186000.0,4077000.0,3967000.0,3895000.0,3356000.0,2811000.0,0.0,0.0,0.0
Total non-current liabilities,37969000.0,26149000.0,12963000.0,12313000.0,12156000.0,14957000.0,11006000.0,10850000.0,6884000.0,3706000.0,4303000.0
Total liabilities,52788000.0,42441000.0,39623000.0,25551000.0,27509000.0,28815000.0,23704000.0,22556000.0,20906000.0,14191000.0,17234000.0
Other comprehensive income,13277000,12897000,12639000,15512000,12462000,11947000,9758000,10190000,13167000,8000.0,-29000.0
Retained earnings (deficit),28552000.0,29364000.0,27771000.0,27158000.0,26548000.0,24554000.0,22950000.0,22372000.0,20128000.0,22554000.0,23440000.0
Total shareholders equity,41864000.0,42296000.0,40444000.0,42704000.0,39058000.0,36548000.0,32754000.0,32608000.0,33355000.0,35545000.0,35798000.0
Investments,6821000.0,7036000.0,6979000.0,6701000.0,4886000.0,228000.0,774000.0,75000.0,2699000.0,7438000.0,8139000.0
Net Debt,19310000.0,16099000.0,10592000.0,699000.0,-4211000.0,-1344000.0,-5091000.0,-6580000.0,-4260000.0,-9147000.0,-13080000.0
Other Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087000.0,910000.0
Other Liabilities,-3263000.0,-1548000.0,505000.0,0.0,-2280000.0,-2870000.0,-2212000.0,-781000.0,1389000.0,7838000.0,10181000.0
