Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Cash and cash equivalents,95621000.0,139608000.0,68577000.0,272775000.0,287721000.0,260544000.0,273273000.0,281016000.0,329148000.0,295434000.0,244074000.0
Short-term investments,0.0,0.0,0.0,12996000.0,30533000.0,25557000.0,4055000.0,0.0,25829000.0,84081000.0,8127000.0
Cash and short-term investments,95621000.0,139608000.0,68577000.0,285771000.0,318254000.0,286101000.0,277328000.0,281016000.0,354977000.0,379515000.0,252201000.0
Receivables,402716000.0,398501000.0,371497000.0,403507000.0,395734000.0,410049000.0,398023000.0,372767000.0,250990000.0,240909000.0,244384000.0
Inventories,158713000.0,84199000.0,87715000.0,66362000.0,63700000.0,38775000.0,59746000.0,52366000.0,38359000.0,40653000.0,57605000.0
Total current assets,699265000.0,668147000.0,621543000.0,782651000.0,775302000.0,765387000.0,742599000.0,712726000.0,676106000.0,680224000.0,172386000.0
Property, Plant & Equipment Net,144969000.0,117546000.0,113220000.0,96316000.0,74690000.0,64149000.0,56305000.0,55327000.0,48467000.0,47469000.0,48895000.0
Goodwill and Intangible Assets,743710000.0,407159000.0,411420000.0,530349000.0,310835000.0,247759000.0,193636000.0,186307000.0,200494000.0,90437000.0,88051000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,10823000.0,4804000.0,12745000.0,11900000.0,13580000.0,44228000.0,35561000.0,31034000.0,47224000.0,40388000.0,34944000.0
Total non-current assets,1113494000.0,636736000.0,714742000.0,721757000.0,524974000.0,429219000.0,367019000.0,313591000.0,290418000.0,191295000.0,73235000.0
Total assets,1812759000.0,1304883000.0,1336285000.0,1504408000.0,1300276000.0,1194606000.0,1109618000.0,1026317000.0,966524000.0,871519000.0,763573000.0
Payables,182696000.0,125579000.0,88521000.0,81172000.0,47170000.0,31344000.0,40310000.0,47917000.0,43984000.0,39085000.0,32542000.0
Short-term debt,206214000.0,0.0,55000000.0,240450000.0,60525000.0,563000.0,557000.0,4561000.0,4541000.0,4545000.0,4554000.0
Total current liabilities,540267000.0,328339000.0,376479000.0,520243000.0,346776000.0,270175000.0,247158000.0,282643000.0,308076000.0,279449000.0,241951000.0
Long-term debt,251104000.0,208849000.0,199761000.0,200291000.0,126180000.0,101827000.0,102363000.0,6942000.0,11377000.0,15949000.0,20570000.0
Total debt,457318000.0,208849000.0,254761000.0,440741000.0,186705000.0,102390000.0,102920000.0,11503000.0,15918000.0,20494000.0,25124000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,5643000.0,8586000.0,27710000.0,17285000.0,28569000.0,20687000.0,19165000.0,25595000.0,30845000.0,37180000.0,23100000.0
Deposit Liabilities,56001000.0,75941000.0,56132000.0,49481000.0,77083000.0,91690000.0,84307000.0,100764000.0,134316000.0,98515000.0,83978000.0
Total non-current liabilities,337443000.0,252348000.0,270175000.0,294269000.0,197212000.0,141930000.0,145380000.0,73332000.0,79138000.0,79021000.0,73235000.0
Total liabilities,877710000.0,580687000.0,646654000.0,814512000.0,543988000.0,412105000.0,392538000.0,355975000.0,387214000.0,358470000.0,315186000.0
Other comprehensive income,-139693000.0,-110643000.0,-106626000.0,-119817000.0,-51836000.0,-5372000.0,-2803000.0,-21148000.0,-26493000.0,-16340000.0,-14242000.0
Retained earnings (deficit),834349000.0,801834000.0,794485000.0,813035000.0,818642000.0,803059000.0,740002000.0,715043000.0,629560000.0,553452000.0,486170000.0
Total shareholders equity,933050000.0,700121000.0,689631000.0,689896000.0,756288000.0,782278000.0,716946000.0,670391000.0,579563000.0,513612000.0,448387000.0
Investments,0.0,0.0,0.0,12996000.0,30533000.0,25557000.0,4055000.0,0.0,25829000.0,84081000.0,8127000.0
Net Debt,361697000.0,69241000.0,186184000.0,154970000.0,-131549000.0,-183711000.0,-174408000.0,-269513000.0,-339059000.0,-359021000.0,-227077000.0
Other Assets,42215000.0,45839000.0,93754000.0,27011000.0,-2386000.0,30462000.0,7502000.0,6577000.0,31780000.0,19147000.0,36997000.0
Other Liabilities,151357000.0,202760000.0,232958000.0,198621000.0,239081000.0,238268000.0,206291000.0,230165000.0,259551000.0,235819000.0,204855000.0
