date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,130364000.0,109120000.0,33301000.0,113425000.0,41614000.0,38743000.0,28332000.0,7376000.0,3937000.0,2420000.0
,depreciationAndAmortization,152827000.0,140164000.0,126759000.0,107211000.0,84156000.0,54322000.0,39823000.0,29220000.0,25398000.0,22987000.0
,deferredIncomeTax,67980000.0,11878000.0,232990000.0,60562000.0,25714000.0,18294000.0,9820000.0,3258000.0,-2853000.0,3295000.0
,stockBasedCompensation,20706000.0,29001000.0,29408000.0,26470000.0,48670000.0,28498000.0,19476000.0,0.0,0.0,0.0
,changeInWorkingCapital,-33734000.0,176286000.0,142511000.0,-299602000.0,-146711000.0,85364000.0,13726000.0,-22531000.0,-22586000.0,26590000.0
,accountsReceivables,-121735000.0,-6699000.0,-14291000.0,3365000.0,-37250000.0,-18964000.0,-18924000.0,-23868000.0,-11983000.0,-8805000.0
,inventory,0.0,1603000.0,-15713000.0,-16349000.0,3937000.0,-12235000.0,-8082000.0,0.0,-4448000.0,0.0
,accountsPayables,0.0,17920000.0,0.0,0.0,0.0,0.0,0.0,3521000.0,-16047000.0,33907000.0
,otherWorkingCapital,122288000.0,156022000.0,-20264000.0,-162775000.0,136827000.0,283538000.0,198174000.0,-2184000.0,9892000.0,1488000.0
,otherNonCashItems,-23731000.0,2762000.0,-170871000.0,-207604000.0,-3751000.0,2511000.0,8008000.0,0.0,147000.0,0.0
,netCashProvidedByOperatingActivites,349524000.0,505339000.0,507706000.0,392247000.0,371470000.0,364058000.0,368122000.0,375180000.0,314652000.0,354976000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-94397000.0,-93385000.0,-92680000.0,-71372000.0,-76990000.0,-70734000.0,-55740000.0,-42427000.0,-37959000.0,-38351000.0
,acquisitionsNet,-122000000.0,-51000000.0,0.0,-383000000.0,-469000000.0,-156000000.0,-43000000.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-11500000.0,0.0,0.0,-19211000.0,-395302000.0,-500835000.0,-69302000.0,-121093000.0,-4980000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,48013000.0,386372000.0,385788000.0,148019000.0,115056000.0,21716000.0,39250000.0
,otherInvestingActivites,3880000.0,26465000.0,0.0,25000.0,-27000.0,5000000.0,0.0,-967000.0,-814000.0,81000.0
,netCashUsedForInvestingActivites,-222322000.0,-129274000.0,-92680000.0,-465053000.0,-159636000.0,-231873000.0,-397103000.0,14830000.0,-126197000.0,-27574000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-352419000.0,-125676000.0,-158002000.0,-210486000.0,-152143000.0,-16118000.0,-71808000.0,-27761000.0,-4115000.0,-12826000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,821971000.0,525000.0,150000.0,700000.0
,commonStockRepurchased,-150093000.0,-258267000.0,-206094000.0,-17717000.0,-7863000.0,-135000.0,-543868000.0,0.0,0.0,0.0
,dividendsPaid,-48904000.0,-57825000.0,-79255000.0,-90434000.0,-92707000.0,-92212000.0,-319687000.0,-329047000.0,-290983000.0,-280606000.0
,otherFinancingActivites,-17537000.0,-17719000.0,-16662000.0,-137290000.0,-12695000.0,-11499000.0,-2822000.0,8143000.0,-290983000.0,-280606000.0
,netCashUsedProvidedByFinancingActivities,-168953000.0,-387200000.0,-419375000.0,-19276000.0,-109539000.0,-117449000.0,-37529000.0,-332536000.0,-294242000.0,-292732000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-41751000.0,-11331000.0,-4349000.0,-92082000.0,102295000.0,14736000.0,-66510000.0,57474000.0,-105787000.0,34670000.0
,cashAtEndOfPeriod,99304000.0,141055000.0,152386000.0,156735000.0,248817000.0,146522000.0,131786000.0,198296000.0,140822000.0,246609000.0
,cashAtBeginningOfPeriod,141055000.0,152386000.0,156735000.0,248817000.0,146522000.0,131786000.0,198296000.0,140822000.0,246609000.0,211939000.0
,operatingCashFlow,349524000.0,505339000.0,507706000.0,392247000.0,371470000.0,364058000.0,368122000.0,375180000.0,314652000.0,354976000.0
,capitalExpenditure,-94397000.0,-93385000.0,-92680000.0,-71372000.0,-76990000.0,-70734000.0,-55740000.0,-42427000.0,-37959000.0,-38351000.0
,freeCashFlow,255127000.0,411954000.0,415026000.0,320875000.0,294480000.0,293324000.0,312382000.0,332753000.0,276693000.0,316625000.0
