date,,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY,2004-03-31_FY,2003-03-31_FY,2002-03-31_FY,2001-03-31_FY,2000-03-31_FY,1999-03-31_FY,1998-03-31_FY,1997-03-31_FY,1996-03-31_FY,1995-03-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,900000000.0,34000000.0,67000000.0,5070000000.0,2258000000.0,1476000000.0,1263000000.0,1338000000.0,1403000000.0,1202000000.0,1263000000.0,823000000.0,990000000.0,913000000.0,751000000.0,-156700000.0,646500000.0,555400000.0,418600000.0,-48300000.0,723700000.0,84900000.0,154900000.0,133900000.0,135400000.0,404500000.0
,depreciationAndAmortization,922000000.0,949000000.0,951000000.0,910000000.0,885000000.0,1017000000.0,704000000.0,591000000.0,551000000.0,139000000.0,474000000.0,441000000.0,371000000.0,295000000.0,266000000.0,250900000.0,232100000.0,203700000.0,207500000.0,246100000.0,201300000.0,199300000.0,87200000.0,71800000.0,71300000.0,69800000.0
,deferredIncomeTax,-342000000.0,189000000.0,-868000000.0,882000000.0,64000000.0,171000000.0,16000000.0,606000000.0,164000000.0,128000000.0,161000000.0,148000000.0,198000000.0,167000000.0,403000000.0,-328800000.0,69500000.0,126600000.0,76800000.0,-21400000.0,26500000.0,-31900000.0,66400000.0,-1600000.0,43200000.0,-81000000.0
,stockBasedCompensation,0.0,0.0,69000000.0,115000000.0,123000000.0,174000000.0,160000000.0,167000000.0,154000000.0,137000000.0,114000000.0,99000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-1241000000.0,388000000.0,-885000000.0,-2030000000.0,193000000.0,101000000.0,1259000000.0,-104000000.0,-1714000000.0,-861000000.0,1427000000.0,627000000.0,-292000000.0,-674000000.0,-135700000.0,-8400000.0,268900000.0,168500000.0,496400000.0,-229400000.0,1144300000.0,171600000.0,403900000.0,181500000.0,-18800000.0,60000000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-376000000.0,-368000000.0,-458000000.0,320000000.0,-1251000000.0,-2144000000.0,-1201000000.0,-59000000.0,-878000000.0,367000000.0,-782000000.0,370000000.0,-676000000.0,-928000000.0,578000000.0,-720000000.0,-681300000.0,13400000.0,-901500000.0,-985000000.0,-629800000.0,-895500000.0,-292200000.0,-332600000.0,-223400000.0,-200100000.0
,accountsPayables,0.0,1976000000.0,271000000.0,2070000000.0,3302000000.0,4718000000.0,2412000000.0,-125000000.0,2027000000.0,533000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-402000000.0,839000000.0,451000000.0,1336000000.0,3366000000.0,3173000000.0,3072000000.0,1813000000.0,1917000000.0,3631000000.0,4492000000.0,3065000000.0,2438000000.0,2730000000.0,3404000000.0,3539700000.0,3548100000.0,3279200000.0,3110700000.0,2614300000.0,2843700000.0,1699400000.0,1527800000.0,1123900000.0,942400000.0,961200000.0
,otherNonCashItems,721000000.0,-158000000.0,84000000.0,-434000000.0,489000000.0,426000000.0,422000000.0,-557000000.0,1591000000.0,55000000.0,-236000000.0,414000000.0,-943000000.0,-83000000.0,-31000000.0,98900000.0,0.0,400000.0,47600000.0,295100000.0,103900000.0,314200000.0,-76600000.0,-128800000.0,-18600000.0,220900000.0
,netCashProvidedByOperatingActivites,4374000000.0,4036000000.0,4345000000.0,4744000000.0,3672000000.0,3112000000.0,3136000000.0,2483000000.0,2950000000.0,2338000000.0,2316000000.0,1351000000.0,869000000.0,1539000000.0,2744000000.0,1538400000.0,563400000.0,695500000.0,329300000.0,353100000.0,-416000000.0,317100000.0,2200000.0,238100000.0,2500000.0,195100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-362000000.0,-426000000.0,-405000000.0,-404000000.0,-488000000.0,-376000000.0,-274000000.0,-246000000.0,-225000000.0,-233000000.0,-199000000.0,-195000000.0,-356000000.0,-306000000.0,-167000000.0,-139900000.0,-115000000.0,-116000000.0,-131800000.0,-158900000.0,-145100000.0,-553400000.0,-232400000.0,-1286400000.0,-110800000.0,-82300000.0
,acquisitionsNet,-96000000.0,-804000000.0,-2519000000.0,-4006000000.0,170000000.0,-155000000.0,-4537000000.0,-1873000000.0,-1051000000.0,-183000000.0,-17000000.0,-295000000.0,-610000000.0,-1759000000.0,-526000000.0,-64000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161100000.0,-27900000.0,-1300000.0,-103100000.0,-130600000.0,-324000000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13900000.0,162800000.0,117900000.0,32700000.0,198200000.0,244800000.0,19900000.0
,otherInvestingActivites,23000000.0,-20000000.0,1451000000.0,-431000000.0,-1050000000.0,23000000.0,-94000000.0,70000000.0,57000000.0,-53000000.0,86000000.0,-40000000.0,0.0,-38000000.0,-1118000000.0,-106500000.0,-103500000.0,-74300000.0,-182100000.0,-157500000.0,912200000.0,-222700000.0,-94400000.0,-77200000.0,-50200000.0,-22300000.0
,netCashUsedForInvestingActivites,-579000000.0,-1381000000.0,-1522000000.0,-3796000000.0,-1557000000.0,-677000000.0,-5046000000.0,-2209000000.0,-1502000000.0,-624000000.0,-309000000.0,-727000000.0,-966000000.0,-2103000000.0,-1825000000.0,-355300000.0,-267900000.0,-576100000.0,-386800000.0,-342800000.0,654800000.0,-653900000.0,-285200000.0,-964200000.0,-4000000.0,164200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
