date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,2069000000.0,594000000.0,-337000000.0,1194000000.0,1034000000.0,1139000000.0,1075000000.0,943000000.0,1132000000.0,653000000.0,560000000.0,317000000.0,-68392000.0,-46010000.0,33276000.0,66108000.0,-52394000.0
,depreciationAndAmortization,4200000000.0,4686000000.0,2240000000.0,2095000000.0,2039000000.0,1886000000.0,1466000000.0,982000000.0,965000000.0,132000000.0,155000000.0,232000000.0,67732000.0,67929000.0,76377000.0,77605000.0,70526000.0
,deferredIncomeTax,-504000000.0,-131000000.0,-199000000.0,-27000000.0,2000000.0,-181000000.0,83000000.0,-70000000.0,0.0,11000000.0,-7000000.0,190000000.0,56353000.0,42115000.0,50363000.0,31692000.0,17653000.0
,stockBasedCompensation,142000000.0,80000000.0,39000000.0,69000000.0,35000000.0,78000000.0,190000000.0,154000000.0,99000000.0,182000000.0,228000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-2973000000.0,-2935000000.0,-1895000000.0,-2078000000.0,-1905000000.0,-1585000000.0,-1521000000.0,-1056000000.0,-1142000000.0,-1136000000.0,-124000000.0,-316000000.0,-14838000.0,19310000.0,7525000.0,-10604000.0,-14109000.0
,accountsReceivables,-7000000.0,-84000000.0,-258000000.0,-25000000.0,-44000000.0,6000000.0,-120000000.0,-59000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-3092000000.0,-2834000000.0,-1922000000.0,-2005000000.0,-1783000000.0,-1688000000.0,-1438000000.0,-1112000000.0,-915000000.0,-122000000.0,9000000.0,-225000000.0,0.0,0.0,0.0,-6631000.0,-3069000.0
,otherNonCashItems,42000000.0,141000000.0,85000000.0,50000000.0,30000000.0,33000000.0,32000000.0,32000000.0,174000000.0,93000000.0,32000000.0,33000000.0,164917000.0,-9711000.0,0.0,-80479000.0,8006000.0
,netCashProvidedByOperatingActivites,3399000000.0,2576000000.0,1629000000.0,1373000000.0,1277000000.0,1318000000.0,1285000000.0,1099000000.0,1100000000.0,668000000.0,608000000.0,569000000.0,56999000.0,73633000.0,85291000.0,84322000.0,29682000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-289000000.0,-147000000.0,-135000000.0,-88000000.0,-103000000.0,-120000000.0,-115000000.0,-77000000.0,-58000000.0,-49000000.0,-57000000.0,-102000000.0,-47115000.0,-77541000.0,-90526000.0,-49292000.0,-25863000.0
,acquisitionsNet,52000000.0,-8458000000.0,-31000000.0,19000000.0,-19000000.0,-327000000.0,-1833000000.0,-149000000.0,-26000000.0,-38000000.0,300000000.0,170000000.0,2000000.0,-41000000.0,15000000.0,0.0,0.0
,purchasesOfInvestments,0.0,-63000000.0,-545000000.0,-272000000.0,-220000000.0,0.0,-55000000.0,0.0,-151000000.0,-127000000.0,0.0,0.0,0.0,-51837000.0,-394000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21000000.0,0.0,0.0,24000000.0,28292000.0,0.0,12800000.0,0.0,0.0
,otherInvestingActivites,-1000000.0,74000000.0,1000000.0,-2000000.0,15000000.0,-5000000.0,-3000000.0,-30000000.0,0.0,24000000.0,323000000.0,0.0,2021000.0,992000.0,15374000.0,73000.0,177000.0
,netCashUsedForInvestingActivites,-438000000.0,-8593000000.0,-633000000.0,-256000000.0,-301000000.0,-568000000.0,-1987000000.0,-643000000.0,-214000000.0,-190000000.0,266000000.0,98000000.0,-14659000.0,-169482000.0,-62746000.0,-89479000.0,-20233000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2939000000.0,-2266000000.0,-1158000000.0,-863000000.0,-1114000000.0,-19000000.0,-32000000.0,-22000000.0,-20000000.0,-2893000000.0,-1341000000.0,0.0,0.0,0.0,0.0,0.0,-406820000.0
,commonStockIssued,0.0,0.0,16000000.0,46000000.0,0.0,0.0,73000000.0,0.0,0.0,0.0,0.0,0.0,12975000.0,279000.0,0.0,0.0,0.0
,commonStockRepurchased,-633000000.0,0.0,-545000000.0,-1431000000.0,-951000000.0,-1422000000.0,-1305000000.0,-1380000000.0,-997000000.0,-605000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7000000.0,-31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-262000000.0,-88000000.0,-152000000.0,5000000.0,-659000000.0,-19000000.0,-7000000.0,35000000.0,28000000.0,-160000000.0,-13000000.0,-363000000.0,0.0,0.0,206044000.0,30999000.0,391027000.0
,netCashUsedProvidedByFinancingActivities,-2357000000.0,-283000000.0,5951000000.0,-1177000000.0,-902000000.0,-734000000.0,-85000000.0,-305000000.0,-297000000.0,-641000000.0,-356000000.0,-774000000.0,12334000.0,272000.0,206166000.0,30999000.0,-12848000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
