Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,83727641.0999,11759824.6675,3568754.4996
Short-term investments,0.0,604594.9214,0.0
Cash and short-term investments,83727641.0999,12364419.5889,3568754.4996
Receivables,7562228.6541,1621372.4305,882793.3765
Inventories,0.0,0.0,0.0
Total current assets,101249204.0521,16558041.1125,6730597.5522
Property Plant & Equipment Net,1683936.3242,141777.5091,234845.2124
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,635311.1433,151148.7304,143988.4809
Tax assets,0.0,0.0,0.0
Total non-current assets,3805065.123,496825.8767,378833.6933
Total assets,105054269.1751,17054866.9891,7109431.2455
Payables,1012445.7308,504836.7594,26925.8459
Short-term debt,0.0,9996372.4305,4319654.4276
Total current liabilities,17935600.5789,25853536.8803,16268106.5515
Long-term debt,0.0,443168.0774,0.0
Total debt,0.0,10439540.5079,0.0
Deferred revenue,0.0,0.0,0.0
Tax Liabilities,2456439.9421,3246070.133,1179985.6012
Deposit Liabilities,2127930.5355,1473851.2696,379409.6472
Total non-current liabilities,0.0,869105.1995,0.0
Total liabilities,17935600.5789,26722642.0798,16268106.5515
Other comprehensive income,-1066280.7525,-1627720.6771,-1353779.6976
Retained earnings (deficit),-67731693.1983,-58846130.5925,-40425197.9842
Total shareholders equity,87118668.5962,-60464782.3458,-41770338.3729
Investments,635311.1433,755743.6518,143988.4809
Net Debt,,,
Other Assets,10416130.246,,
Other Liabilities,16923154.8481,15352327.6904,11921526.278
