Date,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,316000000.0,498000000.0,242000000.0,476000000.0,126000000.0,42000000.0
Short-term investments,13000000.0,16000000.0,17000000.0,6000000.0,7000000.0,9000000.0
Cash and short-term investments,329000000.0,514000000.0,259000000.0,482000000.0,133000000.0,51000000.0
Receivables,95000000.0,95000000.0,131000000.0,118000000.0,205000000.0,28000000.0
Inventories,39000000.0,39000000.0,36000000.0,32000000.0,15000000.0,5000000.0
Total current assets,8007000000.0,8292000000.0,8273000000.0,7204000000.0,2860000000.0,1883000000.0
Property Plant & Equipment Net,5410000000.0,5554000000.0,5878000000.0,5175000000.0,2291000000.0,1598000000.0
Goodwill and Intangible Assets,1228000000.0,1303000000.0,1362000000.0,1424000000.0,103000000.0,30000000.0
Long-term investments,1179000000.0,1152000000.0,697000000.0,427000000.0,268000000.0,228000000.0
Tax assets,128000000.0,216000000.0,170000000.0,134000000.0,146000000.0,1000000.0
Total non-current assets,5790000000.0,5858000000.0,5462000000.0,4826000000.0,1617000000.0,839000000.0
Total assets,8489000000.0,8962000000.0,8689000000.0,7860000000.0,3238000000.0,1964000000.0
Payables,95000000.0,72000000.0,109000000.0,68000000.0,94000000.0,192000000.0
Short-term debt,357000000.0,356000000.0,303000000.0,276000000.0,245000000.0,77000000.0
Total current liabilities,540000000.0,505000000.0,489000000.0,409000000.0,369000000.0,285000000.0
Long-term debt,5690000000.0,5772000000.0,5390000000.0,4774000000.0,1585000000.0,810000000.0
Total debt,6047000000.0,6128000000.0,5693000000.0,5050000000.0,1830000000.0,887000000.0
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,0.0,0.0,0.0,0.0,0.0,4000000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,5790000000.0,5858000000.0,5462000000.0,4826000000.0,1617000000.0,839000000.0
Total liabilities,6330000000.0,6363000000.0,5951000000.0,5235000000.0,1986000000.0,1124000000.0
Other comprehensive income,-28000000.0,-28000000.0,-27000000.0,-9000000.0,0.0,0.0
Retained earnings (deficit),-69000000.0,-2000000.0,12000000.0,3000000.0,8000000.0,0.0
Total shareholders equity,1747000000.0,1850000000.0,1841000000.0,1234000000.0,629000000.0,840000000.0
Investments,1192000000.0,1168000000.0,714000000.0,433000000.0,275000000.0,237000000.0
Net Debt,5718000000.0,5614000000.0,5434000000.0,4568000000.0,1697000000.0,836000000.0
Other Assets,19000000.0,22000000.0,-10000000.0,24000000.0,25000000.0,-3000000.0
Other Liabilities,88000000.0,77000000.0,77000000.0,65000000.0,30000000.0,16000000.0
