Date,2018-09,2017-09,2016-09,2015-09,2014-09
Cash and cash equivalents,299000000.0,300000000.0,300000000.0,300000000.0,500000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,1657000000.0,1569000000.0,1747000000.0,1600000000.0,1676000000.0
Inventories,961000000.0,1065000000.0,993000000.0,1031000000.0,1056000000.0
Total current assets,45237000000.0,46571000000.0,46850000000.0,45319000000.0,41808000000.0
Property, Plant & Equipment Net,35411000000.0,34947000000.0,34043000000.0,32407000000.0,30350000000.0
Goodwill and Intangible Assets,3000000,0,0,0,0
Long-term investments,2862000000.0,2603000000.0,2257000000.0,2011000000.0,1981000000.0
Tax assets,,,,,
Total non-current assets,34094000000.0,35055000000.0,36792000000.0,38277000000.0,35644000000.0
Total assets,48667000000.0,50017000000.0,50494000000.0,48825000000.0,45596000000.0
Payables,1982000000.0,1940000000.0,2163000000.0,2127000000.0,2029000000.0
Short-term debt,2332000000.0,3815000000.0,3024000000.0,1099000000.0,1660000000.0
Total current liabilities,4854000000.0,6401000000.0,5862000000.0,3935000000.0,4449000000.0
Long-term debt,21307000000.0,21438000000.0,22148000000.0,23930000000.0,23227000000.0
Total debt,21307000000.0,21438000000.0,22148000000.0,23930000000.0,23227000000.0
Deferred revenue,,,,,
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,34094000000.0,35055000000.0,36792000000.0,38277000000.0,35644000000.0
Total liabilities,38948000000.0,41456000000.0,42654000000.0,42212000000.0,40093000000.0
Other comprehensive income,57000000.0,21000000.0,-12000000.0,-2000000.0,5000000.0
Retained earnings (deficit),9404000000.0,8282000000.0,7594000000.0,6357000000.0,5240000000.0
Total shareholders equity,9719000000.0,8561000000.0,7840000000.0,6613000000.0,5503000000.0
Investments,2862000000.0,2603000000.0,2257000000.0,2011000000.0,1981000000.0
Net Debt,23340000000,24953000000,24872000000,24729000000,24387000000
Other Assets,7474000000,9533000000,11154000000,11476000000,10033000000
Other Liabilities,7503000000,7347000000,6803000000,6377000000,5666000000
