Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Cash and cash equivalents,108441000.0,108000000.0,180153000.0,180000000.0,153425000.0,153000000.0,135599000.0,136000000.0,135118000.0,135000000.0,123159000.0,93382000.0,90104000.0,150344000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Cash and short-term investments,108441000.0,,180153000.0,,153425000.0,,135599000.0,,135118000.0,,123159000.0,93382000.0,90104000.0,150344000.0
Receivables,37722000.0,38000000.0,34373000.0,34000000.0,25775000.0,26000000.0,27066000.0,27000000.0,30310000.0,30000000.0,35471000.0,36533000.0,44972000.0,51386000.0
Inventories,21201000.0,21000000.0,23092000.0,23000000.0,23931000.0,24000000.0,25556000.0,26000000.0,30501000.0,31000000.0,45056000.0,44555000.0,44499000.0,44245000.0
Total current assets,192933000.0,1483000000.0,266828000.0,1387000000.0,229388000.0,1295000000.0,216256000.0,1293000000.0,231519000.0,1437000000.0,281796000.0,255996000.0,293991000.0,399766000.0
Property Plant & Equipment Net,1261932000.0,1262000000.0,1168044000.0,1168000000.0,1074676000.0,1075000000.0,1078361000.0,1078000000.0,1168757000.0,1169000000.0,1121749000.0,1171603000.0,1174119000.0,1268822000.0
Goodwill and Intangible Assets,138213000.0,138000000,139998000.0,140000000,127220000.0,127000000,127848000.0,128000000,146602000.0,147000000,171068000.0,179886000.0,180925000.0,196485000.0
Long-term investments,69184000.0,69000000.0,64644000.0,65000000.0,79327000.0,79000000.0,71724000.0,72000000.0,65831000.0,66000000.0,0.0,58924000.0,60012000.0,60428000.0
Tax assets,13420000.0,,17830000.0,,24206000.0,,31578000.0,,36225000.0,,29435000.0,15562000.0,21535000.0,0.0
Total non-current assets,1482875000.0,863000000.0,1386809000.0,821000000.0,1294680000.0,716000000.0,1293219000.0,726000000.0,1436799000.0,777000000.0,1598070000.0,1636031000.0,1636878000.0,1737948000.0
Total assets,1675808000.0,1676000000.0,1653637000.0,1654000000.0,1524068000.0,1524000000.0,1509475000.0,1509000000.0,1668318000.0,1668000000.0,1879866000.0,1892027000.0,1930869000.0,2137714000.0
Payables,23004000.0,23000000.0,15815000.0,16000000.0,16366000.0,16000000.0,15826000.0,16000000.0,24855000.0,25000000.0,23744000.0,25182000.0,28998000.0,25448000.0
Short-term debt,6332000.0,6000000.0,6407000.0,6000000.0,5284000.0,5000000.0,5349000.0,5000000.0,5549000.0,6000000.0,71011000.0,90115000.0,77058000.0,124805000.0
Total current liabilities,173491000.0,173000000.0,134463000.0,134000000.0,122046000.0,122000000.0,125094000.0,125000000.0,129982000.0,130000000.0,209479000.0,227304000.0,228119000.0,256511000.0
Long-term debt,753646000.0,754000000.0,700752000.0,701000000.0,585768000.0,586000000.0,577543000.0,578000000.0,612235000.0,612000000.0,472570000.0,431445000.0,466830000.0,511336000.0
Total debt,759978000.0,754000000.0,707159000.0,701000000.0,591052000.0,586000000.0,582892000.0,578000000.0,617784000.0,612000000.0,543581000.0,521560000.0,543888000.0,636141000.0
Deferred revenue,40232000.0,40000000.0,32786000.0,33000000.0,31350000.0,31000000.0,32266000.0,32000000.0,30943000.0,31000000.0,36983000.0,30519000.0,30881000.0,28963000.0
Tax Liabilities,553000.0,104000000.0,532000.0,115000000.0,2800000.0,122000000.0,0.0,124000000.0,2118000.0,134000000.0,2988000.0,4581000.0,4755000.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Total non-current liabilities,861503000.0,863000000.0,704307000.0,821000000.0,591452000.0,716000000.0,721923000.0,726000000.0,770252000.0,777000000.0,599911000.0,557068000.0,587011000.0,642161000.0
Total liabilities,1036296000.0,1036000000.0,955091000.0,955000000.0,837618000.0,838000000.0,851411000.0,851000000.0,907132000.0,907000000.0,971644000.0,956071000.0,980539000.0,1066769000.0
Other comprehensive income,990930000,-338000000.0,985566000,-301000000.0,979458000,-347000000.0,975419000,-335000000.0,1000803000,-246000000.0,992860000,982954000,975330000,969334000
Retained earnings (deficit),-14230000.0,-14000000.0,13278000.0,13000000.0,52751000.0,53000000.0,16172000.0,16000000.0,5763000.0,6000000.0,7643000.0,39202000.0,46263000.0,140015000.0
Total shareholders equity,639512000.0,640000000.0,698546000.0,699000000.0,686450000.0,686000000.0,658064000.0,658000000.0,761186000.0,761000000.0,908222000.0,935956000.0,950330000.0,1070945000.0
Investments,69184000.0,69000000.0,64644000.0,65000000.0,79327000.0,79000000.0,71724000.0,72000000.0,65831000.0,66000000.0,0.0,58924000.0,60012000.0,60428000.0
Net Debt,651537000.0,652000000,527006000.0,527000000,437627000.0,438000000,447293000.0,447000000,482666000.0,483000000,420422000.0,428178000.0,453784000.0,485797000.0
Other Assets,0.0,25000000,0.0,30000000,0.0,27000000,0.0,30000000,0.0,74000000,0.0,0.0,0.0,0.0
Other Liabilities,1302000.0,4000000,116321000.0,4000000,124120000.0,6000000,4394000.0,8000000,6898000.0,11000000,162254000.0,171699000.0,165409000.0,168097000.0
