date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,netCashUsedForInvestingActivites,-664000000.0,-439700000.0,-676100000.0,-428300000.0,-394900000.0,-307600000.0,-878500000.0,-403200000.0,-343600000.0,-458000000.0,-417700000.0,-308200000.0,-483700000.0,-368400000.0,-876400000.0,-16800000.0,-273300000.0,-103200000.0,-371600000.0,-555700000.0,-973900000.0,-929000000.0,-196000000.0,-590000000.0,-579700000.0,-337200000.0,-367500000.0,-109600000.0,-120500000.0,-312700000.0,-212200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1100000000.0,-421300000.0,-634000000.0,-705400000.0,-803600000.0,-729000000.0,-822400000.0,-605200000.0,-674200000.0,-331300000.0,-357000000.0,-546000000.0,-218300000.0,-211200000.0,-416600000.0,-736400000.0,-500500000.0,-1082000000.0,-1210000000.0,-1019400000.0,-1087900000.0,-413300000.0,-377000000.0,-410500000.0,-297700000.0,-233400000.0,-139400000.0,-280000000.0,-290500000.0,-108500000.0,-279100000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31300000.0,23600000.0,5800000.0,3800000.0,8400000.0,0.0,1587400000.0,0.0,9000000.0,12400000.0,3100000.0,5500000.0,4600000.0,4700000.0,1200000.0,3300000.0,600000.0
,commonStockRepurchased,0.0,-150000000.0,-115500000.0,-100000000.0,-120100000.0,-125400000.0,-124600000.0,-68600000.0,0.0,0.0,0.0,-55100000.0,-76500000.0,-300200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-20100000.0,-27300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-71000000.0,-69300000.0,-69300000.0,-68200000.0,-67400000.0,-68200000.0,-62000000.0,-60500000.0,-58800000.0,-56000000.0,-53500000.0,-53600000.0,-51700000.0,-47600000.0,-43400000.0,-40000000.0,-39400000.0,-62800000.0,-62500000.0,-60200000.0,-57400000.0,-54300000.0,-49300000.0,-49400000.0,-48000000.0,-45300000.0,-43100000.0,-40700000.0,-38600000.0,-36500000.0,-39200000.0
,otherFinancingActivites,-66300000.0,14100000.0,-2800000.0,-2600000.0,10400000.0,9300000.0,-1800000.0,2500000.0,4600000.0,-1400000.0,0.0,700000.0,0.0,234700000.0,-31100000.0,-16800000.0,-27400000.0,-1104000000.0,-1232100000.0,19300000.0,-1587400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9600000.0
,netCashUsedProvidedByFinancingActivities,377400000.0,21900000.0,-21400000.0,-83900000.0,-124900000.0,-229000000.0,262200000.0,149100000.0,-39900000.0,323200000.0,212600000.0,-17900000.0,122100000.0,-246500000.0,112600000.0,-232900000.0,-375900000.0,-326100000.0,-42500000.0,-498700000.0,602200000.0,582200000.0,-126400000.0,330200000.0,293600000.0,139600000.0,103200000.0,-116700000.0,-93000000.0,59400000.0,96300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-100000.0,-500000.0,-4000000.0,4000000.0,-1200000.0,-5200000.0,-2700000.0,-1100000.0,-900000.0,-2100000.0,-200000.0,200000.0,-4600000.0,1500000.0,2000000.0,-1400000.0,2900000.0,1400000.0,0.0,0.0,10700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,141600000.0,44300000.0,-193000000.0,-11400000.0,105100000.0,-7500000.0,-169800000.0,145500000.0,-14200000.0,169900000.0,36800000.0,-60500000.0,-2200000.0,-91800000.0,90200000.0,42600000.0,0.0,-19600000.0,14700000.0,0.0,89100000.0,8000000.0,16700000.0,31600000.0,11400000.0,7500000.0,1100000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,292600000.0,151000000.0,106700000.0,299700000.0,307500000.0,202400000.0,209900000.0,379700000.0,234200000.0,248400000.0,78500000.0,41700000.0,102200000.0,104400000.0,196200000.0,106000000.0,0.0,211500000.0,231100000.0,0.0,83600000.0,102500000.0,94500000.0,77800000.0,46200000.0,34800000.0,27300000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,151000000.0,106700000.0,299700000.0,311100000.0,202400000.0,209900000.0,379700000.0,234200000.0,248400000.0,78500000.0,41700000.0,102200000.0,104400000.0,196200000.0,106000000.0,63400000.0,0.0,231100000.0,216400000.0,0.0,-5500000.0,94500000.0,77800000.0,46200000.0,34800000.0,27300000.0,26200000.0,22900000.0,25100000.0,76000000.0,20100000.0
,operatingCashFlow,428300000.0,462600000.0,508500000.0,496800000.0,626100000.0,534300000.0,449200000.0,400700000.0,370200000.0,306800000.0,242100000.0,265400000.0,364000000.0,339800000.0,293300000.0,284800000.0,301500000.0,408300000.0,439700000.0,355700000.0,450100000.0,354800000.0,339100000.0,291400000.0,297500000.0,205100000.0,265400000.0,229600000.0,211300000.0,202400000.0,171800000.0
,capitalExpenditure,-860800000.0,-742700000.0,-995900000.0,-678600000.0,-712800000.0,-799800000.0,-1165700000.0,-805500000.0,-740600000.0,-527500000.0,-525500000.0,-409300000.0,-597400000.0,0.0,0.0,-416600000.0,-705100000.0,-665200000.0,-910600000.0,-841000000.0,-1474300000.0,-1559000000.0,-1454100000.0,-898400000.0,-812500000.0,-777600000.0,-1324600000.0,-292900000.0,-210700000.0,-460100000.0,-503300000.0
,freeCashFlow,-432500000.0,-280100000.0,-487400000.0,-181800000.0,-86700000.0,-265500000.0,-716500000.0,-404800000.0,-370400000.0,-220700000.0,-283400000.0,-143900000.0,-233400000.0,339800000.0,293300000.0,-131800000.0,-403600000.0,-256900000.0,-470900000.0,-485300000.0,-1024200000.0,-1204200000.0,-1115000000.0,-607000000.0,-515000000.0,-572500000.0,-1059200000.0,-63300000.0,600000.0,-257700000.0,-331500000.0
