date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-5522000000.0,-615000000.0,-342000000.0,-592000000.0,-591000000.0,-213000000.0,-561000000.0,-313000000.0,-578000000.0,-621000000.0,-199000000.0,-583000000.0,-55000000.0,-122000000.0,-607000000.0,-149000000.0,-207000000.0,-130000000.0,-539568000.0,-110600000.0,-10238000.0,-12107000.0,-118859000.0,-12665000.0,-12695000.0,-10379000.0
,commonStockIssued,2294000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139000000.0,260000000.0,132000000.0,88000000.0,93000000.0,56757000.0,43541000.0,70424000.0,64288000.0,44272000.0,40335000.0,15592000.0,10693000.0
,commonStockRepurchased,-451000000.0,-2000000000.0,-2000000000.0,-1600000000.0,-1750000000.0,-1180000000.0,-955000000.0,-540000000.0,-400000000.0,-225000000.0,0.0,0.0,-54000000.0,-1001000000.0,-800000000.0,-55000000.0,-246000000.0,0.0,0.0,0.0,-108674000.0,-90507000.0,-100000000.0,0.0,0.0,0.0
,dividendsPaid,-188000000.0,-372000000.0,-332000000.0,-274000000.0,-222000000.0,-180000000.0,-139000000.0,-71000000.0,-22000000.0,-14000000.0,-13000000.0,-13000000.0,-13000000.0,-14000000.0,-14000000.0,-14000000.0,-14000000.0,-14000000.0,-13872000.0,-13440000.0,-10978000.0,-10842000.0,-9284000.0,-6593000.0,-6216000.0,-5749000.0
,otherFinancingActivites,-144000000.0,-43000000.0,143000000.0,131000000.0,95000000.0,3000000.0,-3000000.0,-23000000.0,26000000.0,74000000.0,63000000.0,368000000.0,685000000.0,5000000.0,60000000.0,-1000000.0,-8000000.0,3000000.0,-269975000.0,261350000.0,0.0,0.0,0.0,0.0,330000000.0,321650000.0
,netCashUsedProvidedByFinancingActivities,9658000000.0,-2990000000.0,-2496000000.0,-1706000000.0,-1924000000.0,-1024000000.0,-1248000000.0,-851000000.0,-947000000.0,-766000000.0,-149000000.0,330000000.0,1654000000.0,-493000000.0,-801000000.0,213000000.0,133000000.0,-48000000.0,-381658000.0,1270101000.0,-59466000.0,206432000.0,-183871000.0,119841000.0,326681000.0,415026000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,8515000000.0,694000000.0,359000000.0,-185000000.0,97000000.0,301000000.0,-73000000.0,242000000.0,284000000.0,-432000000.0,147000000.0,-254000000.0,-845000000.0,823000000.0,-890000000.0,1232000000.0,-560000000.0,50000000.0,-464509000.0,1756866000.0,104176000.0,40308000.0,-244832000.0,41502000.0,264478000.0,142825000.0
,cashAtEndOfPeriod,11063000000.0,2548000000.0,1854000000.0,1495000000.0,1680000000.0,1583000000.0,1282000000.0,1355000000.0,1113000000.0,829000000.0,1261000000.0,1114000000.0,1368000000.0,2213000000.0,1390000000.0,2280000000.0,1305000000.0,1865000000.0,1815352000.0,2279861000.0,522995000.0,418819000.0,378511000.0,623343000.0,581841000.0,317363000.0
,cashAtBeginningOfPeriod,2548000000.0,1854000000.0,1495000000.0,1680000000.0,1583000000.0,1282000000.0,1355000000.0,1113000000.0,829000000.0,1261000000.0,1114000000.0,1368000000.0,2213000000.0,1390000000.0,2280000000.0,1048000000.0,1865000000.0,1815000000.0,2279861000.0,522995000.0,418819000.0,378511000.0,623343000.0,581841000.0,317363000.0,174538000.0
,operatingCashFlow,-1127000000.0,3987000000.0,4893000000.0,3929000000.0,4293000000.0,3238000000.0,2902000000.0,2477000000.0,2064000000.0,1385000000.0,1561000000.0,985000000.0,-1521000000.0,2845000000.0,1406000000.0,2229000000.0,1157000000.0,1336000000.0,520209000.0,1484608000.0,1298286000.0,1001710000.0,886135000.0,610588000.0,615228000.0,456442000.0
,capitalExpenditure,-515000000.0,-1027000000.0,-1976000000.0,-2249000000.0,-2147000000.0,-2143000000.0,-1828000000.0,-1447000000.0,-1348000000.0,-968000000.0,-493000000.0,-585000000.0,-923000000.0,-1331000000.0,-1399000000.0,-1210000000.0,-1775000000.0,-1238000000.0,-603060000.0,-997843000.0,-1134644000.0,-1167834000.0,-947096000.0,-688927000.0,-677431000.0,-728643000.0
,freeCashFlow,-1642000000.0,2960000000.0,2917000000.0,1680000000.0,2146000000.0,1095000000.0,1074000000.0,1030000000.0,716000000.0,417000000.0,1068000000.0,400000000.0,-2444000000.0,1514000000.0,7000000.0,1019000000.0,-618000000.0,98000000.0,-82851000.0,486765000.0,163642000.0,-166124000.0,-60961000.0,-78339000.0,-62203000.0,-272201000.0
