Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,0.0,0.0,1574995700.2457,1545188196.5552,1965073976.718,2239577297.7552
Short-term investments,0.0,0.0,172729422.6044,306061043.5664,17852422.0804,0.0
Cash and short-term investments,0.0,0.0,1747725122.8501,1851249240.1216,1982926398.7984,2239577297.7552
Receivables,1815271391.7526,1633652974.932,903952395.5774,730230496.4539,1339580548.2538,1503171537.4841
Inventories,47180154.6392,37385986.1069,44205773.9558,35896656.535,99148704.4686,125721728.0813
Total current assets,1545908762.8866,2297610389.6104,3104238022.113,3049707700.1013,4198629365.3774,4549260482.8463
Property Plant & Equipment Net,2887531443.299,3273478707.3392,3404339680.5897,2701962512.6646,3347701464.5137,3476171961.0335
Goodwill and Intangible Assets,0.0,0.0,3265532862.4079,2522591945.2888,3500801351.8588,2726040237.1876
Long-term investments,2994329.8969,9804590.7581,41298525.7985,124280395.1368,189375140.8186,12147818.7209
Tax assets,0.0,0.0,638326474.2015,571699341.4387,1097861809.9887,1231620499.7882
Total non-current assets,6690660567.0103,7548467834.4911,7539398341.5233,5956469604.8632,8001592940.2929,7368641677.2554
Total assets,8236569329.8969,9846078224.1015,10643636363.6364,9006177304.9645,12200222305.6703,11917902160.1017
Payables,95387886.5979,43367864.6934,0.0,0.0,0.0,0.0
Short-term debt,0.0,0.0,392503685.5037,626720111.4488,507788208.7871,409427361.2876
Total current liabilities,1823551288.6598,2181950166.113,2236349815.7248,2321900709.2199,3619723619.9775,3408768742.0584
Long-term debt,428612628.866,1416775596.4965,2249846744.4717,1818683890.5775,2177578670.6722,1601015671.3257
Total debt,224607731.9588,256539112.0507,2642350429.9754,2445404002.0263,2685366879.4593,2010443032.6133
Deferred revenue,338522422.6804,444386288.1305,575443488.9435,542534954.4073,423576042.0578,0.0
Tax Liabilities,2225150773.1959,2155467834.4911,1852542690.4177,1512704913.8804,2964495306.0458,566942820.8386
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,1311255927.8351,2182042887.3452,3128566339.0663,2485360182.3708,2965773188.1337,2327583227.446
Total liabilities,3134807216.4948,4363993053.4582,5364916154.7912,4807260891.5907,6585496808.1112,5736351969.5044
Other comprehensive income,218298.9691,298701.2987,-155712.5307,477963.5258,864814.1194,852604.8285
Retained earnings (deficit),2454671134.0206,2381221081.2443,1769331081.0811,1334956686.9301,1405299286.519,1498765777.213
Total shareholders equity,5101762113.4021,5482085170.6433,5278720208.8452,4198916413.3739,5614725497.5591,6181550190.5972
Investments,2994329.8969,9804590.7581,214027948.4029,430341438.7031,207227562.899,12147818.7209
Net Debt,300948762.0207,,,,,
Other Assets,-316451546.3918,,,,,
Other Liabilities,1728163402.0619,2138582301.4196,1843846130.2211,1695180597.7711,3111935411.1904,2999341380.7708
