Date,2005-12,2004-12,2003-12,2002-12,2001-12
Cash and cash equivalents,145000000.0,31000000.0,3000000.0,29000000.0,2000000.0
Short-term investments,000000.0,000000.0,000000.0,000000.0,73000000.0
Cash and short-term investments,000000.0,000000.0,000000.0,000000.0,73000000.0
Receivables,60000000.0,54000000.0,27000000.0,13000000.0,23000000.0
Inventories,137000000.0,120000000.0,67000000.0,56000000.0,65000000.0
Total current assets,53000000.0,49000000.0,53000000.0,70000000.0,94000000.0
Property Plant & Equipment Net,49000000.0,44000000.0,46000000.0,52000000.0,60000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,000000.0,000000.0,000000.0,4000000.0,17000000.0
Tax assets,8000000.0,2000000.0,0000000.0,0000000.0,3000000.0
Total non-current assets,13000000.0,11000000.0,9000000.0,9000000.0,77000000.0
Total assets,414000000.0,267000000.0,166000000.0,180000000.0,260000000.0
Payables,41000000.0,41000000.0,25000000.0,9000000.0,14000000.0
Short-term debt,0000000.0,0000000.0,15000000.0,34000000.0,0000000.0
Total current liabilities,93000000.0,82000000.0,68000000.0,67000000.0,40000000.0
Long-term debt,0000000.0,0000000.0,0000000.0,0000000.0,68000000.0
Total debt,0000000.0,0000000.0,0000000.0,0000000.0,68000000.0
Deferred revenue,,,,,
Tax Liabilities,2000000.0,2000000.0,0000000.0,0000000.0,3000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,13000000.0,11000000.0,9000000.0,9000000.0,77000000.0
Total liabilities,106000000.0,93000000.0,77000000.0,76000000.0,117000000.0
Other comprehensive income,-1000000.0,-0000000.0,1000000.0,0000000.0,-0000000.0
Retained earnings (deficit),41000000.0,-86000000.0,-161000000.0,-143000000.0,-103000000.0
Total shareholders equity,308000000.0,174000000.0,89000000.0,104000000.0,144000000.0
Investments,000000.0,000000.0,000000.0,4000000.0,17000000.0
Net Debt,-145000000,-31000000,12000000,5000000,66000000
Other Assets,17000000,16000000,23000000,27000000,17000000
Other Liabilities,29000000,24000000,12000000,8000000,6000000
