Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,3081901591.8958,4535075272.0677,3729471994.2405,3475187336.3118
Short-term investments,2335890.0145,1441051.9952,7884233.2613,34952703.7436
Cash and short-term investments,3084237481.9103,4536516324.0629,3737356227.5018,3510140040.0554
Receivables,1172291172.2142,1210540659.0085,1058252411.8071,792402711.4466
Inventories,2960878147.6122,3105737001.2092,2582207631.3895,3133771683.87
Total current assets,8523188712.0116,10375500302.2975,9573315910.7271,9931043598.8291
Property Plant & Equipment Net,15368070767.0043,14453986850.0605,13083979121.6703,14647478508.7044
Goodwill and Intangible Assets,2483307670.0434,2148525544.1354,2009330309.5752,1608229086.4274
Long-term investments,1662320694.6454,2247710852.4788,1775540100.7919,1676787551.9951
Tax assets,223237192.4747,242767533.2527,205429373.6501,209982283.1613
Total non-current assets,20547160636.7583,19826555169.2866,17858137221.0223,19657371745.4938
Total assets,29070349348.7699,30202055471.584,27431453131.7495,29588415344.3229
Payables,2027149059.3343,1868264963.7243,1633242620.5904,2268763518.7182
Short-term debt,6876061070.9117,9519508766.6264,8417479337.653,8436489755.0454
Total current liabilities,10817446743.8495,13654337666.2636,11976938948.8841,12603187490.3713
Long-term debt,7844773661.3603,6089737454.6554,6813930597.5522,8319345863.5033
Total debt,14720834732.2721,15609246221.2817,15231409935.2052,16755835618.5488
Deferred revenue,0.0,0.0,0.0,0.0
Tax Liabilities,278811577.424,182437122.1282,193086681.0655,161687105.2226
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,8459964544.1389,6610807889.9637,7421856443.4845,8990538900.0154
Total liabilities,19277411287.9884,20265145556.2273,19398795392.3686,21593726390.3867
Other comprehensive income,0.0,0.0,0.0,0.0
Retained earnings (deficit),-407594934.877,-503683645.7074,-667606911.4471,-736571252.5035
Total shareholders equity,7585367583.2127,5998795193.4704,5495795248.3801,6155583423.2014
Investments,1664656584.6599,2249151904.474,1783424334.0533,1711740255.7387
Net Debt,11638933140.3762,,,
Other Assets,1345685175.349,,,
Other Liabilities,1914236613.6035,2266563935.9129,1926216990.6407,1897934216.6077
