Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,649000000.0,000000.0,295000000.0,000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,641000000.0,000000.0,328000000.0,000000.0,000000.0
Gross Profit,7000000.0,000000.0,-34000000.0,000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,34000000.0,1000000.0,10000000.0,000000.0,000000.0
Operating Expenses,34000000.0,1000000.0,10000000.0,000000.0,000000.0
Operating Income,-27000000.0,-1000000.0,-43000000.0,000000.0,000000.0
Interest Expense,33000000.0,000000.0,45000000.0,000000.0,000000.0
Earnings before Tax,-70000000.0,2000000.0,-95000000.0,000000.0,000000.0
Income Tax Expense,0000000.0,1000000.0,000000.0,000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-66000000.0,1000000.0,-95000000.0,000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,-66000000.0,1000000.0,-95000000.0,000000.0,000000.0
EPS,,,,,
EPS Diluted,,,,,
Weighted Average Shs Out,,,,,
Weighted Average Shs Out (Dil),,,,,
Dividend per Share,,,,,
Gross Margin,0.010785824345146,,-0.11525423728814,,
EBITDA Margin,0.10939907550077,,0.054237288135593,,
EBIT Margin,-0.050847457627119,,-0.16949152542373,,
Profit Margin,-0.10169491525424,,-0.32203389830508,,
Free Cash Flow margin,,,,,
EBITDA,71000000.0,-1000000.0,16000000.0,000000.0,000000.0
EBIT,-33000000,2000000,-50000000,0,0
Consolidated Income,-66000000.0,1000000.0,-95000000.0,000000.0,000000.0
Earnings Before Tax Margin,-0.10785824345146,,-0.32203389830508,,
Net Profit Margin,-0.10169491525424,,-0.32203389830508,,
