date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,debtRepayment,-165300000.0,-99500000.0,-694000000.0,-208800000.0,-171000000.0,-338700000.0,-170600000.0,-228100000.0,-31800000.0,-128500000.0,-56300000.0,-156000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117400000.0,200000.0,4400000.0,2200000.0,6900000.0,7900000.0,1100000.0,2200000.0,300000.0,0.0,0.0,300000.0,300000.0,0.0,0.0
,commonStockRepurchased,-1000000.0,-900000.0,-3000000.0,-1200000.0,-700000.0,-2900000.0,-52500000.0,-1700000.0,-50000000.0,-120900000.0,-19000000.0,-800000.0,-6300000.0,-5800000.0,0.0,-1000000.0,-8000000.0,-5100000.0,-500000.0,0.0,-13200000.0,-4300000.0,-3800000.0,0.0,0.0,0.0
,dividendsPaid,-55000000.0,-54400000.0,-53200000.0,-51900000.0,-49400000.0,-46900000.0,-44500000.0,-39500000.0,-14100000.0,-10100000.0,-10800000.0,-9600000.0,-9400000.0,-9400000.0,-9400000.0,-12700000.0,-12700000.0,-19300000.0,-8900000.0,-12300000.0,-13800000.0,-14700000.0,-14900000.0,-14100000.0,-8100000.0,-25700000.0
,otherFinancingActivites,0.0,0.0,-3600000.0,-600000.0,-200000.0,-6900000.0,600000.0,500000.0,1400000.0,10000000.0,1600000.0,3300000.0,0.0,400000.0,-3200000.0,0.0,0.0,13100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88700000.0
,netCashUsedProvidedByFinancingActivities,-8600000.0,-135800000.0,-120900000.0,179500000.0,-185700000.0,92400000.0,-39100000.0,187300000.0,-50600000.0,-18300000.0,-30800000.0,1100000.0,70000000.0,-8900000.0,-31100000.0,-800000.0,200000.0,21100000.0,-65900000.0,-9300000.0,-32700000.0,-20400000.0,9800000.0,-12900000.0,-9500000.0,-38200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,1800000.0,-500000.0,-3800000.0,7500000.0,-700000.0,-27200000.0,-34000000.0,9100000.0,2400000.0,-1900000.0,1300000.0,700000.0,-300000.0,800000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-48300000.0,9200000.0,-13100000.0,-500000.0,-79100000.0,-103800000.0,18300000.0,120800000.0,74700000.0,-10800000.0,30400000.0,45000000.0,7900000.0,-9700000.0,8600000.0,600000.0,800000.0,-11600000.0,-35600000.0,27300000.0,8500000.0,8400000.0,0.0,0.0,25000000.0,0.0
,cashAtEndOfPeriod,54700000.0,103000000.0,93800000.0,106900000.0,107400000.0,186500000.0,290300000.0,272000000.0,151200000.0,76500000.0,87300000.0,56900000.0,11900000.0,4000000.0,13700000.0,5100000.0,4500000.0,3700000.0,15300000.0,50900000.0,23600000.0,15100000.0,0.0,0.0,30900000.0,0.0
,cashAtBeginningOfPeriod,103000000.0,93800000.0,106900000.0,107400000.0,186500000.0,290300000.0,272000000.0,151200000.0,76500000.0,87300000.0,56900000.0,11900000.0,4000000.0,13700000.0,5100000.0,4500000.0,3700000.0,15300000.0,50900000.0,23600000.0,15100000.0,6700000.0,37200000.0,30900000.0,5900000.0,600000.0
,operatingCashFlow,161600000.0,160300000.0,139100000.0,131000000.0,129700000.0,144700000.0,165900000.0,178100000.0,174600000.0,81500000.0,141100000.0,63400000.0,33300000.0,71300000.0,51800000.0,38100000.0,57300000.0,64800000.0,63900000.0,106800000.0,71700000.0,60700000.0,67100000.0,67300000.0,90400000.0,64900000.0
,capitalExpenditure,-33300000.0,-34100000.0,-29700000.0,-40700000.0,-30600000.0,-25100000.0,-36100000.0,-29600000.0,-28100000.0,-62200000.0,-83000000.0,-20800000.0,-41700000.0,-56600000.0,-13400000.0,-18800000.0,-46700000.0,-92000000.0,-30300000.0,-73800000.0,-29400000.0,-26300000.0,-102100000.0,-35800000.0,-51500000.0,-22500000.0
,freeCashFlow,128300000.0,126200000.0,109400000.0,90300000.0,99100000.0,119600000.0,129800000.0,148500000.0,146500000.0,19300000.0,58100000.0,42600000.0,-8400000.0,14700000.0,38400000.0,19300000.0,10600000.0,-27200000.0,33600000.0,33000000.0,42300000.0,34400000.0,-35000000.0,31500000.0,38900000.0,42400000.0
