date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,3754000000.0,3505000000.0,3787000000.0,2216000000.0,2890000000.0,2129000000.0,1875000000.0,1556000000.0,1605000000.0,2465000000.0,1207000000.0,1054000000.0,673000000.0,874000000.0,1036000000.0,1424000000.0,1246000000.0,1332000000.0,833000000.0,886000000.0,219000000.0,657000000.0,379000000.0,-305000000.0,1505000000.0,961000000.0,630000000.0
,depreciationAndAmortization,2721000000.0,2596000000.0,2278000000.0,2131000000.0,1966000000.0,1904000000.0,1820000000.0,1753000000.0,1679000000.0,1465000000.0,1421000000.0,1425000000.0,1416000000.0,1426000000.0,1391000000.0,1374000000.0,1250000000.0,1112000000.0,1010000000.0,1048000000.0,1033000000.0,1094000000.0,1247000000.0,1238000000.0,1155000000.0,981000000.0,609000000.0
,deferredIncomeTax,41000000.0,250000000.0,74000000.0,433000000.0,123000000.0,-160000000.0,-83000000.0,143000000.0,96000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163000000.0,0.0,15000000.0,-39000000.0
,stockBasedCompensation,362000000.0,347000000.0,268000000.0,270000000.0,251000000.0,239000000.0,163000000.0,113000000.0,56000000.0,26000000.0,32000000.0,40000000.0,32000000.0,24000000.0,324000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,1278000000.0,795000000.0,-1175000000.0,567000000.0,-464000000.0,266000000.0,1108000000.0,751000000.0,-88000000.0,-971000000.0,386000000.0,-127000000.0,35000000.0,-146000000.0,1182000000.0,-189000000.0,-145000000.0,888000000.0,-191000000.0,645000000.0,47000000.0,-39000000.0,-1346000000.0,183000000.0,5000000.0,679000000.0,-279000000.0
,accountsReceivables,327000000.0,-326000000.0,-423000000.0,-4640000000.0,-3247000000.0,-4114000000.0,-3645000000.0,-4395000000.0,-3896000000.0,-3248000000.0,-2789000000.0,-3180000000.0,-3328000000.0,0.0,0.0,-2649000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-304000000.0,-158000000.0,-242000000.0,-69000000.0,-112000000.0,-314000000.0,-232000000.0,-19000000.0,-122000000.0,-18000000.0,-287000000.0,-191000000.0,159000000.0,-241000000.0,-12000000.0,28000000.0,-46000000.0,32000000.0,-88000000.0,-39000000.0,90000000.0,-119000000.0,-39000000.0,25000000.0,-29000000.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,3439000000.0,2644000000.0,3819000000.0,3252000000.0,3716000000.0,3450000000.0,2342000000.0,1591000000.0,1679000000.0,2650000000.0,2264000000.0,2391000000.0,2356000000.0,2502000000.0,1320000000.0,1509000000.0,1654000000.0,766000000.0,957000000.0,312000000.0,265000000.0,304000000.0,1650000000.0,1467000000.0,1462000000.0,783000000.0
,otherNonCashItems,141000000.0,159000000.0,138000000.0,114000000.0,-142000000.0,238000000.0,133000000.0,62000000.0,246000000.0,842000000.0,58000000.0,-416000000.0,261000000.0,878000000.0,591000000.0,1783000000.0,3128000000.0,1858000000.0,2538000000.0,1076000000.0,2030000000.0,1164000000.0,1582000000.0,1922000000.0,71000000.0,572000000.0,193000000.0
,netCashProvidedByOperatingActivites,9232000000.0,7602000000.0,6761000000.0,5426000000.0,5653000000.0,4734000000.0,4448000000.0,3680000000.0,4175000000.0,3933000000.0,3085000000.0,2747000000.0,1797000000.0,1396000000.0,1845000000.0,3159000000.0,3049000000.0,2166000000.0,2750000000.0,1413000000.0,1547000000.0,1223000000.0,1916000000.0,1483000000.0,2621000000.0,2254000000.0,1301000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-2835000000.0,-4158000000.0,-3573000000.0,-3015000000.0,-2760000000.0,-2375000000.0,-2176000000.0,-1943000000.0,-1862000000.0,-1679000000.0,-1325000000.0,-1317000000.0,-1600000000.0,-1444000000.0,-1865000000.0,-1592000000.0,-1513000000.0,-1838000000.0,-1718000000.0,-1370000000.0,-1155000000.0,-1287000000.0,-1255000000.0,-1422000000.0,-1400000000.0,-1527000000.0,-975000000.0
,acquisitionsNet,-500000000.0,-1621000000.0,-445000000.0,-1187000000.0,-550000000.0,-278000000.0,-715000000.0,-448000000.0,-228000000.0,-1401000000.0,-196000000.0,-20000000.0,108000000.0,735000000.0,539000000.0,194000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-294000000.0,-74000000.0,-220000000.0,-892000000.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,57000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-38000000.0,34000000.0,60000000.0,-4000000.0,6000000.0,7000000.0,10000000.0,9000000.0,11000000.0,5000000.0,10000000.0,-1000000.0,4000000.0,23000000.0,-7000000.0,28000000.0,-1000000.0,19000000.0,-6000000.0,-43000000.0,-15000000.0,842000000.0,674000000.0,-1051000000.0,185000000.0,-1181000000.0,-137000000.0
