date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,814888000.0,612299000.0,582489000.0,457248000.0,440645000.0,375236000.0,355260000.0,544450000.0,320032000.0,142891000.0,830967000.0,245553000.0,-374692000.0,-139502000.0,379015000.0,406461000.0,186225000.0,-259879000.0,-4961297000.0,-13355952000.0,-3115474000.0,3955000.0,-19700000.0
,depreciationAndAmortization,46352000.0,46330000.0,48367000.0,49878000.0,58167000.0,61491000.0,63690000.0,60655000.0,54819000.0,55706000.0,67655000.0,86266000.0,128031000.0,231505000.0,231529000.0,197259000.0,168217000.0,457370000.0,5019152000.0,13636318000.0,3218527000.0,5404000.0,3900000.0
,deferredIncomeTax,-192214000.0,0.0,0.0,0.0,0.0,0.0,0.0,-112688000.0,71800000.0,0.0,0.0,0.0,0.0,-11042000.0,-227194000.0,-9890000.0,-8390000.0,3321000.0,10375000.0,-77922000.0,0.0,0.0,0.0
,stockBasedCompensation,48243000.0,50626000.0,52504000.0,52907000.0,50044000.0,46075000.0,43977000.0,36649000.0,33362000.0,43272000.0,52178000.0,51166000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-84176000.0,-56021000.0,-516181000.0,565232000.0,-144551000.0,894893000.0,-203962000.0,-1174433000.0,159588000.0,-736386000.0,702660000.0,174627000.0,-155474000.0,830344000.0,-317055000.0,-16386000.0,-18673000.0,386242000.0,-317755000.0,-264239000.0,380790000.0,109063000.0,3900000.0
,accountsReceivables,0.0,0.0,0.0,0.0,-871000.0,661000.0,-73000.0,-2500000.0,3327000.0,-251000.0,13147000.0,25798000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,2227000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,229247000.0,313423000.0,369444000.0,885625000.0,320393000.0,464944000.0,-429949000.0,-225987000.0,948446000.0,788858000.0,1525244000.0,822584000.0,647957000.0,803431000.0,-26913000.0,290142000.0,306528000.0,325201000.0,-61041000.0,256714000.0,520953000.0,140163000.0,31100000.0
,otherNonCashItems,0.0,3668000.0,8092000.0,-621000.0,-3761000.0,-63000.0,11353000.0,13360000.0,10981000.0,12965000.0,9474000.0,-31887000.0,720664000.0,250908000.0,52816000.0,0.0,0.0,27634000.0,0.0,0.0,0.0,0.0,100000.0
,netCashProvidedByOperatingActivites,730183000.0,753892000.0,697767000.0,702761000.0,667949000.0,651482000.0,600949000.0,579397000.0,537630000.0,335901000.0,215206000.0,395191000.0,482043000.0,470460000.0,474779000.0,508953000.0,365338000.0,358440000.0,240091000.0,227538000.0,191997000.0,14665000.0,-11800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-43395000.0,-40316000.0,-37007000.0,-49499000.0,-169574000.0,-40656000.0,-39327000.0,-65594000.0,-53023000.0,-192660000.0,-80527000.0,-116876000.0,-118999000.0,-152237000.0,-181611000.0,-140499000.0,-92532000.0,-108034000.0,-176233000.0,-380269000.0,-58778000.0,-6019000.0,-4400000.0
,acquisitionsNet,21000000.0,-10000000.0,52000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1162000000.0,469000000.0,274000000.0,172000000.0,-605000000.0,206000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2355405000.0,-2030521000.0,-2976752000.0,-4929834000.0,-3691057000.0,-3219329000.0,-3277096000.0,-3450068000.0,-2622898000.0,-78975000.0,-787718000.0,-3592000.0,-15679000.0,-17461000.0,-541569000.0,-276869000.0,-1083203000.0,-446439000.0,-132119000.0,-1284047000.0,-1205170000.0,-159134000.0,-63400000.0
,salesMaturitiesOfInvestments,2305732000.0,2247904000.0,4031809000.0,4562161000.0,3817899000.0,2767027000.0,3428659000.0,3508569000.0,1234156000.0,546006000.0,313817000.0,129479000.0,298997000.0,206707000.0,716250000.0,329835000.0,1067258000.0,218044000.0,423610000.0,1383029000.0,640803000.0,65099000.0,52400000.0
,otherInvestingActivites,0.0,0.0,-160000.0,12096000.0,2333000.0,-3941000.0,452000.0,-3969000.0,-588000.0,-1129000.0,-4788000.0,0.0,-197607000.0,3274000.0,49329000.0,-14089000.0,69970000.0,-25343000.0,-397749000.0,-107799000.0,747149000.0,-3168000.0,-600000.0
,netCashUsedForInvestingActivites,-72258000.0,167195000.0,1070130000.0,-405076000.0,-40399000.0,-496899000.0,112688000.0,-11062000.0,-1442353000.0,273242000.0,603090000.0,484455000.0,78755000.0,199306000.0,-562396000.0,-253291000.0,-284863000.0,-304151000.0,-282491000.0,-389086000.0,124004000.0,-103222000.0,-16000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,132683000.0,0.0,-1250009000.0,0.0,0.0,0.0,0.0,-100000000.0,0.0,-1067000.0,-1004000.0,-1134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49983000.0,92510000.0,36204000.0,122427000.0,306976000.0,51540000.0,81317000.0,63276000.0,31680000.0,20670000.0,80209000.0,71687000.0,135744000.0,46200000.0
