Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31
Cash and cash equivalents,913359438.7755,819129028.9781,708142195.6396,814890178.1052,748410552.0141,514941275.6823,322246800.3084,188178957.9302,320636282.8283,183139465.6489
Short-term investments,28064693.8776,57338129.1307,46801659.2707,72089922.8404,62768479.5877,76978380.8648,74168696.9931,29436035.2612,16917010.101,11590916.0305
Cash and short-term investments,941424132.6531,876467158.1088,754943854.9103,886980100.9456,811179031.6018,591919656.5471,396415497.3015,217614993.1914,337553292.9293,194730381.6794
Receivables,177880255.102,184402846.9751,182230320.2778,158261240.3551,201851824.2235,177995323.5204,171213415.5744,160191500.0358,116080888.8889,105807480.916
Inventories,233448775.5102,240332130.1474,191524599.6527,197497766.4327,201279058.7278,209921956.4551,354614880.4934,231562173.0094,259536888.8889,275817709.9237
Total current assets,1519132448.9796,1434927961.3625,1298975255.6434,1434239600.8586,1414076427.5058,1180427322.9071,1108850346.9545,781856804.9882,770724686.8687,603297709.9237
Property Plant & Equipment Net,919294693.8776,880530808.3376,727431265.6762,765105934.9075,817493150.6849,893318690.5857,921319660.7556,868124776.0338,852042909.0909,835123435.1145
Goodwill and Intangible Assets,131690102.0408,135797458.058,23387854.5244,26355804.3743,23719245.8972,26392134.3146,23195682.3439,21561527.9868,24310949.4949,22965496.1832
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,5297244.898,4101169.2933,2900443.7584,3140163.6016,3348569.1035,2678626.1883,0.0,0.0,0.0,36829694.6565
Total non-current assets,1178091734.6939,1135351093.0351,875945928.9986,912257933.5151,948810321.4431,1034359322.2938,1053075944.4873,989613129.7929,942226343.4343,914097633.5878
Total assets,2697224183.6735,2570279054.3976,2174921184.6421,2346497534.3737,2362886748.9489,2214786645.2009,2161926291.4418,1771469934.7811,1712951030.303,1517395343.5115
Payables,272645969.3878,243803660.3965,228397790.8547,276308580.3794,277875220.3988,262932842.6863,265631842.714,209377266.5377,158869818.1818,126258625.9542
Short-term debt,178203724.4898,187852109.8119,149407920.1235,94673261.0083,54115149.8712,42747010.1196,92294217.4248,104134809.7183,11302383.8384,45180534.3511
Total current liabilities,463517551.0204,469198983.2232,401132838.1246,385381388.8728,383528550.1153,340688822.4471,364713955.2814,319141188.2749,175091232.3232,210018015.2672
Long-term debt,78816683.6735,79002186.0702,45842755.1611,144754133.5499,112062254.1706,115778135.5412,117702544.3331,27547480.8285,40973979.798,28394656.4885
Total debt,257020408.1633,266854295.8821,195250675.2846,239427394.5582,166177404.0418,158525145.6608,209996761.7579,131682290.5468,52276363.6364,73575190.8397
Deferred revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tax Liabilities,204878061.2245,232589374.6823,212048668.7247,209853280.7333,260557371.4906,244770622.5084,200303777.9491,172013688.8124,162913696.9697,187736717.5573
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,286476785.7143,287255566.8531,243970962.7629,349502871.7294,327245761.5625,329238423.7964,325455281.4187,206730810.5784,210181414.1414,189937404.5802
Total liabilities,749994336.7347,756454550.0763,645103800.8875,734884260.6022,710774311.6777,669927246.2435,690169236.7001,525871998.8533,385272646.4646,399955419.8473
Other comprehensive income,58825816.3265,59434824.606,66509888.0957,35577130.5912,8753017.7675,-11350582.6434,-2075250.5783,4614563.1764,0.0,0.0
Retained earnings (deficit),1775118367.3469,1645547127.6055,1362385201.6207,1435842431.9777,1526729553.7773,1424887151.1806,1341970701.6191,1119096968.3939,1190896161.6162,869398396.9466
Total shareholders equity,1943686479.5918,1810826283.6807,1527219322.786,1608686546.3828,1649084768.7508,1541846442.809,1468927602.1588,1242865405.2892,1325260848.4848,1113607175.5725
Investments,28064693.8776,57338129.1307,46801659.2707,72089922.8404,62768479.5877,76978380.8648,74168696.9931,29436035.2612,16917010.101,11590916.0305
Net Debt,-656339030.6122,,,,,,,,,
Other Assets,163246836.7347,,,,,,,,,
Other Liabilities,12667857.1428,37543213.0148,23327127.1464,14399547.4851,51538179.8453,35008969.6412,6787895.1426,5629112.0189,4919030.303,38578854.9619
