date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1995-01-01_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,512000000.0,960000000.0,1066000000.0,-497000000.0,3695000000.0,1339000000.0,2472000000.0,1961000000.0,1728000000.0,2805000000.0,3558000000.0,2008000000.0,5257000000.0,2150000000.0,1855000000.0,585000000.0,-2165000000.0,-223000000.0,-1302000000.0,-5498000000.0,423000000.0,481700000.0,394000000.0,439800000.0,175600000.0,-50800000.0,287000000.0
,depreciationAndAmortization,1520000000.0,1503000000.0,1293000000.0,1158000000.0,1195000000.0,1184000000.0,1200000000.0,1002000000.0,997000000.0,957000000.0,854000000.0,792000000.0,695000000.0,607000000.0,591000000.0,512000000.0,523000000.0,517000000.0,661000000.0,1080000000.0,520000000.0,380700000.0,298000000.0,321600000.0,288100000.0,377400000.0,338400000.0
,deferredIncomeTax,-20000000.0,-191000000.0,-38000000.0,1796000000.0,-308000000.0,54000000.0,612000000.0,189000000.0,68000000.0,115000000.0,68000000.0,-218000000.0,-2594000000.0,-98000000.0,-101000000.0,425000000.0,947000000.0,-263000000.0,-432000000.0,-511000000.0,-48000000.0,36000000.0,-4000000.0,14900000.0,18500000.0,-41600000.0,13200000.0
,stockBasedCompensation,207000000.0,56000000.0,0.0,0.0,42000000.0,46000000.0,58000000.0,54000000.0,70000000.0,86000000.0,92000000.0,127000000.0,118000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,181000000.0,219000000.0,-1895000000.0,-679000000.0,842000000.0,-2459000000.0,769000000.0,-594000000.0,1159000000.0,-293000000.0,2891000000.0,1415000000.0,-215000000.0,303000000.0,835000000.0,699000000.0,-196000000.0,-1004000000.0,32000000.0,-572000000.0,2390500000.0,58900000.0,-171300000.0,-204300000.0,-58000000.0,17200000.0,200000000.0
,accountsReceivables,-274000000.0,48000000.0,-154000000.0,-225000000.0,-106000000.0,162000000.0,-16000000.0,-29000000.0,-272000000.0,-84000000.0,-162000000.0,-201000000.0,410000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256000000.0
,inventory,423000000.0,-298000000.0,-346000000.0,-170000000.0,-68000000.0,-77000000.0,2000000.0,-247000000.0,-23000000.0,-201000000.0,-160000000.0,238000000.0,-136000000.0,5000000.0,-65000000.0,-62000000.0,-68000000.0,108000000.0,135000000.0,-51000000.0,-280000000.0,-80100000.0,-7300000.0,-71900000.0,-71300000.0,-47500000.0,-63000000.0
,accountsPayables,57000000.0,36000000.0,358000000.0,169000000.0,243000000.0,-146000000.0,-3000000.0,-23000000.0,189000000.0,-27000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13000000.0
,otherWorkingCapital,0.0,3942000000.0,3723000000.0,5618000000.0,6297000000.0,5455000000.0,7914000000.0,7145000000.0,7739000000.0,6580000000.0,6873000000.0,3982000000.0,2567000000.0,2782000000.0,2479000000.0,1644000000.0,945000000.0,1141000000.0,2145000000.0,2113000000.0,2685000000.0,294500000.0,235600000.0,406900000.0,611200000.0,669200000.0,652000000.0
,otherNonCashItems,219000000.0,147000000.0,761000000.0,323000000.0,-2348000000.0,324000000.0,-48000000.0,78000000.0,188000000.0,77000000.0,61000000.0,43000000.0,104000000.0,323000000.0,217000000.0,94000000.0,20000000.0,-1000000.0,-28000000.0,70000000.0,-2000000.0,0.0,34400000.0,0.0,0.0,-2900000.0,79900000.0
,netCashProvidedByOperatingActivites,2180000000.0,2031000000.0,2919000000.0,2004000000.0,2521000000.0,2809000000.0,4709000000.0,2787000000.0,3206000000.0,3189000000.0,3835000000.0,2077000000.0,2128000000.0,2077000000.0,1803000000.0,1939000000.0,1009000000.0,133000000.0,-264000000.0,1436000000.0,1421000000.0,775700000.0,465600000.0,704800000.0,397000000.0,698600000.0,402200000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-9000000.0,-68000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1267000000.0,-1182000000.0,-1553000000.0,-857000000.0,-366000000.0,-357000000.0,-1800000000.0,-1525000000.0,-920700000.0,-757100000.0,-774800000.0,-597800000.0,-495300000.0,-386900000.0
,acquisitionsNet,4000000.0,0.0,-842000000.0,-171000000.0,-333000000.0,-720000000.0,66000000.0,-68000000.0,-723000000.0,-213000000.0,-63000000.0,-410000000.0,-15000000.0,-4000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,-24000000.0,-33000000.0,-109000000.0,-526000000.0,-111000000.0,-2582000000.0,-2768000000.0,-1372000000.0,-1865000000.0,-2152000000.0,-2971000000.0,-1668000000.0,-1685000000.0,-1594000000.0,-2325000000.0,-1433000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,12000000.0,66000000.0,108000000.0,299000000.0,5140000000.0,2282000000.0,1528000000.0,2113000000.0,2269000000.0,3171000000.0,2061000000.0,1281000000.0,2083000000.0,2862000000.0,1976000000.0,1452000000.0,1401000000.0,1814000000.0,2830000000.0,853000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,51000000.0,-48000000.0,-39000000.0,-48000000.0,29000000.0,5000000.0,27000000.0,-98000000.0,8000000.0,2000000.0,7000000.0,0.0,19000000.0,0.0,0.0,39000000.0,0.0,19000000.0,-2000000.0,4000000.0,-95000000.0,-56000000.0,-102000000.0,-23800000.0,641900000.0,-67000000.0,0.0
