Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Cash and cash equivalents,8508045.977,9086434.5738,8262105.2632,2264929.4245,9722760.2906,46023383.7689,397097.6253
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,8508045.977,9086434.5738,8262105.2632,2264929.4245,9722760.2906,46023383.7689,397097.6253
Receivables,6931034.4828,6114045.6182,4350526.3158,3635179.1531,3811138.0145,1379642.3659,824538.2586
Inventories,11567816.092,11115246.0984,11803157.8947,8513572.2041,6352300.2421,5008253.0949,3701846.9657
Total current assets,43604597.7011,45010804.3217,39480000.0,50542888.165,70834140.4358,54988995.8735,5414248.0211
Property, Plant & Equipment Net,31810344.8276,33552220.8884,24758947.3684,23217155.266,23566585.9564,22442916.0935,6990765.1715
Goodwill and Intangible Assets,1632183.908,1333733.4934,886315.7895,2062975.0271,3478208.2324,0.0,68601.5831
Long-term investments,17439080.4598,17334933.9736,13463157.8947,34692725.2986,50107748.184,1023383.7689,1362796.8338
Tax assets,14942.5287,3601.4406,8421.0526,58631.9218,78692.4939,177441.5406,472295.5145
Total non-current assets,36110344.8276,35423769.5078,25929473.6842,25591748.0999,27343825.6659,24675378.2669,8751978.8918
Total assets,79714942.5287,80434573.8295,65409473.6842,76134636.2649,98177966.1017,79664374.1403,14166226.9129
Payables,3385057.4713,3672268.9076,1857894.7368,1909880.5646,2815980.6295,2066024.7593,738786.2797
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0,
Total current liabilities,7243678.1609,7894357.7431,5807368.4211,6951140.0651,6739709.4431,9752407.1527,
Long-term debt,19736781.6092,21098439.3758,6435789.4737,2650380.0217,4242130.7506,7957359.0096,
Total debt,19736781.6092,21098439.3758,6435789.4737,2650380.0217,4242130.7506,7957359.0096,8567282.3219
Deferred revenue,0.0,346938.7755,535789.4737,943539.6308,1567796.6102,2694635.4883,2105540.8971
Tax Liabilities,87356.3218,79231.6927,1052.6316,1085.7763,257869.2494,19257.2215,22427.4406
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,19091954.023,19937575.03,5445263.1579,2441910.9663,5118644.0678,7463548.8308,
Total liabilities,26335632.1839,27831932.7731,11252631.5789,9393051.0315,11858353.5109,17215955.9835,12559366.7546
Other comprehensive income,1380459.7701,1656662.6651,918947.3684,-258414.7666,-1210.6538,0.0,0.0
Retained earnings (deficit),-53333333.3333,-45028811.5246,-30495789.4737,-19200868.6211,-9794188.862,-5169188.4457,-1377308.7071
Total shareholders equity,53379310.3448,52602641.0564,54156842.1053,66741585.2334,86319612.5908,62448418.1568,1606860.1583
Investments,17439080.4598,17334933.9736,13463157.8947,34692725.2986,50107748.184,1023383.7689,1362796.8338
Net Debt,-3546854.0174,,,,,,
Other Assets,16498103.4482,,,,,,
Other Liabilities,3858620.6896,4222088.8355,3949473.6843,5041259.5005,3923728.8136,7686382.3934,
