Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,6684000.0,8040000.0,28893000.0,34290000.0
Short-term investments,60730000.0,48362000.0,0.0,0.0
Cash and short-term investments,67414000.0,56402000.0,28893000.0,34290000.0
Receivables,16927000.0,15012000.0,11495000.0,7052000.0
Inventories,14474000.0,18469000.0,7017000.0,16587000.0
Total current assets,13590000.0,14860000.0,16695000.0,5115000.0
Property, Plant & Equipment Net,9225000.0,9973000.0,8122000.0,4267000.0
Goodwill and Intangible Assets,3748000.0,4556000.0,5363000.0,239000.0
Long-term investments,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0
Total non-current assets,1799000.0,3176000.0,23336000.0,29154000.0
Total assets,114423000.0,110366000.0,65709000.0,66565000.0
Payables,5495000.0,7059000.0,4757000.0,2505000.0
Short-term debt,0.0,0.0,11238000.0,12455000.0
Total current liabilities,19402000.0,16276000.0,22746000.0,23145000.0
Long-term debt,0.0,0.0,6991000.0,16454000.0
Total debt,0.0,0.0,18229000.0,28909000.0
Deferred revenue,0.0,0.0,0.0,2059000.0
Tax Liabilities,0.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,1799000.0,3176000.0,23336000.0,29154000.0
Total liabilities,21201000.0,19452000.0,46082000.0,52299000.0
Other comprehensive income,-123000.0,-96000.0,0.0,0.0
Retained earnings (deficit),-207446000.0,-197709000.0,-192226000.0,-191781000.0
Total shareholders equity,93222000.0,90914000.0,-179807000.0,-184887000.0
Investments,60730000.0,48362000.0,0.0,0.0
Net Debt,-67414000.0,-56402000.0,-10664000.0,-5381000.0
Other Assets,2018000.0,5623000.0,1609000.0,3521000.0
Other Liabilities,13907000.0,9217000.0,6751000.0,8185000.0
