date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY,1997-06-30_FY,1996-06-30_FY,1995-06-30_FY,1994-06-30_FY,1993-06-30_FY,1992-06-30_FY,1991-06-30_FY,1990-06-30_FY,1989-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-234300000.0,-32000000.0,99400000.0,188928000.0,33937000.0,136791000.0,113541000.0,123650000.0,104372000.0,127432000.0,103963000.0,-107084000.0,134672000.0,162346000.0,144792000.0,129042000.0,110716000.0,5319000.0,91381000.0,71272000.0,71030000.0,89700000.0,79900000.0,95300000.0,54000000.0,-6400000.0,27200000.0,18600000.0,-6300000.0,83100000.0,-26400000.0,33200000.0
,depreciationAndAmortization,238900000.0,267600000.0,148200000.0,71472000.0,75887000.0,73122000.0,57511000.0,55010000.0,56195000.0,56653000.0,63459000.0,67710000.0,76073000.0,73778000.0,73972000.0,65887000.0,66314000.0,31443000.0,93770000.0,95699000.0,87614000.0,82600000.0,64500000.0,40400000.0,44100000.0,54600000.0,56500000.0,59300000.0,46000000.0,47000000.0,48400000.0,57200000.0
,deferredIncomeTax,-48700000.0,66000000.0,-116500000.0,42463000.0,9094000.0,47220000.0,25178000.0,44848000.0,58025000.0,38176000.0,42413000.0,-53333000.0,20527000.0,24638000.0,46230000.0,18904000.0,29076000.0,45483000.0,18130000.0,0.0,0.0,2200000.0,11300000.0,-1900000.0,-2300000.0,-36700000.0,3700000.0,4900000.0,1000000.0,-100000.0,4800000.0,5000000.0
,stockBasedCompensation,13900000.0,22900000.0,30400000.0,12737000.0,12757000.0,12515000.0,12224000.0,11518000.0,10459000.0,8940000.0,10836000.0,10220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,63800000.0,-699500000.0,743217000.0,42319000.0,51734000.0,-35379000.0,35888000.0,74171000.0,-47896000.0,-18375000.0,-47803000.0,30971000.0,-5658000.0,-1963000.0,102159000.0,-77638000.0,-28177000.0,6425000.0,45129000.0,-10422000.0,17998000.0,12200000.0,-159300000.0,128000000.0,-42800000.0,-43900000.0,13000000.0,-93900000.0,-62500000.0,146500000.0,-39400000.0,-6400000.0
,accountsReceivables,161600000.0,-69300000.0,12600000.0,-15125000.0,10718000.0,-18991000.0,-2430000.0,-16575000.0,10197000.0,12677000.0,-31263000.0,38778000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,28500000.0,-18400000.0,-300000.0,-1218000.0,3468000.0,-1013000.0,4133000.0,-5814000.0,1101000.0,5039000.0,-103000.0,15305000.0,3185000.0,1846000.0,961000.0,-10300000.0,-4114000.0,5773000.0,-86000.0,2735000.0,-2308000.0,900000.0,-4500000.0,900000.0,10700000.0,-17800000.0,-2600000.0,-6200000.0,6900000.0,9400000.0,-18500000.0,-7900000.0
,accountsPayables,-118800000.0,36200000.0,-13000000.0,-15509000.0,-11892000.0,10040000.0,1598000.0,10657000.0,-3912000.0,-18762000.0,17683000.0,-4408000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,153100000.0,89300000.0,788800000.0,45583000.0,3264000.0,-48470000.0,-13091000.0,-48979000.0,-123150000.0,-75254000.0,-56879000.0,-9076000.0,-40047000.0,-34389000.0,-32426000.0,-134585000.0,-56947000.0,-28770000.0,-35195000.0,-80324000.0,-69902000.0,-87900000.0,-100100000.0,59200000.0,-68800000.0,-26000000.0,17900000.0,4900000.0,98800000.0,161300000.0,14800000.0,54200000.0
,otherNonCashItems,31900000.0,-26800000.0,-6300000.0,-36548000.0,-20969000.0,-17864000.0,-16032000.0,-15536000.0,88867000.0,106630000.0,5466000.0,300131000.0,5369000.0,18423000.0,5519000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,0.0,0.0,100000.0,200000.0,100000.0,9000000.0,-70000000.0,50400000.0,-9000000.0
,netCashProvidedByOperatingActivites,306600000.0,245300000.0,151400000.0,219346000.0,226597000.0,192347000.0,178090000.0,189087000.0,181930000.0,214535000.0,191651000.0,180920000.0,255964000.0,210522000.0,193989000.0,170904000.0,171036000.0,172355000.0,140357000.0,136978000.0,148016000.0,134700000.0,153800000.0,116600000.0,106700000.0,73400000.0,63900000.0,70400000.0,65800000.0,272800000.0,45500000.0,80000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-55400000.0,-46400000.0,-53200000.0,-34785000.0,-25035000.0,-33245000.0,-24822000.0,-25969000.0,-35718000.0,-29906000.0,-24721000.0,-23475000.0,-29620000.0,-42599000.0,-29236000.0,-23845000.0,-24535000.0,-26645000.0,-23365000.0,-55967000.0,-39403000.0,-397900000.0,-421200000.0,-23300000.0,-44400000.0,-183700000.0,-20800000.0,-16100000.0,-6700000.0,-9100000.0,-12300000.0,-9700000.0
,acquisitionsNet,-23000000.0,-18000000.0,-2787000000.0,-84000000.0,-8000000.0,-257000000.0,-417000000.0,-50000000.0,-249000000.0,-40000000.0,-28000000.0,-6000000.0,-74000000.0,-30000000.0,-368000000.0,-35000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6856000.0,0.0,0.0,-50600000.0,0.0,0.0,0.0,0.0,-18200000.0,-23600000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,50400000.0,0.0,0.0,16200000.0,9200000.0,20400000.0,0.0,0.0,0.0,0.0
