Date,2018-12-29,2017-12-30,2016-12-31
Depreciation & Amortization,47057000.0,43156000.0,37152000.0
Stock-based compensation,,,
Operating Cash Flow,105811000.0,84703000.0,70875000.0
Capital Expenditure,-64762000.0,-71066000.0,-58701000.0
Acquisitions and disposals,,,
Investment purchases and sales,,,
Investing Cash flow,-73550000.0,-77820000.0,-65416000.0
Issuance (repayment) of debt,,,
Issuance (buybacks) of shares,,,
Dividend payments,,,
Financing Cash Flow,-16999000.0,-7935000.0,-4328000.0
Effect of forex changes on cash,,,
Net cash flow / Change in cash,15262000.0,-1052000.0,1131000.0
Free Cash Flow,,,
Net Cash/Marketcap,-0.3554,-0.3554,-0.3554
