Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Cash and cash equivalents,1246244.0,411223.0,2312279.0,3175292.0,9895463.0,4462531.0
Short-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,1246244.0,411223.0,2312279.0,3175292.0,9895463.0,4462531.0
Receivables,1224235.0,653445.0,637845.0,1706488.0,2850180.0,1259340.0
Inventories,3668401.0,3980243.0,5206129.0,5981919.0,4161506.0,2139750.0
Total current assets,6249138.0,5228877.0,9617576.0,12650360.0,16965581.0,7933317.0
Property, Plant & Equipment Net,3087893.0,2991546.0,3194492.0,3396893.0,3396922.0,329249.0
Goodwill and Intangible Assets,0.0,944776.0,234313.0,19391.0,320899.0,175871.0
Long-term investments,0.0,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,753223.0,770095.0,0.0,832171.0,
Total non-current assets,3936322.0,3432568.0,3507329.0,3730601.0,1350071.0,
Total assets,9944990.0,9165199.0,13050144.0,16157689.0,20696182.0,9283388.0
Payables,1222982.0,878699.0,271600.0,546698.0,3122256.0,486147.0
Short-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total current liabilities,1779256.0,1599966.0,1105767.0,2550970.0,4097256.0,486147.0
Long-term debt,0.0,0.0,0.0,0.0,0.0,0.0
Total debt,0.0,0.0,0.0,0.0,0.0,
Deferred revenue,0.0,0.0,0.0,0.0,0.0,
Tax Liabilities,721267.0,1006600.0,2004272.0,975000.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0,
Total non-current liabilities,0.0,172433.0,0.0,0.0,0.0,
Total liabilities,1779256.0,1599966.0,1278200.0,2550970.0,4097256.0,486147.0
Other comprehensive income,0.0,0.0,0.0,0.0,0.0,
Retained earnings (deficit),-19093619.0,-19288072.0,-14272161.0,-11806569.0,-7918089.0,-11507420.0
Total shareholders equity,8165734.0,7565233.0,11771944.0,13606719.0,16598926.0,8797241.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0
Net Debt,-1246244.0,,,,,
Other Assets,110258.0,,,,,
Other Liabilities,556274.0,721267.0,834167.0,2004272.0,975000.0,0.0
