date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,521571000.0,592198000.0,593794000.0,20311000.0,521503000.0,469053000.0,431620000.0,450003000.0,461443000.0,432968000.0,381763000.0,323313000.0,322479000.0,268072000.0,222200000.0,201975000.0,224053000.0,170891000.0,147712000.0,114543000.0,145342000.0,122300000.0,74400000.0,-8300000.0,-2400000.0
,depreciationAndAmortization,68685000.0,105296000.0,108408000.0,106002000.0,96449000.0,89987000.0,94231000.0,79695000.0,68831000.0,66387000.0,62558000.0,57272000.0,65271000.0,53317000.0,46159000.0,43685000.0,41926000.0,33848000.0,37194000.0,33951000.0,29437000.0,29600000.0,28400000.0,21100000.0,17800000.0
,deferredIncomeTax,-2693000.0,9620000.0,2405000.0,45510000.0,1204000.0,6581000.0,1583000.0,169000.0,-52219000.0,-5824000.0,-15037000.0,36276000.0,-19626000.0,5946000.0,506000.0,10235000.0,1468000.0,-5926000.0,-756000.0,1841000.0,-4444000.0,3400000.0,-10400000.0,-5900000.0,0.0
,stockBasedCompensation,36865000.0,38577000.0,37541000.0,39436000.0,40998000.0,33368000.0,32998000.0,31708000.0,29183000.0,27579000.0,24852000.0,28255000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-125107000.0,-1493075000.0,-1449745000.0,548853000.0,465667000.0,377316000.0,203418000.0,315239000.0,413243000.0,139450000.0,422983000.0,111012000.0,88168000.0,264782000.0,4745000.0,-171793000.0,144016000.0,20637000.0,74503000.0,118475000.0,73763000.0,-16500000.0,23600000.0,-18800000.0,2700000.0
,accountsReceivables,37467000.0,-22195000.0,-47921000.0,-24013000.0,-31721000.0,-49888000.0,-29435000.0,-35233000.0,-39836000.0,-12528000.0,-43286000.0,-16905000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,18940000.0,-31854000.0,-25396000.0,731000.0,-20147000.0,-19967000.0,-15984000.0,-11389000.0,-21655000.0,-18838000.0,-37036000.0,-6823000.0,-20618000.0,-6368000.0,-29853000.0,-6973000.0,-11575000.0,3628000.0,-4575000.0,-15931000.0,-10455000.0,-1500000.0,-8200000.0,-2300000.0,5400000.0
,accountsPayables,140598000.0,9784000.0,-81663000.0,3175000.0,6842000.0,27451000.0,-13687000.0,-28127000.0,563000.0,-11845000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,596050000.0,721157000.0,2214232000.0,3663977000.0,3115124000.0,2649457000.0,2272141000.0,2068723000.0,1753484000.0,1340241000.0,1200791000.0,777808000.0,666796000.0,578628000.0,313846000.0,309101000.0,480894000.0,336878000.0,316241000.0,241738000.0,123263000.0,49500000.0,66000000.0,42400000.0,61200000.0
,otherNonCashItems,0.0,0.0,0.0,5000000.0,0.0,4638000.0,16481000.0,0.0,0.0,443099000.0,13823000.0,13076000.0,45338000.0,36261000.0,44817000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,8400000.0,-100000.0
,netCashProvidedByOperatingActivites,790507000.0,643087000.0,604446000.0,697640000.0,629076000.0,560293000.0,511648000.0,484876000.0,449280000.0,497374000.0,457856000.0,418263000.0,418248000.0,370507000.0,263594000.0,298067000.0,259449000.0,157005000.0,219646000.0,189150000.0,175586000.0,150200000.0,110200000.0,96400000.0,55700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-172384000.0,-163823000.0,-96079000.0,-90473000.0,-94967000.0,-103012000.0,-106248000.0,-118450000.0,-104749000.0,-85436000.0,-62740000.0,-93796000.0,-69065000.0,-60342000.0,-51421000.0,-51045000.0,-66236000.0,-34586000.0,-37965000.0,-42408000.0,-35368000.0,-21800000.0,-18200000.0,-179200000.0,-10100000.0
,acquisitionsNet,-80545000.0,0.0,-31000000.0,0.0,-6000000.0,-23000000.0,-27000000.0,-41000000.0,-31000000.0,-11000000.0,0.0,-36000000.0,-8000000.0,-8000000.0,-79000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-25884000.0,-45794000.0,-1013695000.0,-2967379000.0,-2396032000.0,-2010368000.0,-2196153000.0,-2972116000.0,-1815988000.0,-1749161000.0,-1234671000.0,-518390000.0,-19738000.0,-394074000.0,0.0,0.0,0.0,0.0,0.0,0.0,-15223000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,20862000.0,978419000.0,2824562000.0,2522100000.0,2004690000.0,1731981000.0,1925816000.0,2667232000.0,1655359000.0,1489721000.0,885896000.0,229244000.0,115419000.0,294861000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724000.0,0.0,0.0,0.0,49944000.0,-14500000.0,-3277000.0,614000.0,-3900000.0,-5400000.0,-5300000.0,-83000000.0
,netCashUsedForInvestingActivites,-264094000.0,768802000.0,1683302000.0,-535752000.0,-487918000.0,-399739000.0,-402030000.0,-464729000.0,-296394000.0,-355976000.0,-411515000.0,-419028000.0,18811000.0,-167907000.0,-130374000.0,-51045000.0,-108605000.0,-18663000.0,-58316000.0,-48265000.0,-51687000.0,-25700000.0,-23600000.0,-184500000.0,-93100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
