date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-06-27_FY,2014-06-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-162600000.0,146100000.0,131000000.0,119600000.0,-4012800000.0,42500000.0,128000000.0,205300000.0
,depreciationAndAmortization,384800000.0,396500000.0,423600000.0,444800000.0,457000000.0,182400000.0,548800000.0,358900000.0
,deferredIncomeTax,-54500000.0,-43900000.0,-17900000.0,-48900000.0,-990900000.0,-120000000.0,-16400000.0,-53800000.0
,stockBasedCompensation,58500000.0,52200000.0,37700000.0,43800000.0,23000000.0,24000000.0,31600000.0,24600000.0
,changeInWorkingCapital,-69200000.0,56300000.0,-18800000.0,414600000.0,729600000.0,-1249800000.0,13200000.0,-12000000.0
,accountsReceivables,168900000.0,-140700000.0,21000000.0,3200000.0,-600000.0,86000000.0,-81700000.0,-226700000.0
,inventory,-170600000.0,-67000000.0,-98600000.0,-16000000.0,100700000.0,-70000000.0,10700000.0,83000000.0
,accountsPayables,-2700000.0,17000000.0,28800000.0,-39600000.0,-75700000.0,-199000000.0,140600000.0,-24900000.0
,otherWorkingCapital,-2200000.0,1421100000.0,1364800000.0,1383600000.0,969000000.0,239400000.0,1489200000.0,1476000000.0
,otherNonCashItems,-4900000.0,48500000.0,1800000.0,35900000.0,39800000.0,216800000.0,390600000.0,247900000.0
,netCashProvidedByOperatingActivites,636200000.0,387800000.0,593000000.0,698900000.0,654900000.0,200900000.0,1198300000.0,693500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-170400000.0,-137700000.0,-102600000.0,-88600000.0,-106200000.0,-77000000.0,-137000000.0,-171600000.0
,acquisitionsNet,0.0,-714000000.0,-30000000.0,2354000000.0,-358000000.0,-791000000.0,-2181800000.0,-1605800000.0
,purchasesOfInvestments,0.0,0.0,-7500000.0,0.0,0.0,0.0,-35700000.0,-7500000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,2200000000.0,4500000.0,0.0,0.0,0.0
,otherInvestingActivites,-25800000.0,106800000.0,-21900000.0,72500000.0,285000000.0,417800000.0,-292400000.0,83000000.0
,netCashUsedForInvestingActivites,-187800000.0,-596100000.0,-126800000.0,2338100000.0,-175000000.0,-708100000.0,-2646900000.0,-1704800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-593900000.0,-476000000.0,-486900000.0,-2727100000.0,-1362300000.0,-28000000.0,-1823500000.0,-2035000000.0
,commonStockIssued,0.0,900000.0,1300000.0,700000.0,8300000.0,0.0,1043400000.0,9800000.0
,commonStockRepurchased,-164200000.0,0.0,-400000000.0,-191500000.0,0.0,-495100000.0,1043400000.0,2300000.0
,dividendsPaid,-123900000.0,-112400000.0,-104900000.0,-91100000.0,-83200000.0,-36300000.0,-64800000.0,-46100000.0
,otherFinancingActivites,-42900000.0,-11200000.0,-12400000.0,-2500000.0,-21800000.0,417800000.0,2404500000.0,3106800000.0
,netCashUsedProvidedByFinancingActivities,-181100000.0,1800000.0,-571900000.0,-3004700000.0,-268700000.0,149600000.0,1523900000.0,1028000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,19900000.0,9700000.0,-21900000.0,24100000.0,-6700000.0,-10200000.0,-89200000.0,2900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,287200000.0,-196800000.0,-127600000.0,56400000.0,204500000.0,-367800000.0,-13900000.0,19600000.0
,cashAtEndOfPeriod,641500000.0,354300000.0,551100000.0,678700000.0,622300000.0,417800000.0,786100000.0,799600000.0
,cashAtBeginningOfPeriod,354300000.0,551100000.0,678700000.0,622300000.0,417800000.0,785600000.0,800000000.0,780000000.0
,operatingCashFlow,636200000.0,387800000.0,593000000.0,698900000.0,654900000.0,200900000.0,1198300000.0,693500000.0
,capitalExpenditure,-170400000.0,-137700000.0,-102600000.0,-88600000.0,-106200000.0,-77000000.0,-137000000.0,-171600000.0
,freeCashFlow,465800000.0,250100000.0,490400000.0,610300000.0,548700000.0,123100000.0,1061300000.0,521900000.0
