date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,313984000.0,327896000.0,259233000.0,185985000.0,156192000.0,133364000.0,121293000.0,102396000.0,85147000.0,72820000.0,54938000.0,44626000.0,48511000.0,39005000.0,31888000.0,22812000.0,20630000.0,12222000.0,15226000.0,15833000.0,26317000.0,16300000.0,10500000.0,7000000.0,9900000.0,2700000.0
,depreciationAndAmortization,88561000.0,83497000.0,77191000.0,64823000.0,60277000.0,47907000.0,47757000.0,36790000.0,30656000.0,18543000.0,17597000.0,14967000.0,15052000.0,12167000.0,10565000.0,7409000.0,6779000.0,5081000.0,4532000.0,10588000.0,9775000.0,6100000.0,2800000.0,1600000.0,2100000.0,2600000.0
,deferredIncomeTax,-5998000.0,-6392000.0,-12977000.0,-11096000.0,-9194000.0,-7080000.0,-16745000.0,-5785000.0,-2834000.0,7732000.0,2768000.0,-2651000.0,3617000.0,2819000.0,2557000.0,3031000.0,4125000.0,3520000.0,3917000.0,760000.0,-175000.0,0.0,-300000.0,-500000.0,-1000000.0,-200000.0
,stockBasedCompensation,10134000.0,10334000.0,9283000.0,7415000.0,6434000.0,6048000.0,6426000.0,5117000.0,3948000.0,2647000.0,1353000.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-33709000.0,-19345000.0,-37715000.0,-6132000.0,6065000.0,-30290000.0,21303000.0,-30910000.0,-3128000.0,4123000.0,6875000.0,2492000.0,-17125000.0,-15956000.0,-11979000.0,-5403000.0,6466000.0,4693000.0,-3427000.0,-12938000.0,-11522000.0,-17800000.0,-4900000.0,-6200000.0,-3700000.0,1300000.0
,accountsReceivables,71515000.0,-28976000.0,-28569000.0,2846000.0,-15955000.0,-22572000.0,6999000.0,-16585000.0,-5782000.0,-5327000.0,-10684000.0,15214000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-28315000.0,-30077000.0,-49455000.0,-21204000.0,-14421000.0,-10187000.0,126000.0,-14877000.0,-7484000.0,-9405000.0,6359000.0,-87000.0,-16597000.0,-14701000.0,-13148000.0,-10113000.0,3576000.0,3705000.0,-2996000.0,-6773000.0,-7471000.0,-12200000.0,-4600000.0,-2900000.0,-3300000.0,-100000.0
,accountsPayables,-30327000.0,-3851000.0,17403000.0,6386000.0,4074000.0,3169000.0,2511000.0,-23000.0,4269000.0,7257000.0,125000.0,-5619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,14836000.0,12920000.0,12914000.0,-2159000.0,-1999000.0,-1623000.0,5262000.0,0.0,0.0,0.0,248000.0,0.0,0.0,0.0,0.0,0.0,-167000.0,6000.0,267000.0,-37000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,4706000.0,15000.0,-1365000.0,1100000.0,2432000.0,293000.0,-28126000.0,-987000.0,-9896000.0,-7967000.0,0.0,15585000.0,3901000.0,2269000.0,2033000.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,100000.0,-100000.0,-100000.0,0.0
,netCashProvidedByOperatingActivites,409125000.0,437378000.0,328487000.0,274885000.0,249184000.0,172863000.0,190689000.0,131836000.0,138585000.0,125518000.0,101717000.0,75817000.0,73162000.0,57450000.0,46908000.0,35808000.0,44050000.0,27879000.0,23285000.0,16530000.0,12132000.0,8000000.0,9500000.0,1700000.0,1700000.0,7100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13455000.0,-12886000.0,-9964000.0,-8273000.0,-5737000.0,-3771000.0,-5853000.0,-6927000.0,-8665000.0,-119100000.0,-51800000.0,-3600000.0,-3200000.0,-800000.0
,acquisitionsNet,-164000000.0,-241000000.0,-60000000.0,-418000000.0,-264000000.0,-167000000.0,-9000000.0,-223000000.0,-197000000.0,-95000000.0,-39000000.0,-60000000.0,-25000000.0,-48000000.0,-58000000.0,-42000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-15900000.0,-13701000.0,-11500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2400000.0,-3900000.0,0.0,0.0,-2900000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7039000.0,0.0,0.0,0.0,0.0,2900000.0,0.0
,otherInvestingActivites,3736000.0,2834000.0,-365000.0,-552000.0,-2942000.0,-973000.0,-40000.0,-342000.0,-161000.0,201000.0,-325000.0,20000.0,166000.0,59000.0,520000.0,357000.0,-335000.0,118000.0,-1016000.0,643000.0,-168000.0,0.0,300000.0,3400000.0,-7600000.0,-2600000.0
,netCashUsedForInvestingActivites,-199043000.0,-280646000.0,-113511000.0,-444815000.0,-297616000.0,-186006000.0,-25187000.0,-241308000.0,-212708000.0,-103900000.0,-48263000.0,-81299000.0,-42327000.0,-61194000.0,-67561000.0,-45896000.0,-34171000.0,-5207000.0,-11384000.0,-45883000.0,14745000.0,-121500000.0,-55400000.0,-200000.0,5600000.0,-6000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
