date,,2020-10-31_FY,2019-10-31_FY,2018-10-31_FY,2017-10-31_FY,2016-10-31_FY,2015-10-31_FY,2014-10-31_FY,2013-10-31_FY,2012-10-31_FY,2011-10-31_FY,2010-10-31_FY,2009-10-31_FY,2008-10-31_FY,2007-10-31_FY,2006-10-31_FY,2005-10-31_FY,2004-10-31_FY,2003-10-31_FY,2002-10-31_FY,2001-10-31_FY,2000-10-31_FY,1999-10-31_FY,1998-10-31_FY,1997-10-31_FY,1996-10-31_FY,1995-10-31_FY
,debtRepayment,-68000000.0,-283000000.0,-204000000.0,-190877000.0,-170000000.0,-132000000.0,-159000000.0,-126000000.0,-100000000.0,-50000000.0,-78000000.0,-73000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398000.0,6875000.0,5071000.0,1746000.0,2222000.0,989000.0,438000.0,2431000.0,981000.0,59200000.0,1000000.0,1100000.0,1500000.0,600000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-307000.0,-14298000.0,0.0,-8098000.0,0.0,0.0,0.0,0.0,0.0,-120000.0,-200000.0,0.0,-105000.0,-2600000.0,-2000000.0,0.0,0.0,-100000.0
,dividendsPaid,-21552000.0,-18691000.0,-15363000.0,-12807000.0,-10724000.0,-9343000.0,-31215000.0,-120361000.0,-5689000.0,-4494000.0,-3546000.0,-3150000.0,-2631000.0,-2056000.0,-2004000.0,-1224000.0,-1201000.0,-1055000.0,-1045000.0,-941000.0,-846000.0,-700000.0,-600000.0,-500000.0,-500000.0,-400000.0
,otherFinancingActivites,-12540000.0,-115562000.0,-23220000.0,-30103000.0,-28428000.0,-8685000.0,-82335000.0,-20530000.0,-7410000.0,-16044000.0,-11461000.0,-8261639.0,-4290000.0,-1243000.0,-1782000.0,-1300000.0,-1007000.0,1296000.0,140000.0,417000.0,83000.0,11400000.0,8900000.0,9600000.0,100000.0,0.0
,netCashUsedProvidedByFinancingActivities,137743000.0,-159720000.0,-207535000.0,175872000.0,56772000.0,27336000.0,-160115000.0,103208000.0,78427000.0,-10669000.0,-54192000.0,-278000.0,-22503000.0,3576000.0,20285000.0,15222000.0,-13986000.0,-22890000.0,-11695000.0,28879000.0,-28101000.0,110900000.0,30300000.0,11600000.0,-900000.0,-1400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,2026000.0,390000.0,92000.0,3169000.0,1012000.0,-819000.0,-657000.0,312000.0,-353000.0,8000.0,114000.0,365000.0,-717000.0,116000.0,37000.0,-18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,349851000.0,-2598000.0,7533000.0,9111000.0,9352000.0,13374000.0,4730000.0,-5952000.0,3951000.0,10957000.0,-624000.0,-5395000.0,7615000.0,-52000.0,-331000.0,5116000.0,-4107000.0,-218000.0,206000.0,-474000.0,-1224000.0,-2600000.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,406852000.0,57001000.0,59599000.0,52066000.0,42955000.0,33603000.0,20229000.0,15499000.0,21451000.0,17500000.0,6543000.0,7167000.0,12562000.0,4947000.0,4999000.0,5330000.0,214000.0,4321000.0,4539000.0,4333000.0,4807000.0,6000000.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,57001000.0,59599000.0,52066000.0,42955000.0,33603000.0,20229000.0,15499000.0,21451000.0,17500000.0,6543000.0,7167000.0,12562000.0,4947000.0,4999000.0,5330000.0,214000.0,4321000.0,4539000.0,4333000.0,4807000.0,6031000.0,8600000.0,24200000.0,11000000.0,4700000.0,5000000.0
,operatingCashFlow,409125000.0,437378000.0,328487000.0,274885000.0,249184000.0,172863000.0,190689000.0,131836000.0,138585000.0,125518000.0,101717000.0,75817000.0,73162000.0,57450000.0,46908000.0,35808000.0,44050000.0,27879000.0,23285000.0,16530000.0,12132000.0,8000000.0,9500000.0,1700000.0,1700000.0,7100000.0
,capitalExpenditure,-22940000.0,-28938000.0,-41871000.0,-25998000.0,-30863000.0,-18249000.0,-16410000.0,-18328000.0,-15262000.0,-9446000.0,-8877000.0,-10253000.0,-13455000.0,-12886000.0,-9964000.0,-8273000.0,-5737000.0,-3771000.0,-5853000.0,-6927000.0,-8665000.0,-119100000.0,-51800000.0,-3600000.0,-3200000.0,-800000.0
,freeCashFlow,386185000.0,408440000.0,286616000.0,248887000.0,218321000.0,154614000.0,174279000.0,113508000.0,123323000.0,116072000.0,92840000.0,65564000.0,59707000.0,44564000.0,36944000.0,27535000.0,38313000.0,24108000.0,17432000.0,9603000.0,3467000.0,-111100000.0,-42300000.0,-1900000.0,-1500000.0,6300000.0
