Date,2018-12-31,2017-12-31
Cash and cash equivalents,29529000.0,570258.0
Short-term investments,0.0,0.0
Cash and short-term investments,29529000.0,570258.0
Receivables,58026000.0,0.0
Inventories,9413000.0,0.0
Total current assets,113912000.0,677555.0
Property Plant & Equipment Net,331387000.0,0.0
Goodwill and Intangible Assets,32861000.0,0.0
Long-term investments,0.0,326449859.0
Tax assets,0.0,36520.0
Total non-current assets,366318000.0,326449859.0
Total assets,480230000.0,327127414.0
Payables,89360000.0,138157.0
Short-term debt,900000.0,0.0
Total current liabilities,140465000.0,174326.0
Long-term debt,91112000.0,0.0
Total debt,92012000.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,8119000.0,16969.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,91112000.0,0.0
Total liabilities,292679000.0,322127406.0
Other comprehensive income,204929000,4246638
Retained earnings (deficit),-17383000.0,752557.0
Total shareholders equity,187551000.0,5000008.0
Investments,0.0,326449859.0
Net Debt,62483000.0,-570258.0
Other Assets,0.0,0.0
Other Liabilities,61102000.0,321953080.0
