date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,1690600000.0,1887800000.0,1236400000.0,1238900000.0,956425000.0,685074000.0,824910000.0,551333000.0,637283000.0,396462000.0,372936000.0,246595000.0,347246000.0,56316000.0,27484000.0,-171590000.0,-247587000.0,-303417000.0,-1141879000.0,-450094000.0,-194628000.0,-50727000.0,-46842000.0,-2269957.0
,depreciationAndAmortization,1882300000.0,1778400000.0,2110800000.0,1715900000.0,1525635000.0,1285328000.0,1003802000.0,800145000.0,644276000.0,0.0,0.0,0.0,0.0,530717000.0,537770000.0,458832000.0,402306000.0,389060000.0,335042000.0,459616000.0,299017000.0,136647000.0,53693000.0,6514233.0
,deferredIncomeTax,-22500000.0,-55100000.0,-303000000.0,-86600000.0,26957000.0,7764000.0,1384000.0,-29485000.0,29300000.0,56852000.0,188327000.0,156780000.0,92513000.0,21239000.0,17535000.0,-12752000.0,-92443000.0,-66137000.0,-67781000.0,-120411000.0,-60876000.0,-2054000.0,-4491000.0,146529.0
,stockBasedCompensation,120800000.0,111400000.0,137500000.0,108500000.0,89898000.0,90537000.0,80153000.0,68138000.0,51983000.0,47437000.0,52555000.0,60670000.0,54807000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-423600000.0,-629100000.0,-1830800000.0,-532601000.0,262162000.0,778163000.0,-1009622000.0,-169452000.0,134170000.0,-798799000.0,601867000.0,89077000.0,242739000.0,11903000.0,143731000.0,-204170000.0,-139905000.0,250778000.0,-313534000.0,6127000.0,158946000.0,-77530000.0,94269943.0,4526327.0
,accountsReceivables,-175500000.0,12500000.0,-32100000.0,-191100000.0,11352000.0,-56312000.0,-84529000.0,-19080000.0,-43679000.0,-28857000.0,-18974000.0,-17844000.0,-13550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11347000.0,788000.0,-18643000.0,-6210000.0,0.0,0.0
,accountsPayables,-69200000.0,-46800000.0,69300000.0,95800000.0,-42862000.0,95858000.0,34711000.0,83746000.0,21880000.0,84699000.0,1603000.0,-9609000.0,-27374000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-261500000.0,-2933900000.0,-2304800000.0,-474000000.0,58601000.0,-203561000.0,-981724000.0,27898000.0,197350000.0,63180000.0,861979000.0,260112000.0,171035000.0,-71704000.0,-83607000.0,-227338000.0,-23168000.0,116737000.0,-134041000.0,179493000.0,173366000.0,14420000.0,91950000.0,-2319943.0
,otherNonCashItems,22000000.0,43300000.0,22100000.0,20000000.0,17702000.0,6932000.0,-4870000.0,7596000.0,11090000.0,18968000.0,-772000.0,12921000.0,-105188000.0,57487000.0,47191000.0,-2111000.0,0.0,50385000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,3881400000.0,3752600000.0,3748300000.0,2925600000.0,2703604000.0,2183052000.0,2134589000.0,1599047000.0,1414391000.0,1165942000.0,1020977000.0,842126000.0,773258000.0,692679000.0,620738000.0,397204000.0,216700000.0,156386000.0,105149000.0,26070000.0,-25041000.0,97011000.0,18429000.0,9912607.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-1031700000.0,-991300000.0,-913200000.0,-803600000.0,-682505000.0,-728753000.0,-974404000.0,-724532000.0,-568048000.0,-523015000.0,-346664000.0,-250262000.0,-243484000.0,-154381000.0,-127098000.0,-88637000.0,-42181000.0,-61608000.0,-180497000.0,-568158000.0,-548991000.0,-294242000.0,-126455000.0,-20614412.0
,acquisitionsNet,0.0,-2960000000.0,-1881000000.0,-2007000000.0,-1411000000.0,-1961000000.0,-1011000000.0,-4462000000.0,-1998000000.0,-2321000000.0,-900000000.0,-296000000.0,-43000000.0,-44000000.0,-37000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-355900000.0,-1154300000.0,0.0,-750000.0,-1022816000.0,-1395316000.0,-427267000.0,-352306000.0,-42590000.0,-76354000.0,-6304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55356000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,19600000.0,383500000.0,1252200000.0,14700000.0,13056000.0,1032320000.0,1434831000.0,421714000.0,374682000.0,69971000.0,21722000.0,9103000.0,5373000.0,22163000.0,0.0,0.0,2784000.0,0.0,7668000.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,26600000.0,-64200000.0,-52800000.0,-5000000.0,-20874000.0,-5061430000.0,-4022000.0,18512000.0,-14758000.0,25495000.0,-24157000.0,-6304000.0,5988000.0,-10000000.0,-23064000.0,15971000.0,-456000.0,-10078000.0,4580000.0,-10687000.0,-93665000.0,-255074000.0,-15205000.0,-12092663.0
,netCashUsedForInvestingActivites,-4784600000.0,-3987500000.0,-2749500000.0,-2800900000.0,-2107446000.0,-7741735000.0,-1949548000.0,-5173337000.0,-2558385000.0,-2790812000.0,-1300902000.0,-543066000.0,-274940000.0,-186180000.0,-129112000.0,-80534000.0,-45216000.0,-56010000.0,-115257000.0,-1445303000.0,-2010680000.0,-1137700000.0,-350377000.0,-216782926.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
