date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,14249000000.0,-25615000000.0,15003000000.0,3030000000.0,-693000000.0,-41193000.0,-786487000.0,238737000.0,280081000.0,282104000.0,334501000.0,158635000.0,54809818.75,104656579.5,96681439.81,103201060.68,88160323.65,288001937.91,-512805680.5,-30647934.9,5904818.8,44477750.0,36792640.0
,depreciationAndAmortization,2960000000.0,7503000000.0,3737000000.0,4715000000.0,2694000000.0,175281000.0,225819000.0,220021000.0,159309000.0,154126000.0,159981000.0,133370000.0,116493166.77,96059843.0,81403926.3,74928576.78,68752324.92,79211882.33,21587496.47,11809818.9,13303338.8,9995000.0,7298540.0
,deferredIncomeTax,0.0,-1690000000.0,-124000000.0,2915000000.0,149000000.0,488266000.0,-64267000.0,132847000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,44000000.0,23000000.0,100000000.0,49000000.0,21999000.0,44690000.0,5856000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,0.0,958000000.0,1217000000.0,-280000000.0,-380000000.0,-155615000.0,-63948000.0,140083000.0,-37721000.0,-180197000.0,-294533000.0,-188361000.0,-47267987.69,-110373635.9,-23800692.9,-33733590.54,-15995245.56,75825164.25,173481985.76,36166383.0,51467704.4,34982500.0,-46590680.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70324000.0,-112828000.0,-108890000.0,-122571000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,1209000000.0,478000000.0,252000000.0,74000000.0,-6111000.0,5038000.0,3804000.0,185686000.0,57094000.0,-28807000.0,74872000.0,129574947.51,28307285.6,25097228.7,-7415212.98,6917262.93,35641308.61,54150559.43,26680331.7,8992201.2,30484750.0,199960.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12851000.0,-7115000.0,24684000.0,-38571000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-419000000.0,-202000000.0,-219000000.0,-143000000.0,-4021000.0,-2034000.0,-2966000.0,-157178000.0,-117348000.0,-122518000.0,62565000.0,7475303.28,-5067390.9,-4238437.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,0.0,10893000000.0,19023000000.0,4526000000.0,4391000000.0,562093000.0,417244000.0,146255000.0,923245000.0,767788000.0,215566000.0,298583000.0,74263146.42,52483907.3,23942694.44,2886.42,-2959.89,-2785.13,0.0,0.0,-999.8,99950.0,0.0
,netCashProvidedByOperatingActivites,31113000000.0,18920000000.0,14339000000.0,9059000000.0,4139000000.0,833888000.0,1021979000.0,863373000.0,878600000.0,571832000.0,239943000.0,299293000.0,319557119.26,159382588.2,194900200.64,93450733.92,73662782.43,87531065.64,48574799.61,39184081.2,63336330.2,69265350.0,-5298940.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-4933000000.0,-4398000000.0,-1877000000.0,-2629000000.0,-1056000000.0,-47788000.0,-23224000.0,-13415000.0,-133698000.0,-87955000.0,-168460000.0,-282133000.0,-349267821.01,-409824105.9,-116330131.16,-79281298.14,-25159065.0,-7700884.45,-24645171.21,-4624537.5,-10727854.0,-41979000.0,-208458300.0
,acquisitionsNet,-25000000.0,142000000.0,11000000.0,-25000000.0,803000000.0,-138000000.0,-170000000.0,-24000000.0,-2000000.0,-107000000.0,-3000000.0,0.0,1000000.0,0.0,1000000.0,-12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-30691000000.0,-21999000000.0,-4782000000.0,-11901000000.0,-2933606000.0,-1533331000.0,-281950000.0,-241545000.0,-320879000.0,-276902000.0,-157613000.0,-23865329.08,0.0,-2305981.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,42162000000.0,20526000000.0,4569000000.0,11957000000.0,2339172000.0,1647674000.0,540509000.0,0.0,58772000.0,157000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,1399000000.0,-3023000000.0,-4000000.0,-859000000.0,-13995000.0,-31737000.0,-56670000.0,-19697000.0,32335000.0,-2458000.0,-3711000.0,3988642.81,-34498748.9,-15567690.57,-46664752.14,-127781411.19,1935665.35,26541555.16,51653834.1,1792641.4,-60369800.0,-26394720.0
,netCashUsedForInvestingActivites,40644000000.0,7829000000.0,-11573000000.0,-2068000000.0,8210000000.0,261333000.0,-917120000.0,-45892000.0,-402324000.0,-746042000.0,-455979000.0,-443457000.0,-787670771.26,-499136492.8,-136719700.11,-126627245.4,-96234903.57,-37682808.9,-17935491.09,47029296.6,-17049589.4,-102348800.0,-234853020.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-48213000000.0,-45308000000.0,-17969000000.0,-20122000000.0,-13893000000.0,-968838000.0,-924181000.0,-353689000.0,-464292000.0,-155624000.0,-233170000.0,-264229000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163222884.24,25367171.5,43690169.47,105634312.74,0.0,0.0,0.0,0.0,21089781.2,0.0,0.0
