date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,-105861000.0,-39546000.0,-10910000.0,-23304000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41115888.0,-15301939.0,-12793600.0,0.0
,dividendsPaid,0.0,0.0,-1392000000.0,-2512000000.0,-106000000.0,-297301000.0,-117414000.0,-391754000.0,-267515000.0,-247934000.0,-55385000.0,-23541000.0,-24303807.63,0.0,0.0,-10295860.14,-4877898.72,0.0,0.0,0.0,-16111777.0,-11494250.0,-12797440.0
,otherFinancingActivites,0.0,-5647000000.0,2033000000.0,4017000000.0,168000000.0,-99178000.0,162028000.0,2448000.0,-191851000.0,605379000.0,-3804000.0,48038000.0,14094817.39,-22647641.5,-17886020.06,7496032.74,24842356.77,-17056136.12,-1790812.06,-11823817.5,-14933012.8,99950.0,226654660.0
,netCashUsedProvidedByFinancingActivities,-76125000000.0,-19419000000.0,-3867000000.0,1537000000.0,-3968000000.0,-1389685000.0,-596767000.0,-306268000.0,-505410000.0,335130000.0,181448000.0,-58898000.0,148970819.37,871929665.2,-36809268.76,52844577.36,-47811103.17,109979213.44,-38870005.87,-84166582.5,-53405316.8,-62868550.0,316236740.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,8734000000.0,-4734000000.0,13911000000.0,2617000000.0,5110000000.0,59737000.0,304913000.0,26520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,0.0,2427000000.0,12463000000.0,10988000000.0,13491000000.0,-234727000.0,-186995000.0,537733000.0,-29134000.0,160920000.0,-34588000.0,-203062000.0,-319142832.63,532175760.6,21374318.76,19668065.88,-70380264.42,159827470.18,-8230697.35,2046795.3,-7118576.0,-95852050.0,76084780.0
,cashAtEndOfPeriod,0.0,60482000000.0,37317000000.0,24854000000.0,13866000000.0,375180000.0,609907000.0,796902000.0,283140000.0,312274000.0,151354000.0,185942000.0,388546427.12,692380251.2,164122910.34,142528533.18,123332696.52,188358341.9,25919854.03,17011298.7,14965006.4,22088950.0,162567480.0
,cashAtBeginningOfPeriod,0.0,58055000000.0,24854000000.0,13866000000.0,375000000.0,609907000.0,796902000.0,259169000.0,312274000.0,151354000.0,185942000.0,389004000.0,707689259.75,160204490.6,142748591.58,122860467.3,193712960.94,28530871.72,34150551.38,14964503.4,22083582.4,117941000.0,86482700.0
,operatingCashFlow,31113000000.0,18920000000.0,14339000000.0,9059000000.0,4139000000.0,833888000.0,1021979000.0,863373000.0,878600000.0,571832000.0,239943000.0,299293000.0,319557119.26,159382588.2,194900200.64,93450733.92,73662782.43,87531065.64,48574799.61,39184081.2,63336330.2,69265350.0,-5298940.0
,capitalExpenditure,0.0,-5404000000.0,-2526000000.0,-2562000000.0,505000000.0,2039320000.0,137286000.0,-82768000.0,-133698000.0,-87955000.0,-168460000.0,-282133000.0,-349267821.01,-409824105.9,-116330131.16,-79281298.14,-25159065.0,-7700884.45,-24645171.21,-4624537.5,-10727854.0,-41979000.0,-208458300.0
,freeCashFlow,0.0,11719000000.0,11833000000.0,5929000000.0,2949000000.0,781432000.0,987016000.0,849158000.0,744902000.0,483877000.0,71483000.0,17160000.0,-29710701.75,-250441517.7,78570069.48,14169435.78,48503717.43,79830181.19,23929628.4,34559543.7,52608476.2,27286350.0,-213757240.0
