date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-314300000.0,-208700000.0,-6700000.0,-231000000.0,-640000000.0,-804400000.0,-923700000.0,-880700000.0,-918300000.0,-914000000.0,-2420900000.0,-1460700000.0,-1046000000.0,-498800000.0,-848300000.0,-4127400000.0,-4606000000.0,-4483900000.0,-14920700000.0,-700200000.0,-867700000.0,-331700000.0,-5697200000.0,-5980300000.0,-4466200000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-1100200000.0,-924300000.0,-523100000.0,-411100000.0,-496900000.0,-480700000.0,-309700000.0,-162400000.0,-79000000.0,-5900000.0,-1673700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-576100000.0,-451800000.0,-406600000.0,-356400000.0,-348400000.0,-302900000.0,-220600000.0,-354300000.0,-273700000.0,-273200000.0,-306900000.0,-247700000.0,-219500000.0,-200500000.0,-183500000.0,-167000000.0,-150700000.0,-152800000.0,-142300000.0,-125800000.0,-111400000.0,-98500000.0,-85300000.0,-74700000.0,-65800000.0,-54100000.0
,otherFinancingActivites,-1000000.0,1100000.0,100000.0,-7500000.0,17800000.0,-277700000.0,226700000.0,0.0,0.0,-81900000.0,-144900000.0,53000000.0,132000000.0,-102200000.0,38700000.0,15300000.0,-15000000.0,29500000.0,25500000.0,13000000.0,11100000.0,4100000.0,274600000.0,5800000.0,921300000.0,800000.0
,netCashUsedProvidedByFinancingActivities,615900000.0,-5818200000.0,11252700000.0,7536900000.0,8534100000.0,7073700000.0,4388300000.0,-3072900000.0,15803600000.0,1145100000.0,421200000.0,12376100000.0,5460400000.0,6806500000.0,4430300000.0,3284700000.0,992000000.0,-1281800000.0,3258000000.0,6455300000.0,234700000.0,1988000000.0,3245700000.0,1243000000.0,558700000.0,1196300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,74700000.0,-212900000.0,234600000.0,58700000.0,-73800000.0,90900000.0,-134600000.0,68300000.0,-172200000.0,158900000.0,86300000.0,-157600000.0,88700000.0,153000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-122400000.0,63500000.0,-813900000.0,-1086500000.0,3394000000.0,-111800000.0,-590300000.0,-562600000.0,1497300000.0,326200000.0,-156400000.0,-1273400000.0,-1039400000.0,1964800000.0,943700000.0,456600000.0,-1076300000.0,79900000.0,304500000.0,309900000.0,-388100000.0,0.0,0.0,0.0,0.0,0.0
,cashAtEndOfPeriod,4459200000.0,4581600000.0,4518100000.0,5332000000.0,6444600000.0,3050600000.0,3162400000.0,3752700000.0,4315300000.0,2818000000.0,2491800000.0,2648200000.0,3921600000.0,4961000000.0,2996200000.0,2052500000.0,1595900000.0,2672200000.0,2592300000.0,2287800000.0,1977900000.0,0.0,0.0,0.0,0.0,0.0
,cashAtBeginningOfPeriod,4581600000.0,4518100000.0,5332000000.0,6418500000.0,3050600000.0,3162400000.0,3752700000.0,4315300000.0,2818000000.0,2491800000.0,2648200000.0,3921600000.0,4961000000.0,2996200000.0,2052500000.0,1595900000.0,2672200000.0,2592300000.0,2287800000.0,1977900000.0,2366000000.0,1738900000.0,1292500000.0,1308900000.0,1192500000.0,1519700000.0
,operatingCashFlow,2592000000.0,1767500000.0,1720400000.0,1510000000.0,1834400000.0,936000000.0,839300000.0,814400000.0,1254300000.0,790200000.0,1014700000.0,855300000.0,880700000.0,388500000.0,585100000.0,654000000.0,511400000.0,698700000.0,725500000.0,371100000.0,510500000.0,430900000.0,201100000.0,348000000.0,141800000.0,387700000.0
,capitalExpenditure,-599800000.0,-506000000.0,-472800000.0,-473400000.0,-433500000.0,-409500000.0,-384900000.0,-312500000.0,-371100000.0,-311100000.0,-314200000.0,-308000000.0,-253500000.0,-238500000.0,-85900000.0,-49300000.0,-81900000.0,-110400000.0,-128300000.0,-137100000.0,-99900000.0,-84500000.0,-57500000.0,-56800000.0,-41800000.0,-44800000.0
,freeCashFlow,1992200000.0,1261500000.0,1247600000.0,1036600000.0,1400900000.0,526500000.0,454400000.0,501900000.0,883200000.0,479100000.0,700500000.0,547300000.0,627200000.0,150000000.0,499200000.0,604700000.0,429500000.0,588300000.0,597200000.0,234000000.0,410600000.0,346400000.0,143600000.0,291200000.0,100000000.0,342900000.0
