date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-1930000000.0,38524000000.0,1713000000.0,2031000000.0,35063000000.0,1463000000.0,1610000000.0,1915000000.0,2124000000.0,2033000000.0,1908000000.0,1454000000.0,975000000.0,1547000000.0,1296000000.0,1195000000.0,1045000000.0,3093000000.0,2836363530.0,3265119360.0,2535000000.0,2930000000.0,1360000000.0,1675000000.0,1434000000.0,648000000.0
,depreciationAndAmortization,28049000000.0,25810000000.0,17237000000.0,17665000000.0,13709000000.0,10825000000.0,10014000000.0,9696000000.0,7890000000.0,6541000000.0,5502000000.0,9089000000.0,8068000000.0,8112000000.0,7620000000.0,6702000000.0,6252000000.0,5108000000.0,4633766060.0,3492495360.0,3479000000.0,2936000000.0,2329000000.0,1855000000.0,2018000000.0,1532000000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-239000000.0,18000000.0,-288000000.0,-1004000000.0,474000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,41671060000.0,1263000000.0,-1177000000.0,-2944000000.0,10381000000.0,-2524000000.0,876000000.0,-4087000000.0,-94000000.0,-4616000000.0,-2727000000.0,-1556000000.0,-1567000000.0,-1880000000.0,-894000000.0,-899000000.0,298000000.0,-2171000000.0,-62337660.0,773078400.0,2000000.0,230000000.0,321000000.0,-347000000.0,-275000000.0,-364000000.0
,accountsReceivables,2551000000.0,-2818000000.0,-2426000000.0,-11349000000.0,-1889000000.0,-4379000000.0,-4962000000.0,-1948000000.0,-746000000.0,-2819000000.0,-1431000000.0,-953000000.0,-367000000.0,-1536000000.0,-442000000.0,-378000000.0,-108000000.0,361000000.0,418000000.0,0.0,148000000.0,74000000.0,243000000.0,-243000000.0,219000000.0,-2000000.0
,inventory,0.0,-5635000000.0,-3809000000.0,-2602000000.0,-4936000000.0,-4330000000.0,-1122000000.0,-1541000000.0,-2289000000.0,-2227000000.0,-1340000000.0,-2496000000.0,-2900000000.0,-1812000000.0,-1047000000.0,-344000000.0,-1243000000.0,-911000000.0,-685714260.0,-18190080.0,-396000000.0,-641000000.0,-321000000.0,-302000000.0,-627000000.0,-414000000.0
,accountsPayables,0.0,10230000000.0,4906000000.0,7394000000.0,15337000000.0,5556000000.0,6910000000.0,517000000.0,3833000000.0,0.0,823000000.0,3115000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-404000000.0,317000000.0,-304000000.0,622000000.0,881000000.0,-2479000000.0,-24000000.0,-244000000.0,-1062000000.0,-779000000.0,-1222000000.0,101000000.0,0.0,0.0,739000000.0,852000000.0,-1108000000.0,0.0,0.0,862000000.0,534000000.0,457000000.0,223000000.0,118000000.0,149000000.0
,otherNonCashItems,0.0,9426000000.0,8948000000.0,36899000000.0,10047000000.0,9662000000.0,6367000000.0,4285000000.0,5069000000.0,3885000000.0,2682000000.0,9052000000.0,19480000000.0,93000000.0,200000000.0,55000000.0,487000000.0,790000000.0,0.0,9095040.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,0.0,61638000000.0,47414000000.0,40135000000.0,50131000000.0,36742000000.0,37364000000.0,28758000000.0,30785000000.0,22244000000.0,18929000000.0,30907000000.0,23064000000.0,18022000000.0,16139000000.0,13728000000.0,15282000000.0,8858000000.0,9184415240.0,9113230080.0,7036000000.0,7074000000.0,4688000000.0,3727000000.0,4739000000.0,1816000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,-22926000000.0,-21584000000.0,-20838000000.0,-19083000000.0,-17485000000.0,0.0,0.0,0.0,-10615000000.0,-8386000000.0,-8536000000.0,-10186000000.0,-6015000000.0,-4924000000.0,-3641000000.0,-3385000000.0,-4023000000.0,-3085714170.0,-2728512000.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,35000000.0,2577000000.0,-884000000.0,-740000000.0,0.0,-2426000000.0,-5000000.0,-310000000.0,0.0,0.0,0.0,-11000000.0,-611000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-488000000.0,-40552000000.0,-2235000000.0,-361000000.0,-28000000.0,-673000000.0,-170000000.0,-2808000000.0,-1351000000.0,-66000000.0,-2001000000.0,0.0,-1040000000.0,46000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,29381000000.0,99000000.0,0.0,85000000.0,358000000.0,589000000.0,1607000000.0,3144000000.0,68000000.0,1108000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,-765000000.0,-1016000000.0,-1241000000.0,-1707000000.0,-1279000000.0,-17572000000.0,-17564000000.0,-16953000000.0,-4515000000.0,11382000000.0,-4540000000.0,-4450000000.0,-4918000000.0,-3620000000.0,-2469000000.0,0.0,-60000000.0,-2742857040.0,-1773532800.0,-1684000000.0,1257000000.0,879000000.0,968000000.0,-241000000.0,255000000.0
,netCashUsedForInvestingActivites,5325000000.0,-14132000000.0,-57662000000.0,31417000000.0,-38645000000.0,-28359000000.0,-15608000000.0,-55231000000.0,-14643000000.0,-18090000000.0,6174000000.0,-15834000000.0,-18060000000.0,-12437000000.0,-15401000000.0,-6485000000.0,-21478000000.0,-36501000000.0,-5828571210.0,-4429284480.0,-3725000000.0,3519000000.0,4171000000.0,4241000000.0,2685000000.0,3135000000.0
