date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-83000000.0,262900000.0,-1011000000.0,-1550000000.0,429900000.0,251200000.0,322854000.0,313192000.0,314213000.0,244520000.0,265708000.0,274258000.0,283869000.0,259654000.0,223718000.0,45413000.0,253165000.0,174183000.0,147952000.0,121496000.0,101016000.0,89900000.0,34800000.0,74600000.0,67200000.0,54000000.0
,depreciationAndAmortization,334000000.0,322800000.0,330800000.0,316400000.0,271700000.0,122900000.0,129077000.0,127903000.0,129199000.0,85035000.0,66340000.0,65175000.0,56929000.0,50289000.0,47434000.0,50560000.0,49296000.0,45661000.0,43859000.0,54334000.0,41359000.0,39600000.0,37500000.0,32400000.0,28100000.0,21500000.0
,deferredIncomeTax,-64000000.0,-37400000.0,-62000000.0,-143800000.0,-122800000.0,15800000.0,15391000.0,-31562000.0,-78536000.0,-88402000.0,1386000.0,195000.0,13371000.0,25568000.0,53700000.0,-91777000.0,7058000.0,32411000.0,-6019000.0,6451000.0,4249000.0,5900000.0,-22100000.0,-1800000.0,-3000000.0,-1700000.0
,stockBasedCompensation,47000000.0,66200000.0,21000000.0,48000000.0,41300000.0,25600000.0,25428000.0,25099000.0,22187000.0,20947000.0,18803000.0,16276000.0,17290000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,199000000.0,129700000.0,-173300000.0,-63600000.0,390900000.0,167322000.0,205981000.0,164081000.0,-105514000.0,-666124000.0,181714000.0,183340000.0,-79711000.0,262853000.0,117949000.0,-362993000.0,262034000.0,214512000.0,49530000.0,-31590000.0,18816000.0,10400000.0,20400000.0,-5800000.0,-15000000.0,-7900000.0
,accountsReceivables,0.0,-91400000.0,23500000.0,-63400000.0,-75100000.0,-900000.0,7196000.0,-32532000.0,-12591000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,124000000.0,13700000.0,-19900000.0,-62900000.0,65400000.0,32100000.0,21032000.0,-25367000.0,-36792000.0,21503000.0,-9309000.0,27710000.0,-32824000.0,-716000.0,-10775000.0,-7460000.0,4103000.0,15197000.0,-8940000.0,14763000.0,-1216000.0,4400000.0,-5600000.0,1700000.0,300000.0,-8200000.0
,accountsPayables,-23000000.0,26100000.0,7100000.0,44200000.0,7200000.0,8800000.0,10043000.0,-36728000.0,12843000.0,10816000.0,2165000.0,-4947000.0,5430000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-14000000.0,1004400000.0,874700000.0,1048000000.0,1111600000.0,720700000.0,553378000.0,347397000.0,183316000.0,288830000.0,954954000.0,773240000.0,589900000.0,669611000.0,406758000.0,288809000.0,651802000.0,389768000.0,175256000.0,125726000.0,157316000.0,138500000.0,128100000.0,107700000.0,113500000.0,128500000.0
,otherNonCashItems,1000000.0,-1500000.0,28600000.0,77200000.0,-17800000.0,41500000.0,20275000.0,38752000.0,12818000.0,21401000.0,2586000.0,-12155000.0,-24163000.0,4566000.0,20787000.0,0.0,0.0,0.0,9281000.0,0.0,0.0,-100000.0,-100000.0,-100000.0,0.0,600000.0
,netCashProvidedByOperatingActivites,635000000.0,632800000.0,499800000.0,601900000.0,563400000.0,497400000.0,560401000.0,417846000.0,369685000.0,393469000.0,362324000.0,362489000.0,335981000.0,387697000.0,271855000.0,232769000.0,306259000.0,257992000.0,172983000.0,211068000.0,145622000.0,121300000.0,93700000.0,94300000.0,83200000.0,67500000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65828000.0,-52614000.0,-45293000.0,-56257000.0,-78993000.0,-57454000.0,-49337000.0,-28425000.0,-36700000.0,-139900000.0,-108900000.0,-23800000.0,-17600000.0
,acquisitionsNet,0.0,8000000.0,-130000000.0,-146000000.0,187000000.0,-54000000.0,-2000000.0,-66000000.0,-5000000.0,-1788000000.0,-36000000.0,-3000000.0,-117000000.0,-101000000.0,-32000000.0,-18000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-1000000.0,0.0,-6100000.0,-2500000.0,-23900000.0,-6300000.0,-98743000.0,-104880000.0,-14221000.0,0.0,0.0,0.0,-166208000.0,-138471000.0,-285412000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,58000000.0,41300000.0,62100000.0,6500000.0,20100000.0,30700000.0,68343000.0,10784000.0,0.0,6000.0,0.0,222000.0,314025000.0,73000.0,285638000.0,0.0,0.0,23506000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,-900000.0,520600000.0,46300000.0,-900000.0,-1500000.0,-1577000.0,-25575000.0,-51654000.0,0.0,0.0,0.0,0.0,20363000.0,-5108000.0,0.0,20980000.0,0.0,-1423000.0,-4900000.0,-3600000.0,-3600000.0,-75300000.0,-70700000.0
,netCashUsedForInvestingActivites,-1106000000.0,-68400000.0,-253300000.0,-286400000.0,60000000.0,-54900000.0,-138693000.0,-260231000.0,-115021000.0,-1886842000.0,-129490000.0,-53399000.0,-47804000.0,-299391000.0,-76291000.0,-42472000.0,25758000.0,-67566000.0,-84502000.0,-861215000.0,-44628000.0,-35500000.0,-142400000.0,-111200000.0,-98700000.0,-85900000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
