Date,2018-06,2017-06,2016-06,2015-06,2014-04
Cash and cash equivalents,11000000.0,15000000.0,1000000.0,3000000.0,5000000.0
Short-term investments,1000000.0,000000.0,6000000.0,6000000.0,000000.0
Cash and short-term investments,1000000.0,000000.0,6000000.0,6000000.0,000000.0
Receivables,9000000.0,15000000.0,9000000.0,8000000.0,5000000.0
Inventories,0000000.0,5000000.0,000000.0,000000.0,4000000.0
Total current assets,57000000.0,86000000.0,37000000.0,31000000.0,22000000.0
Property Plant & Equipment Net,2000000.0,3000000.0,1000000.0,1000000.0,5000000.0
Goodwill and Intangible Assets,49000000,78000000,32000000,26000000,15000000
Long-term investments,000000.0,2000000.0,2000000.0,000000.0,000000.0
Tax assets,0000000.0,1000000.0,1000000.0,1000000.0,000000.0
Total non-current assets,2000000.0,15000000.0,8000000.0,4000000.0,2000000.0
Total assets,91000000.0,129000000.0,55000000.0,46000000.0,35000000.0
Payables,6000000.0,4000000.0,3000000.0,2000000.0,4000000.0
Short-term debt,1000000.0,7000000.0,4000000.0,000000.0,000000.0
Total current liabilities,41000000.0,43000000.0,11000000.0,10000000.0,5000000.0
Long-term debt,000000.0,13000000.0,5000000.0,000000.0,000000.0
Total debt,000000.0,13000000.0,5000000.0,000000.0,000000.0
Deferred revenue,22000000.0,23000000.0,000000.0,000000.0,000000.0
Tax Liabilities,000000.0,000000.0,000000.0,1000000.0,000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,15000000.0,8000000.0,4000000.0,2000000.0
Total liabilities,43000000.0,57000000.0,18000000.0,13000000.0,7000000.0
Other comprehensive income,0000000.0,-1000000.0,-0000000.0,-0000000.0,000000.0
Retained earnings (deficit),-48000000.0,17000000.0,11000000.0,7000000.0,000000.0
Total shareholders equity,48000000.0,71000000.0,37000000.0,33000000.0,28000000.0
Investments,000000.0,2000000.0,2000000.0,000000.0,000000.0
Net Debt,-10000000,5000000,8000000,-3000000,-5000000
Other Assets,4000000,-2000000,3000000,-2000000,0
Other Liabilities,13000000,9000000,6000000,9000000,3000000
