Date,2018-12,2017-12,2016-12,2015-12,2014-12
Revenue,11449000000.0,10286000000.0,1581000000.0,464000000.0,455000000.0
Revenue Growth,,,,,
Cost of Revenue,2034000000.0,1880000000.0,526000000.0,352000000.0,354000000.0
Gross Profit,9415000000.0,8406000000.0,1055000000.0,113000000.0,101000000.0
R&D Expenses,,,,,
SG&A Expense,6552000000.0,5924000000.0,776000000.0,50000000.0,43000000.0
Operating Expenses,9630000000.0,9160000000.0,1437000000.0,103000000.0,91000000.0
Operating Income,-215000000.0,-754000000.0,-382000000.0,10000000.0,10000000.0
Interest Expense,135000000.0,125000000.0,19000000.0,2000000.0,3000000.0
Earnings before Tax,-857000000.0,-3146000000.0,1621000000.0,444000000.0,67000000.0
Income Tax Expense,-214000000.0,-1141000000.0,-451000000.0,163000000.0,21000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-128000000.0,-192000000.0,2292000000.0,281000000.0,45000000.0
Preferred Dividends,,,,,
Net Income Com,-128000000.0,-192000000.0,2292000000.0,281000000.0,45000000.0
EPS,-2.25,-3.37,40.21,57,57
EPS Diluted,-2.25,-3.37,39.52,57,57
Weighted Average Shs Out,57000000.0,57000000.0,57000000.0,,
Weighted Average Shs Out (Dil),58000000.0,58000000.0,58000000.0,,
Dividend per Share,,,,,
Gross Margin,0.82234256266923,0.81722729924169,0.66729917773561,0.24353448275862,0.22197802197802
EBITDA Margin,0.10603546161237,-0.073400738868365,1.3415559772296,1.0086206896552,0.1956043956044
EBIT Margin,-0.018080181675255,-0.11744118218938,1.1764705882353,0.96120689655172,0.15164835164835
Profit Margin,-0.011180015721897,-0.018666148162551,1.449715370019,0.60560344827586,0.098901098901099
Free Cash Flow margin,,,,,
EBITDA,1214000000.0,-755000000.0,2121000000.0,468000000.0,89000000.0
EBIT,-207000000,-1208000000,1860000000,446000000,69000000
Consolidated Income,-128000000.0,-192000000.0,2292000000.0,281000000.0,45000000.0
Earnings Before Tax Margin,-0.074853699013014,-0.30585261520513,1.0253004427577,0.95689655172414,0.14725274725275
Net Profit Margin,-0.011180015721897,-0.018666148162551,1.449715370019,0.60560344827586,0.098901098901099
