Date,2018-12,2017-12,2016-12,2015-12,2014-12
Cash and cash equivalents,2202000000.0,2120000000.0,1816000000.0,1832000000.0,6328000000.0
Short-term investments,2713000000.0,3743000000.0,5333000000.0,4299000000.0,3770000000.0
Cash and short-term investments,2713000000.0,3743000000.0,5333000000.0,4299000000.0,3770000000.0
Receivables,1382000000.0,1357000000.0,592000000.0,619000000.0,14942000000.0
Inventories,,,,,
Total current assets,15693000000.0,18238000000.0,14972000000.0,9881000000.0,18601000000.0
Property Plant & Equipment Net,,,,,
Goodwill and Intangible Assets,5252000000,4842000000,4603000000,4541000000,9658000000
Long-term investments,3778000000.0,6331000000.0,3969000000.0,3391000000.0,5777000000.0
Tax assets,4792000000.0,5195000000.0,4608000000.0,000000.0,000000.0
Total non-current assets,12084000000.0,14379000000.0,9461000000.0,8946000000.0,7695000000.0
Total assets,22819000000.0,25981000000.0,23847000000.0,17785000000.0,45132000000.0
Payables,286000000.0,330000000.0,283000000.0,349000000.0,401000000.0
Short-term debt,1546000000.0,781000000.0,1451000000.0,000000.0,850000000.0
Total current liabilities,4454000000.0,3539000000.0,3847000000.0,2263000000.0,17531000000.0
Long-term debt,7685000000.0,9234000000.0,7509000000.0,6779000000.0,6777000000.0
Total debt,7685000000.0,9234000000.0,7509000000.0,6779000000.0,6777000000.0
Deferred revenue,170000000.0,117000000.0,110000000.0,106000000.0,188000000.0
Tax Liabilities,2925000000.0,3425000000.0,1888000000.0,2092000000.0,792000000.0
Deposit Liabilities,,,,,
Total non-current liabilities,12084000000.0,14379000000.0,9461000000.0,8946000000.0,7695000000.0
Total liabilities,16538000000.0,17918000000.0,13308000000.0,11209000000.0,25226000000.0
Other comprehensive income,498000000.0,717000000.0,-124000000.0,526000000.0,1171000000.0
Retained earnings (deficit),16459000000.0,13943000000.0,14959000000.0,7713000000.0,18900000000.0
Total shareholders equity,6281000000.0,8063000000.0,10539000000.0,6576000000.0,19906000000.0
Investments,3778000000.0,6331000000.0,3969000000.0,3391000000.0,5777000000.0
Net Debt,7029000000,7895000000,7144000000,4947000000,1299000000
Other Assets,1103000000,796000000,1410000000,1549000000,1755000000
Other Liabilities,2565000000,3618000000,64000000,75000000,10671000000
