Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,55199000.0,50024000.0,58761000.0
Short-term investments,88904000.0,9997000.0,12992000.0
Cash and short-term investments,144103000.0,60021000.0,71753000.0
Receivables,800000.0,0.0,0.0
Inventories,0.0,0.0,0.0
Total current assets,149602000.0,63035000.0,72438000.0
Property Plant & Equipment Net,10245000.0,6778000.0,4859000.0
Goodwill and Intangible Assets,127804000.0,128201000.0,21359000.0
Long-term investments,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0
Total non-current assets,138049000.0,135512000.0,133125000.0
Total assets,287651000.0,198547000.0,205563000.0
Payables,5168000.0,4594000.0,462000.0
Short-term debt,41841000.0,0.0,0.0
Total current liabilities,14287000.0,12085000.0,12008000.0
Long-term debt,2105000.0,0.0,0.0
Total debt,43946000.0,0.0,0.0
Deferred revenue,2572000.0,0.0,0.0
Tax Liabilities,0.0,6039000.0,18520000.0
Deposit Liabilities,0.0,0.0,0.0
Total non-current liabilities,4691000.0,87081000.0,81868000.0
Total liabilities,162356000.0,99166000.0,93876000.0
Other comprehensive income,371257000,79000.0,0.0
Retained earnings (deficit),-246203000.0,-148808000.0,-82365000.0
Total shareholders equity,125295000.0,-93515000.0,-38590000.0
Investments,88904000.0,9997000.0,12992000.0
Net Debt,-11253000.0,-60021000.0,-71753000.0
Other Assets,0.0,3014000.0,685000.0
Other Liabilities,143378000.0,7491000.0,11546000.0
