Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,901000000.0,806000000.0,753000000.0,583000000.0,440000000.0
Revenue Growth,,,,,
Cost of Revenue,476000000.0,434000000.0,413000000.0,330000000.0,248000000.0
Gross Profit,425000000.0,372000000.0,340000000.0,253000000.0,192000000.0
R&D Expenses,125000000.0,107000000.0,104000000.0,89000000.0,70000000.0
SG&A Expense,143000000.0,124000000.0,117000000.0,96000000.0,76000000.0
Operating Expenses,288000000.0,255000000.0,245000000.0,205000000.0,144000000.0
Operating Income,138000000.0,117000000.0,95000000.0,48000000.0,48000000.0
Interest Expense,2000000.0,8000000.0,18000000.0,10000000.0,3000000.0
Earnings before Tax,132000000.0,96000000.0,71000000.0,39000000.0,46000000.0
Income Tax Expense,1000000.0,16000000.0,14000000.0,3000000.0,7000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,132000000.0,79000000.0,57000000.0,35000000.0,40000000.0
Preferred Dividends,,,,,
Net Income Com,132000000.0,79000000.0,57000000.0,35000000.0,40000000.0
EPS,2.76,1.74,1.34,0.85,0.94
EPS Diluted,2.71,1.71,1.31,0.83,0.92
Weighted Average Shs Out,48000000.0,46000000.0,42000000.0,42000000.0,43000000.0
Weighted Average Shs Out (Dil),49000000.0,46000000.0,43000000.0,43000000.0,43000000.0
Dividend per Share,,,,,
Gross Margin,0.47169811320755,0.46153846153846,0.45152722443559,0.43396226415094,0.43636363636364
EBITDA Margin,0.19866814650388,0.1848635235732,0.17795484727756,0.13722126929674,0.14090909090909
EBIT Margin,0.14983351831299,0.12779156327543,0.11819389110226,0.082332761578045,0.11363636363636
Profit Margin,0.1465038845727,0.098014888337469,0.075697211155378,0.060034305317324,0.090909090909091
Free Cash Flow margin,,,,,
EBITDA,179000000.0,149000000.0,134000000.0,80000000.0,62000000.0
EBIT,135000000,103000000,89000000,48000000,50000000
Consolidated Income,132000000.0,79000000.0,57000000.0,35000000.0,40000000.0
Earnings Before Tax Margin,0.1465038845727,0.11910669975186,0.094289508632138,0.066895368782161,0.10454545454545
Net Profit Margin,0.1465038845727,0.098014888337469,0.075697211155378,0.060034305317324,0.090909090909091
