date,,2021-01-31_FY,2020-02-02_FY,2019-02-03_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-02-01_FY,2014-02-02_FY,2013-02-03_FY,2012-01-29_FY,2011-01-30_FY,2010-01-31_FY,2009-02-01_FY,2008-02-03_FY,2007-01-28_FY,2006-01-29_FY,2005-01-30_FY,2004-02-01_FY,2003-02-02_FY,2002-02-03_FY,2001-01-28_FY,2000-01-30_FY,1999-01-31_FY,1998-02-01_FY,1997-02-02_FY,1996-01-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,680714000.0,356062000.0,333684000.0,259545000.0,305387000.0,310068000.0,308854000.0,278900000.0,256700000.0,236900000.0,200200000.0,77442000.0,30000000.0,195800000.0,208900000.0,214900000.0,191200000.0,157200000.0,124400000.0,75100000.0,56800000.0,68100000.0,54900000.0,41300000.0,22700000.0,2500000.0
,depreciationAndAmortization,188655000.0,187759000.0,188808000.0,183077000.0,173195000.0,167760000.0,162273000.0,149800000.0,134500000.0,130600000.0,144600000.0,151796000.0,148100000.0,140700000.0,135000000.0,123200000.0,111600000.0,99500000.0,91500000.0,81600000.0,62400000.0,45200000.0,26400000.0,28900000.0,24300000.0,16500000.0
,deferredIncomeTax,-13061000.0,-2557000.0,23639000.0,63381000.0,7114000.0,7156000.0,-248000.0,-28300000.0,-9000000.0,14200000.0,23600000.0,-23595000.0,5100000.0,-32000000.0,-50800000.0,-20800000.0,-6300000.0,-6500000.0,-2500000.0,-6700000.0,4800000.0,0.0,500000.0,3200000.0,-300000.0,100000.0
,stockBasedCompensation,73185000.0,64163000.0,59802000.0,42988000.0,51116000.0,41357000.0,44632000.0,38788000.0,31042000.0,24336000.0,26630000.0,24989000.0,1059000.0,26812000.0,26813000.0,440000.0,0.0,250000.0,7291000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,102669000.0,-473451000.0,-9091000.0,222698000.0,66251000.0,-176302000.0,-42025000.0,-101700000.0,-44900000.0,-31300000.0,119189000.0,136711000.0,41700000.0,-35000000.0,-19500000.0,141200000.0,106600000.0,44400000.0,80600000.0,38400000.0,-112500000.0,21200000.0,38300000.0,38100000.0,57400000.0,-10400000.0
,accountsReceivables,-31503000.0,-5034000.0,-15329000.0,149000.0,-9794000.0,-12849000.0,-9366000.0,786000.0,-16408000.0,-4763000.0,3477000.0,-6620000.0,9579000.0,2091000.0,1070000.0,-6829000.0,-10900000.0,2796000.0,-2121000.0,6100000.0,-15800000.0,-2300000.0,0.0,-3300000.0,1300000.0,-7800000.0
,inventory,99144000.0,24219000.0,-70331000.0,-80235000.0,4493000.0,-92647000.0,-76964000.0,-174664000.0,-85981000.0,-34853000.0,-46464000.0,108332000.0,118679000.0,-81469000.0,-90598000.0,-67474000.0,-48017000.0,-82196000.0,-71850000.0,33900000.0,-25800000.0,-84100000.0,-40700000.0,-21800000.0,10900000.0,-33700000.0
,accountsPayables,25489000.0,-11051000.0,62377000.0,2382000.0,3169000.0,60507000.0,4455000.0,135095000.0,22461000.0,-21154000.0,35946000.0,29202000.0,-27532000.0,-30068000.0,11981000.0,14365000.0,17773000.0,-11358000.0,66818000.0,60300000.0,-56700000.0,-31500000.0,0.0,5900000.0,-6100000.0,-8900000.0
,otherWorkingCapital,82841000.0,146080000.0,619531000.0,628622000.0,405924000.0,339673000.0,515975000.0,558000000.0,659700000.0,704600000.0,735900000.0,616711000.0,480000000.0,438300000.0,473300000.0,492800000.0,351600000.0,245000000.0,200600000.0,120000000.0,81600000.0,194100000.0,172900000.0,134600000.0,96500000.0,39100000.0
,otherNonCashItems,210321000.0,273988000.0,43233000.0,19370000.0,27623000.0,-24572000.0,23610000.0,16200000.0,12800000.0,200000.0,-7000000.0,-36799000.0,4700000.0,6000000.0,17800000.0,3300000.0,-8000000.0,3500000.0,7400000.0,3400000.0,-8700000.0,900000.0,0.0,1500000.0,-1000000.0,-900000.0
,netCashProvidedByOperatingActivites,1274848000.0,607294000.0,585986000.0,499704000.0,524709000.0,544026000.0,461697000.0,453800000.0,364100000.0,291300000.0,356000000.0,490718000.0,230200000.0,245500000.0,309100000.0,348400000.0,304400000.0,209400000.0,310200000.0,205000000.0,181300000.0,105700000.0,79700000.0,75900000.0,112200000.0,2400000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-169513000.0,-186276000.0,-190102000.0,-189712000.0,-197414000.0,-202935000.0,-204800000.0,-193953000.0,-205404000.0,-130353000.0,-61906000.0,-72263000.0,-191789000.0,-212024000.0,-190980000.0,-151788000.0,-181453000.0,-211979000.0,-156181000.0,-156000000.0,-234800000.0,-127700000.0,-78900000.0,-59300000.0,-47600000.0,-86500000.0
,acquisitionsNet,0.0,0.0,0.0,-80528000.0,0.0,0.0,0.0,0.0,0.0,-25363000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,-148834000.0,-295304000.0,-196179000.0,-151272000.0,0.0,-224377000.0,-239274000.0,-155080000.0,-194429000.0,-125000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,629000.0,149562000.0,298304000.0,194845000.0,149849000.0,769000.0,239306000.0,240400000.0,153669000.0,192441000.0,122911000.0,1033000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-168884000.0,-185548000.0,-187899000.0,-269760000.0,-196975000.0,-202166000.0,-188600000.0,-190600000.0,-206800000.0,-157700000.0,-64000000.0,-71230000.0,-144000000.0,-197300000.0,-189300000.0,-151800000.0,-181500000.0,-212000000.0,-155500000.0,-155300000.0,-233400000.0,-116400000.0,-76700000.0,-59100000.0,-46000000.0,-85800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
