date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-31000000.0,226000000.0,427000000.0,111000000.0,640000000.0,159000000.0,319000000.0,244000000.0,300000000.0,219000000.0,10000000.0,-431000000.0,18000000.0,-551000000.0,-739000000.0,-1605000000.0,82000000.0,222000000.0,-182000000.0,-298000000.0,334000000.0,513000000.0,534100000.0,369100000.0,306000000.0,288100000.0,228200000.0,79600000.0,-382000000.0,13500000.0,75600000.0,132100000.0
,depreciationAndAmortization,365000000.0,339000000.0,270000000.0,233000000.0,182000000.0,174000000.0,213000000.0,262000000.0,277000000.0,307000000.0,314000000.0,397000000.0,388000000.0,279000000.0,0.0,310000000.0,361000000.0,394000000.0,478000000.0,548000000.0,523000000.0,519000000.0,487700000.0,334500000.0,278400000.0,245800000.0,210600000.0,-195700000.0,-191600000.0,-192600000.0,-193600000.0,-168900000.0
,deferredIncomeTax,-35000000.0,-137000000.0,-64000000.0,179000000.0,-480000000.0,-10000000.0,-199000000.0,-10000000.0,-80000000.0,-14000000.0,-10000000.0,-20000000.0,213000000.0,-29000000.0,0.0,751000000.0,-125000000.0,-35000000.0,-135000000.0,-116000000.0,118000000.0,66000000.0,64600000.0,57400000.0,63900000.0,11700000.0,59400000.0,31100000.0,-300000.0,-20300000.0,-3200000.0,-27300000.0
,stockBasedCompensation,14000000.0,19000000.0,16000000.0,23000000.0,17000000.0,14000000.0,16000000.0,16000000.0,19000000.0,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,27000000.0,157000000.0,-20000000.0,149000000.0,-352000000.0,-310000000.0,-204000000.0,254000000.0,87000000.0,30000000.0,100000000.0,139000000.0,447000000.0,-398000000.0,2706000000.0,-2247000000.0,-789000000.0,274000000.0,986000000.0,316000000.0,-921000000.0,562600000.0,-93600000.0,71000000.0,314000000.0,-32000000.0,-642300000.0,481400000.0,211800000.0,-104100000.0,-931700000.0,59100000.0
,accountsReceivables,-66000000.0,134000000.0,0.0,-141000000.0,-86000000.0,0.0,-32000000.0,12000000.0,146000000.0,-264000000.0,-96000000.0,107000000.0,434000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98700000.0,-31400000.0,9500000.0,-3900000.0,66600000.0
,inventory,69000000.0,35000000.0,0.0,-146000000.0,-13000000.0,-28000000.0,-56000000.0,50000000.0,38000000.0,-99000000.0,-108000000.0,299000000.0,14000000.0,-5000000.0,0.0,81000000.0,-173000000.0,5000000.0,3000000.0,166000000.0,128000000.0,-183000000.0,-71500000.0,25400000.0,-16400000.0,-81800000.0,-82800000.0,8900000.0,-2300000.0,87000000.0,15700000.0,32900000.0
,accountsPayables,82000000.0,-96000000.0,0.0,234000000.0,70000000.0,-22000000.0,66000000.0,60000000.0,-173000000.0,204000000.0,178000000.0,-184000000.0,-210000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-27000000.0,1317000000.0,1160000000.0,1180000000.0,1031000000.0,1383000000.0,1693000000.0,1897000000.0,1643000000.0,1556000000.0,1526000000.0,1426000000.0,1287000000.0,840000000.0,1238000000.0,-1468000000.0,779000000.0,1568000000.0,1294000000.0,308000000.0,-8000000.0,913000000.0,350400000.0,444000000.0,373000000.0,59000000.0,91000000.0,733300000.0,251900000.0,40100000.0,144200000.0,1075900000.0
,otherNonCashItems,-3000000.0,8000000.0,14000000.0,1000000.0,-2000000.0,26000000.0,51000000.0,-20000000.0,9000000.0,-4000000.0,0.0,-35000000.0,-782000000.0,221000000.0,0.0,405000000.0,-213000000.0,-152000000.0,119000000.0,-82000000.0,-305000000.0,-75000000.0,-69400000.0,-158000000.0,60600000.0,15700000.0,24300000.0,391400000.0,383200000.0,385300000.0,387200000.0,337800000.0
,netCashProvidedByOperatingActivites,386000000.0,637000000.0,568000000.0,554000000.0,384000000.0,406000000.0,510000000.0,577000000.0,339000000.0,370000000.0,287000000.0,208000000.0,-1019000000.0,-52000000.0,52000000.0,-216000000.0,55000000.0,335000000.0,521000000.0,639000000.0,984000000.0,608000000.0,795600000.0,697700000.0,696200000.0,377800000.0,465800000.0,484600000.0,247300000.0,284300000.0,362000000.0,323000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-326000000.0,-426000000.0,-325000000.0,-393000000.0,-322000000.0,-260000000.0,-234000000.0,-209000000.0,-164000000.0,-196000000.0,-120000000.0,-99000000.0,-250000000.0,-254000000.0,-314000000.0,-297000000.0,-330000000.0,-305000000.0,-377000000.0,-475000000.0,-853000000.0,-1287000000.0,-1207800000.0,-878300000.0,-782800000.0,-810000000.0,-710600000.0,-177900000.0,-113900000.0,-150200000.0,-229200000.0,-228500000.0
,acquisitionsNet,-6000000.0,-667000000.0,-150000000.0,-182000000.0,-44000000.0,0.0,9000000.0,0.0,-4000000.0,-147000000.0,118000000.0,0.0,5000000.0,609000000.0,178000000.0,161000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-44000000.0,-33000000.0,-37000000.0,-35000000.0,-93000000.0,-43000000.0,-84000000.0,-84000000.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85600000.0,0.0,0.0,0.0,-8300000.0,-218600000.0,-83600000.0,-82200000.0,-72300000.0
