Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Cash and cash equivalents,11976000.0,12000000.0,20447000.0,20000000.0,18706000.0,19000000.0,22485000.0,22000000.0,13806000.0,14000000.0,15181000.0,13364000.0
Short-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,296000.0
Cash and short-term investments,11976000.0,,20447000.0,,18706000.0,,22485000.0,,13806000.0,,15181000.0,13660000.0
Receivables,25424000.0,25000000.0,20567000.0,21000000.0,12892000.0,13000000.0,16932000.0,17000000.0,17062000.0,17000000.0,15007000.0,13094000.0
Inventories,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total current assets,113941000.0,1382000000.0,115414000.0,1398000000.0,103529000.0,1054000000.0,141547000.0,1097000000.0,138444000.0,1139000000.0,119348000.0,112519000.0
Property Plant & Equipment Net,57188000.0,57000000.0,53132000.0,53000000.0,41963000.0,42000000.0,44000000.0,44000000.0,42090000.0,42000000.0,40079000.0,25696000.0
Goodwill and Intangible Assets,1257233000.0,1258000000,1284878000.0,1285000000,957252000.0,957000000,997383000.0,998000000,1029766000.0,1030000000,1097879000.0,1171341000.0
Long-term investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,714000.0
Tax assets,112209000.0,000000.0,163688000.0,000000.0,0.0,000000.0,23750000.0,24000000.0,35318000.0,35000000.0,18092000.0,18563000.0
Total non-current assets,1382302000.0,888000000.0,1398419000.0,954000000.0,1053810000.0,648000000.0,1096859000.0,805000000.0,1139315000.0,850000000.0,1207922000.0,1286961000.0
Total assets,1496243000.0,1496000000.0,1513833000.0,1514000000.0,1157339000.0,1157000000.0,1238406000.0,1238000000.0,1277759000.0,1278000000.0,1327270000.0,1399480000.0
Payables,23357000.0,23000000.0,19619000.0,20000000.0,9974000.0,10000000.0,9940000.0,10000000.0,10351000.0,10000000.0,6385000.0,4931000.0
Short-term debt,16612000.0,17000000.0,16847000.0,17000000.0,11169000.0,11000000.0,6197000.0,6000000.0,6586000.0,7000000.0,4681000.0,4182000.0
Total current liabilities,333847000.0,334000000.0,324732000.0,325000000.0,271200000.0,271000000.0,259534000.0,260000000.0,257316000.0,257000000.0,233223000.0,191362000.0
Long-term debt,630358000.0,630000000.0,647294000.0,647000000.0,411409000.0,411000000.0,501085000.0,501000000.0,556506000.0,557000000.0,688140000.0,714703000.0
Total debt,646970000.0,630000000.0,664141000.0,647000000.0,422578000.0,411000000.0,507282000.0,501000000.0,563092000.0,557000000.0,692821000.0,718885000.0
Deferred revenue,233574000.0,186000000.0,230206000.0,196000000.0,219187000.0,191000000.0,217394000.0,185000000.0,208856000.0,187000000.0,191149000.0,142157000.0
Tax Liabilities,5492000.0,51000000.0,3859000.0,80000000.0,3494000.0,38000000.0,3431000.0,112000000.0,3100000.0,102000000.0,2476.0,0.0
Deposit Liabilities,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Total non-current liabilities,887760000.0,888000000.0,953649000.0,954000000.0,647962000.0,648000000.0,804782000.0,805000000.0,850398000.0,850000000.0,932434000.0,936362000.0
Total liabilities,1221607000.0,1222000000.0,1278381000.0,1278000000.0,919162000.0,919000000.0,1064316000.0,1064000000.0,1107714000.0,1108000000.0,1165657000.0,1127724000.0
Other comprehensive income,474086000,-5000000.0,516056000,-4000000.0,520898000,-2000000.0,546016000,-1000000.0,528101000,0000000.0,454022000,441955000
Retained earnings (deficit),-194996000.0,-195000000.0,-276634000.0,-277000000.0,-280624000.0,-281000000.0,-370585000.0,-371000000.0,-358127000.0,-358000000.0,-292463000.0,-170246000.0
Total shareholders equity,274636000.0,275000000.0,235452000.0,235000000.0,238177000.0,238000000.0,174090000.0,174000000.0,170045000.0,170000000.0,161613000.0,271756000.0
Investments,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1010000.0
Net Debt,634994000.0,635000000,643694000.0,644000000,403872000.0,403000000,484797000.0,485000000,549286000.0,550000000,677640000.0,705521000.0
Other Assets,0.0,134000000,0.0,122000000,0.0,119000000,0.0,123000000,0.0,132000000,0.0,0.0
Other Liabilities,0.0,64000000,0.0,74000000,0.0,25000000,0.0,18000000,0.0,21000000,0.0,0.0
