date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,478000000.0,759000000.0,1080000000.0,1384000000.0,854000000.0,848000000.0,751000000.0,1165000000.0,437000000.0,696000000.0,438000000.0,136000000.0,346000000.0,300000000.0,409000000.0,557000000.0,170000000.0,-270000000.0,61000000.0,-179000000.0,303000000.0,48000000.0,249000000.0,286000000.0,380000000.0
,depreciationAndAmortization,574000000.0,611000000.0,604000000.0,587000000.0,580000000.0,571000000.0,450000000.0,433000000.0,360000000.0,273000000.0,280000000.0,274000000.0,267000000.0,327000000.0,308000000.0,304000000.0,322000000.0,367000000.0,397000000.0,435000000.0,418000000.0,383000000.0,351000000.0,327000000.0,314000000.0
,deferredIncomeTax,-111000000.0,23000000.0,-51000000.0,-394000000.0,177000000.0,107000000.0,99000000.0,331000000.0,48000000.0,11000000.0,59000000.0,185000000.0,-71000000.0,-9000000.0,7000000.0,115000000.0,-136000000.0,-140000000.0,95000000.0,-148000000.0,64000000.0,-18000000.0,66000000.0,7000000.0,8000000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,252000000.0,18000000.0,353000000.0,90000000.0,249000000.0,-329000000.0,-219000000.0,140000000.0,42000000.0,211000000.0,42000000.0,344000000.0,-580000000.0,-192000000.0,490000000.0,204000000.0,136000000.0,228000000.0,-195000000.0,235000000.0,384000000.0,-549000000.0,-106000000.0,-22000000.0,44000000.0
,accountsReceivables,-31000000.0,170000000.0,16000000.0,-53000000.0,-29000000.0,114000000.0,19000000.0,-38000000.0,48000000.0,-73000000.0,-358000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,291000000.0,-80000000.0,-224000000.0,-71000000.0,54000000.0,-26000000.0,-61000000.0,-6000000.0,38000000.0,-156000000.0,-160000000.0,100000000.0,-95000000.0,66000000.0,-99000000.0,-110000000.0,18000000.0,41000000.0,-58000000.0,-8000000.0,-43000000.0,63000000.0,19000000.0,-65000000.0,10000000.0
,accountsPayables,-100000000.0,-27000000.0,90000000.0,123000000.0,7000000.0,-102000000.0,-30000000.0,-2000000.0,10000000.0,-51000000.0,152000000.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,92000000.0,1532000000.0,1514000000.0,1161000000.0,1071000000.0,822000000.0,1151000000.0,1370000000.0,1230000000.0,1188000000.0,977000000.0,935000000.0,591000000.0,1171000000.0,1363000000.0,873000000.0,669000000.0,533000000.0,305000000.0,500000000.0,265000000.0,-119000000.0,430000000.0,536000000.0,558000000.0
,otherNonCashItems,-136000000.0,38000000.0,-10000000.0,71000000.0,17000000.0,71000000.0,27000000.0,82000000.0,26000000.0,696000000.0,115000000.0,0.0,1000000.0,138000000.0,62000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,1455000000.0,1504000000.0,1543000000.0,1657000000.0,1385000000.0,1612000000.0,1408000000.0,1297000000.0,1128000000.0,625000000.0,575000000.0,758000000.0,653000000.0,732000000.0,609000000.0,769000000.0,494000000.0,244000000.0,801000000.0,431000000.0,831000000.0,744000000.0,731000000.0,698000000.0,746000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-383000000.0,-425000000.0,-528000000.0,-649000000.0,-626000000.0,-652000000.0,-593000000.0,-483000000.0,-465000000.0,-457000000.0,-243000000.0,-310000000.0,-644000000.0,-529000000.0,-405000000.0,-343000000.0,-248000000.0,-230000000.0,-427000000.0,-234000000.0,-226000000.0,-292000000.0,-500000000.0,-749000000.0,-789000000.0
,acquisitionsNet,-1000000.0,-48000000.0,-3000000.0,-4000000.0,-26000000.0,-45000000.0,-3509000000.0,0.0,-2669000000.0,-156000000.0,-190000000.0,-68000000.0,0.0,-40000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000000.0,651000000.0,13000000.0,30000000.0,0.0,0.0,0.0,417000000.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-10000000.0,-7000000.0,68000000.0,-4000000.0,-3000000.0,4000000.0,14000000.0,31000000.0,-23000000.0,29000000.0,-15000000.0,-13000000.0,-31000000.0,32000000.0,-11000000.0,-142000000.0,-27000000.0,14000000.0,-43000000.0,-36000000.0,-51000000.0,-42000000.0,-21000000.0,-16000000.0,-37000000.0
,netCashUsedForInvestingActivites,-394000000.0,-480000000.0,-463000000.0,-643000000.0,-655000000.0,-693000000.0,-4091000000.0,-457000000.0,-2962000000.0,-142000000.0,-442000000.0,-369000000.0,-376000000.0,-335000000.0,-94000000.0,-18000000.0,-148000000.0,-160000000.0,-467000000.0,-523000000.0,-465000000.0,-715000000.0,-545000000.0,-745000000.0,-809000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
