Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,3072243.0,3276103.0,11875893.0,1117643.0,376467.0
Short-term investments,81611.0,689171.0,277745.0,210025.0,0.0
Cash and short-term investments,3153854.0,3965274.0,12153638.0,1327668.0,376467.0
Receivables,31239877.0,21128965.0,15637987.0,10718772.0,5384263.0
Inventories,365480.0,1582501.0,2249623.0,2844552.0,1883493.0
Total current assets,38421753.0,38580847.0,34579071.0,16835897.0,11550583.0
Property, Plant & Equipment Net,12515894.0,14588262.0,11186013.0,11668607.0,8407737.0
Goodwill and Intangible Assets,969339.0,1086148.0,1071310.0,1203383.0,1331598.0
Long-term investments,3054090.0,0.0,0.0,0.0,0.0
Tax assets,1648967.0,247324.0,242963.0,318226.0,245847.0
Total non-current assets,18231923.0,15967835.0,12500286.0,13298047.0,11227421.0
Total assets,56653676.0,54548682.0,47079357.0,30133944.0,22778004.0
Payables,1361687.0,1276784.0,1253612.0,1549320.0,715783.0
Short-term debt,3992731.0,692444.0,287986.0,814116.0,850960.0
Total current liabilities,19683974.0,13189549.0,15399512.0,13652325.0,9764087.0
Long-term debt,212351.0,826595.0,532775.0,0.0,0.0
Total debt,4205082.0,1519039.0,820761.0,814116.0,850960.0
Deferred revenue,3131338.0,2825215.0,4103473.0,3787637.0,2826590.0
Tax Liabilities,9085746.0,7067593.0,8744563.0,6812280.0,4974763.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,212351.0,826595.0,532775.0,0.0,0.0
Total liabilities,19896325.0,14016144.0,15932287.0,13652325.0,9764087.0
Other comprehensive income,-1353141.0,402387.0,-1846694.0,-445570.0,482322.0
Retained earnings (deficit),24732776.0,29877491.0,22741104.0,16806219.0,12410625.0
Total shareholders equity,36757351.0,40532538.0,31147070.0,16481619.0,13013917.0
Investments,3135701.0,689171.0,277745.0,210025.0,0.0
Net Debt,1132839.0,-1757064.0,,,
Other Assets,3662542.0,11904107.0,,,
Other Liabilities,14329556.0,11220321.0,13857914.0,11288889.0,8197344.0
