date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,28800000.0,62000000.0,91700000.0,45400000.0,91700000.0,-236600000.0,71800000.0,104800000.0,85800000.0,25100000.0,14100000.0,70500000.0,-68500000.0,101000000.0,26200000.0,-753700000.0,-746800000.0,-788000000.0,-468700000.0,-459400000.0,16800000.0,-54100000.0,600000.0,48000000.0,8200000.0,60300000.0,-106800000.0,-652200000.0,26900000.0,108400000.0,213700000.0,202100000.0
,depreciationAndAmortization,49000000.0,49100000.0,43900000.0,39700000.0,36000000.0,32400000.0,31100000.0,28100000.0,26500000.0,25200000.0,19800000.0,16400000.0,14900000.0,14000000.0,5700000.0,24300000.0,28100000.0,78000000.0,95400000.0,95300000.0,81300000.0,93800000.0,103000000.0,91100000.0,96000000.0,99700000.0,101600000.0,-97100000.0,-80300000.0,-73200000.0,70500000.0,62300000.0
,deferredIncomeTax,15000000.0,21100000.0,36700000.0,89000000.0,57400000.0,-131700000.0,34300000.0,55400000.0,52000000.0,17600000.0,14500000.0,47300000.0,-31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10200000.0,-55200000.0,-26200000.0,0.0,-36500000.0,-7400000.0,0.0,-96400000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10000000.0,9800000.0,10300000.0,0.0,11800000.0,9500000.0,7000000.0,6800000.0,5800000.0,5400000.0,4700000.0,9100000.0,10100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,98200000.0,30100000.0,-44500000.0,-32800000.0,-19400000.0,36900000.0,-800000.0,-33600000.0,400000.0,-31400000.0,-20800000.0,35300000.0,-48500000.0,-16000000.0,-20800000.0,-46700000.0,-62900000.0,137000000.0,36700000.0,228300000.0,17000000.0,-28200000.0,44000000.0,-126700000.0,-81900000.0,-42100000.0,8300000.0,69700000.0,-72000000.0,-47000000.0,264400000.0,-145000000.0
,accountsReceivables,60000000.0,20200000.0,-22300000.0,0.0,0.0,0.0,0.0,0.0,-27100000.0,-8300000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6100000.0,-57800000.0,-2500000.0,0.0,0.0
,inventory,25000000.0,37500000.0,-45000000.0,-6300000.0,13100000.0,-7500000.0,-300000.0,-4300000.0,24600000.0,-24500000.0,-56300000.0,29100000.0,-22700000.0,-5500000.0,-16100000.0,-9400000.0,-24500000.0,42000000.0,0.0,66700000.0,125800000.0,-2600000.0,24800000.0,-9300000.0,-36500000.0,-57700000.0,-41100000.0,13000000.0,0.0,-13000000.0,0.0,0.0
,accountsPayables,-5900000.0,-24500000.0,29200000.0,13000000.0,3400000.0,-13600000.0,20300000.0,-1600000.0,-1300000.0,10900000.0,4200000.0,-2500000.0,-18900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47400000.0,-93900000.0,-29600000.0,0.0,0.0
,otherWorkingCapital,6300000.0,5800000.0,-4100000.0,-2200000.0,-27300000.0,27300000.0,-7200000.0,600000.0,-1100000.0,-2400000.0,24700000.0,7300000.0,0.0,-18000000.0,-4600000.0,-25000000.0,-9800000.0,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264400000.0,0.0
,otherNonCashItems,0.0,9800000.0,22900000.0,18400000.0,6000000.0,7700000.0,-11100000.0,-44400000.0,-5400000.0,-12400000.0,17500000.0,23500000.0,39100000.0,30000000.0,15200000.0,787000000.0,747600000.0,509000000.0,287000000.0,385600000.0,-20300000.0,-46900000.0,49300000.0,26500000.0,36100000.0,8200000.0,-49800000.0,194200000.0,162400000.0,157100000.0,62300000.0,187400000.0
,netCashProvidedByOperatingActivites,206000000.0,232300000.0,150200000.0,141500000.0,164300000.0,158800000.0,124100000.0,111700000.0,152400000.0,62800000.0,66300000.0,127700000.0,46900000.0,129600000.0,18800000.0,16900000.0,-38000000.0,-88000000.0,-49600000.0,249800000.0,84600000.0,-90600000.0,170700000.0,45000000.0,21900000.0,118700000.0,-41300000.0,24200000.0,26300000.0,135000000.0,192600000.0,306800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61800000.0,-30000000.0,-31000000.0,-7600000.0,-37000000.0,0.0,0.0,0.0,-68400000.0,-77600000.0,-128500000.0,-160300000.0,0.0,0.0,-67700000.0,-114400000.0,-118100000.0,-115100000.0,-116600000.0
,acquisitionsNet,0.0,0.0,-43200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-83200000.0,-4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-39000000.0,-132900000.0,-136100000.0,-247500000.0,-255300000.0,-500000.0,-93500000.0,-227800000.0,-85000000.0,-300000.0,-4400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,91100000.0,283900000.0,296900000.0,55000000.0,84000000.0,108200000.0,183100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
